
EIC;;38ZEE-00492834-I;;
02.05.2019 23:00;03.05.2019 00:00;1,286;Tegelik;
03.05.2019 00:00;03.05.2019 01:00;0,147;Tegelik;
03.05.2019 01:00;03.05.2019 02:00;1,41;Tegelik;
03.05.2019 02:00;03.05.2019 03:00;2,124;Tegelik;
03.05.2019 03:00;03.05.2019 04:00;2,062;Tegelik;
03.05.2019 04:00;03.05.2019 05:00;0,415;Tegelik;
03.05.2019 05:00;03.05.2019 06:00;1,271;Tegelik;
03.05.2019 06:00;03.05.2019 07:00;1,673;Tegelik;
03.05.2019 07:00;03.05.2019 08:00;0,405;Tegelik;
03.05.2019 08:00;03.05.2019 09:00;0,393;Tegelik;
03.05.2019 09:00;03.05.2019 10:00;0,307;Tegelik;
03.05.2019 10:00;03.05.2019 11:00;0,819;Tegelik;
03.05.2019 11:00;03.05.2019 12:00;1,23;Tegelik;
03.05.2019 12:00;03.05.2019 13:00;0,854;Tegelik;
03.05.2019 13:00;03.05.2019 14:00;1,391;Tegelik;
03.05.2019 14:00;03.05.2019 15:00;1,763;Tegelik;
03.05.2019 15:00;03.05.2019 16:00;1,383;Tegelik;
03.05.2019 16:00;03.05.2019 17:00;1,557;Tegelik;
03.05.2019 17:00;03.05.2019 18:00;1,311;Tegelik;
03.05.2019 18:00;03.05.2019 19:00;1,529;Tegelik;
03.05.2019 19:00;03.05.2019 20:00;1,398;Tegelik;
03.05.2019 20:00;03.05.2019 21:00;0,912;Tegelik;
03.05.2019 21:00;03.05.2019 22:00;2,275;Tegelik;
03.05.2019 22:00;03.05.2019 23:00;1,403;Tegelik;
03.05.2019 23:00;04.05.2019 00:00;1,252;Tegelik;
04.05.2019 00:00;04.05.2019 01:00;1,914;Tegelik;
04.05.2019 01:00;04.05.2019 02:00;1,291;Tegelik;
04.05.2019 02:00;04.05.2019 03:00;1,241;Tegelik;
04.05.2019 03:00;04.05.2019 04:00;1,278;Tegelik;
04.05.2019 04:00;04.05.2019 05:00;1,463;Tegelik;
04.05.2019 05:00;04.05.2019 06:00;1,305;Tegelik;
04.05.2019 06:00;04.05.2019 07:00;1,326;Tegelik;
04.05.2019 07:00;04.05.2019 08:00;1,161;Tegelik;
04.05.2019 08:00;04.05.2019 09:00;0,402;Tegelik;
04.05.2019 09:00;04.05.2019 10:00;0,256;Tegelik;
04.05.2019 10:00;04.05.2019 11:00;1,143;Tegelik;
04.05.2019 11:00;04.05.2019 12:00;0,974;Tegelik;
04.05.2019 12:00;04.05.2019 13:00;1,323;Tegelik;
04.05.2019 13:00;04.05.2019 14:00;0,972;Tegelik;
04.05.2019 14:00;04.05.2019 15:00;2,086;Tegelik;
04.05.2019 15:00;04.05.2019 16:00;1,082;Tegelik;
04.05.2019 16:00;04.05.2019 17:00;2,639;Tegelik;
04.05.2019 17:00;04.05.2019 18:00;1,353;Tegelik;
04.05.2019 18:00;04.05.2019 19:00;1,361;Tegelik;
04.05.2019 19:00;04.05.2019 20:00;0,537;Tegelik;
04.05.2019 20:00;04.05.2019 21:00;2,241;Tegelik;
04.05.2019 21:00;04.05.2019 22:00;1,963;Tegelik;
04.05.2019 22:00;04.05.2019 23:00;1,572;Tegelik;
04.05.2019 23:00;05.05.2019 00:00;0,884;Tegelik;
05.05.2019 00:00;05.05.2019 01:00;2,42;Tegelik;
05.05.2019 01:00;05.05.2019 02:00;1,452;Tegelik;
05.05.2019 02:00;05.05.2019 03:00;1,387;Tegelik;
05.05.2019 03:00;05.05.2019 04:00;1,279;Tegelik;
05.05.2019 04:00;05.05.2019 05:00;1,238;Tegelik;
05.05.2019 05:00;05.05.2019 06:00;1,055;Tegelik;
05.05.2019 06:00;05.05.2019 07:00;0,375;Tegelik;
05.05.2019 07:00;05.05.2019 08:00;2,283;Tegelik;
05.05.2019 08:00;05.05.2019 09:00;1,68;Tegelik;
05.05.2019 09:00;05.05.2019 10:00;0,364;Tegelik;
05.05.2019 10:00;05.05.2019 11:00;1,792;Tegelik;
05.05.2019 11:00;05.05.2019 12:00;1,564;Tegelik;
05.05.2019 12:00;05.05.2019 13:00;1,298;Tegelik;
05.05.2019 13:00;05.05.2019 14:00;0,311;Tegelik;
05.05.2019 14:00;05.05.2019 15:00;2,4;Tegelik;
05.05.2019 15:00;05.05.2019 16:00;2,278;Tegelik;
05.05.2019 16:00;05.05.2019 17:00;1,196;Tegelik;
05.05.2019 17:00;05.05.2019 18:00;0,455;Tegelik;
05.05.2019 18:00;05.05.2019 19:00;1,048;Tegelik;
05.05.2019 19:00;05.05.2019 20:00;1,46;Tegelik;
05.05.2019 20:00;05.05.2019 21:00;1,041;Tegelik;
05.05.2019 21:00;05.05.2019 22:00;1,986;Tegelik;
05.05.2019 22:00;05.05.2019 23:00;2,139;Tegelik;
05.05.2019 23:00;06.05.2019 00:00;2,361;Tegelik;
06.05.2019 00:00;06.05.2019 01:00;1,78;Tegelik;
06.05.2019 01:00;06.05.2019 02:00;1,215;Tegelik;
06.05.2019 02:00;06.05.2019 03:00;1,163;Tegelik;
06.05.2019 03:00;06.05.2019 04:00;1,693;Tegelik;
06.05.2019 04:00;06.05.2019 05:00;1,668;Tegelik;
06.05.2019 05:00;06.05.2019 06:00;1,743;Tegelik;
06.05.2019 06:00;06.05.2019 07:00;1,545;Tegelik;
06.05.2019 07:00;06.05.2019 08:00;0,091;Tegelik;
06.05.2019 08:00;06.05.2019 09:00;0,372;Tegelik;
06.05.2019 09:00;06.05.2019 10:00;0,136;Tegelik;
06.05.2019 10:00;06.05.2019 11:00;0,212;Tegelik;
06.05.2019 11:00;06.05.2019 12:00;0,739;Tegelik;
06.05.2019 12:00;06.05.2019 13:00;0,143;Tegelik;
06.05.2019 13:00;06.05.2019 14:00;0,217;Tegelik;
06.05.2019 14:00;06.05.2019 15:00;0,145;Tegelik;
06.05.2019 15:00;06.05.2019 16:00;0,174;Tegelik;
06.05.2019 16:00;06.05.2019 17:00;0,149;Tegelik;
06.05.2019 17:00;06.05.2019 18:00;0,304;Tegelik;
06.05.2019 18:00;06.05.2019 19:00;0,246;Tegelik;
06.05.2019 19:00;06.05.2019 20:00;1,077;Tegelik;
06.05.2019 20:00;06.05.2019 21:00;0,307;Tegelik;
06.05.2019 21:00;06.05.2019 22:00;1,26;Tegelik;
06.05.2019 22:00;06.05.2019 23:00;1,604;Tegelik;
06.05.2019 23:00;07.05.2019 00:00;1,087;Tegelik;
07.05.2019 00:00;07.05.2019 01:00;0,144;Tegelik;
07.05.2019 01:00;07.05.2019 02:00;1,305;Tegelik;
07.05.2019 02:00;07.05.2019 03:00;1,328;Tegelik;
07.05.2019 03:00;07.05.2019 04:00;0,518;Tegelik;
07.05.2019 04:00;07.05.2019 05:00;0,212;Tegelik;
07.05.2019 05:00;07.05.2019 06:00;1,915;Tegelik;
07.05.2019 06:00;07.05.2019 07:00;1,179;Tegelik;
07.05.2019 07:00;07.05.2019 08:00;0,212;Tegelik;
07.05.2019 08:00;07.05.2019 09:00;0,393;Tegelik;
07.05.2019 09:00;07.05.2019 10:00;0,387;Tegelik;
07.05.2019 10:00;07.05.2019 11:00;1,349;Tegelik;
07.05.2019 11:00;07.05.2019 12:00;0,445;Tegelik;
07.05.2019 12:00;07.05.2019 13:00;0,164;Tegelik;
07.05.2019 13:00;07.05.2019 14:00;0,146;Tegelik;
07.05.2019 14:00;07.05.2019 15:00;0,878;Tegelik;
07.05.2019 15:00;07.05.2019 16:00;0,142;Tegelik;
07.05.2019 16:00;07.05.2019 17:00;0,247;Tegelik;
07.05.2019 17:00;07.05.2019 18:00;1,078;Tegelik;
07.05.2019 18:00;07.05.2019 19:00;0,284;Tegelik;
07.05.2019 19:00;07.05.2019 20:00;1,346;Tegelik;
07.05.2019 20:00;07.05.2019 21:00;1,13;Tegelik;
07.05.2019 21:00;07.05.2019 22:00;0,489;Tegelik;
07.05.2019 22:00;07.05.2019 23:00;2,004;Tegelik;
07.05.2019 23:00;08.05.2019 00:00;2,087;Tegelik;
08.05.2019 00:00;08.05.2019 01:00;2,305;Tegelik;
08.05.2019 01:00;08.05.2019 02:00;2,116;Tegelik;
08.05.2019 02:00;08.05.2019 03:00;1,368;Tegelik;
08.05.2019 03:00;08.05.2019 04:00;1,31;Tegelik;
08.05.2019 04:00;08.05.2019 05:00;1,297;Tegelik;
08.05.2019 05:00;08.05.2019 06:00;1,568;Tegelik;
08.05.2019 06:00;08.05.2019 07:00;1,552;Tegelik;
08.05.2019 07:00;08.05.2019 08:00;0,108;Tegelik;
08.05.2019 08:00;08.05.2019 09:00;0,298;Tegelik;
08.05.2019 09:00;08.05.2019 10:00;0,247;Tegelik;
08.05.2019 10:00;08.05.2019 11:00;0,287;Tegelik;
08.05.2019 11:00;08.05.2019 12:00;0,858;Tegelik;
08.05.2019 12:00;08.05.2019 13:00;0,314;Tegelik;
08.05.2019 13:00;08.05.2019 14:00;1,363;Tegelik;
08.05.2019 14:00;08.05.2019 15:00;0,131;Tegelik;
08.05.2019 15:00;08.05.2019 16:00;0,09;Tegelik;
08.05.2019 16:00;08.05.2019 17:00;0,092;Tegelik;
08.05.2019 17:00;08.05.2019 18:00;0,104;Tegelik;
08.05.2019 18:00;08.05.2019 19:00;0,096;Tegelik;
08.05.2019 19:00;08.05.2019 20:00;0,693;Tegelik;
08.05.2019 20:00;08.05.2019 21:00;0,679;Tegelik;
08.05.2019 21:00;08.05.2019 22:00;1,56;Tegelik;
08.05.2019 22:00;08.05.2019 23:00;1,465;Tegelik;
08.05.2019 23:00;09.05.2019 00:00;0,659;Tegelik;
09.05.2019 00:00;09.05.2019 01:00;0,717;Tegelik;
09.05.2019 01:00;09.05.2019 02:00;2,332;Tegelik;
09.05.2019 02:00;09.05.2019 03:00;1,3;Tegelik;
09.05.2019 03:00;09.05.2019 04:00;1,15;Tegelik;
09.05.2019 04:00;09.05.2019 05:00;1,731;Tegelik;
09.05.2019 05:00;09.05.2019 06:00;1,923;Tegelik;
09.05.2019 06:00;09.05.2019 07:00;1,032;Tegelik;
09.05.2019 07:00;09.05.2019 08:00;0,092;Tegelik;
09.05.2019 08:00;09.05.2019 09:00;0,351;Tegelik;
09.05.2019 09:00;09.05.2019 10:00;0,233;Tegelik;
09.05.2019 10:00;09.05.2019 11:00;0,214;Tegelik;
09.05.2019 11:00;09.05.2019 12:00;0,301;Tegelik;
09.05.2019 12:00;09.05.2019 13:00;0,284;Tegelik;
09.05.2019 13:00;09.05.2019 14:00;0,076;Tegelik;
09.05.2019 14:00;09.05.2019 15:00;0,073;Tegelik;
09.05.2019 15:00;09.05.2019 16:00;0,099;Tegelik;
09.05.2019 16:00;09.05.2019 17:00;0,081;Tegelik;
09.05.2019 17:00;09.05.2019 18:00;0,118;Tegelik;
09.05.2019 18:00;09.05.2019 19:00;0,188;Tegelik;
09.05.2019 19:00;09.05.2019 20:00;0,305;Tegelik;
09.05.2019 20:00;09.05.2019 21:00;0,196;Tegelik;
09.05.2019 21:00;09.05.2019 22:00;0,467;Tegelik;
09.05.2019 22:00;09.05.2019 23:00;1,512;Tegelik;
09.05.2019 23:00;10.05.2019 00:00;0,925;Tegelik;
10.05.2019 00:00;10.05.2019 01:00;0,331;Tegelik;
10.05.2019 01:00;10.05.2019 02:00;2,094;Tegelik;
10.05.2019 02:00;10.05.2019 03:00;1,443;Tegelik;
10.05.2019 03:00;10.05.2019 04:00;0,145;Tegelik;
10.05.2019 04:00;10.05.2019 05:00;0,373;Tegelik;
10.05.2019 05:00;10.05.2019 06:00;1,725;Tegelik;
10.05.2019 06:00;10.05.2019 07:00;0,306;Tegelik;
10.05.2019 07:00;10.05.2019 08:00;0,091;Tegelik;
10.05.2019 08:00;10.05.2019 09:00;0,094;Tegelik;
10.05.2019 09:00;10.05.2019 10:00;0,163;Tegelik;
10.05.2019 10:00;10.05.2019 11:00;0,3;Tegelik;
10.05.2019 11:00;10.05.2019 12:00;1,119;Tegelik;
10.05.2019 12:00;10.05.2019 13:00;0,924;Tegelik;
10.05.2019 13:00;10.05.2019 14:00;0,384;Tegelik;
10.05.2019 14:00;10.05.2019 15:00;1,673;Tegelik;
10.05.2019 15:00;10.05.2019 16:00;0,631;Tegelik;
10.05.2019 16:00;10.05.2019 17:00;0,421;Tegelik;
10.05.2019 17:00;10.05.2019 18:00;0,659;Tegelik;
10.05.2019 18:00;10.05.2019 19:00;0,192;Tegelik;
10.05.2019 19:00;10.05.2019 20:00;0,182;Tegelik;
10.05.2019 20:00;10.05.2019 21:00;1,219;Tegelik;
10.05.2019 21:00;10.05.2019 22:00;0,857;Tegelik;
10.05.2019 22:00;10.05.2019 23:00;1,286;Tegelik;
10.05.2019 23:00;11.05.2019 00:00;1,232;Tegelik;
11.05.2019 00:00;11.05.2019 01:00;0,669;Tegelik;
11.05.2019 01:00;11.05.2019 02:00;1,304;Tegelik;
11.05.2019 02:00;11.05.2019 03:00;0,614;Tegelik;
11.05.2019 03:00;11.05.2019 04:00;1,296;Tegelik;
11.05.2019 04:00;11.05.2019 05:00;1,104;Tegelik;
11.05.2019 05:00;11.05.2019 06:00;0,306;Tegelik;
11.05.2019 06:00;11.05.2019 07:00;0,557;Tegelik;
11.05.2019 07:00;11.05.2019 08:00;1,377;Tegelik;
11.05.2019 08:00;11.05.2019 09:00;0,51;Tegelik;
11.05.2019 09:00;11.05.2019 10:00;1,321;Tegelik;
11.05.2019 10:00;11.05.2019 11:00;2,748;Tegelik;
11.05.2019 11:00;11.05.2019 12:00;0,57;Tegelik;
11.05.2019 12:00;11.05.2019 13:00;0,944;Tegelik;
11.05.2019 13:00;11.05.2019 14:00;0,28;Tegelik;
11.05.2019 14:00;11.05.2019 15:00;1,332;Tegelik;
11.05.2019 15:00;11.05.2019 16:00;0,348;Tegelik;
11.05.2019 16:00;11.05.2019 17:00;1,523;Tegelik;
11.05.2019 17:00;11.05.2019 18:00;1,47;Tegelik;
11.05.2019 18:00;11.05.2019 19:00;1,83;Tegelik;
11.05.2019 19:00;11.05.2019 20:00;1,24;Tegelik;
11.05.2019 20:00;11.05.2019 21:00;1,302;Tegelik;
11.05.2019 21:00;11.05.2019 22:00;0,48;Tegelik;
11.05.2019 22:00;11.05.2019 23:00;1,475;Tegelik;
11.05.2019 23:00;12.05.2019 00:00;0,921;Tegelik;
12.05.2019 00:00;12.05.2019 01:00;0,401;Tegelik;
12.05.2019 01:00;12.05.2019 02:00;1,722;Tegelik;
12.05.2019 02:00;12.05.2019 03:00;0,238;Tegelik;
12.05.2019 03:00;12.05.2019 04:00;0,678;Tegelik;
12.05.2019 04:00;12.05.2019 05:00;1,2;Tegelik;
12.05.2019 05:00;12.05.2019 06:00;0,483;Tegelik;
12.05.2019 06:00;12.05.2019 07:00;0,897;Tegelik;
12.05.2019 07:00;12.05.2019 08:00;1,298;Tegelik;
12.05.2019 08:00;12.05.2019 09:00;1,339;Tegelik;
12.05.2019 09:00;12.05.2019 10:00;0,803;Tegelik;
12.05.2019 10:00;12.05.2019 11:00;0,34;Tegelik;
12.05.2019 11:00;12.05.2019 12:00;0,355;Tegelik;
12.05.2019 12:00;12.05.2019 13:00;0,65;Tegelik;
12.05.2019 13:00;12.05.2019 14:00;1,59;Tegelik;
12.05.2019 14:00;12.05.2019 15:00;1,967;Tegelik;
12.05.2019 15:00;12.05.2019 16:00;1,349;Tegelik;
12.05.2019 16:00;12.05.2019 17:00;0,246;Tegelik;
12.05.2019 17:00;12.05.2019 18:00;0,213;Tegelik;
12.05.2019 18:00;12.05.2019 19:00;0,453;Tegelik;
12.05.2019 19:00;12.05.2019 20:00;7,376;Tegelik;
12.05.2019 20:00;12.05.2019 21:00;6,406;Tegelik;
12.05.2019 21:00;12.05.2019 22:00;5,969;Tegelik;
12.05.2019 22:00;12.05.2019 23:00;1,97;Tegelik;
12.05.2019 23:00;13.05.2019 00:00;1,329;Tegelik;
13.05.2019 00:00;13.05.2019 01:00;0,635;Tegelik;
13.05.2019 01:00;13.05.2019 02:00;1,241;Tegelik;
13.05.2019 02:00;13.05.2019 03:00;0,352;Tegelik;
13.05.2019 03:00;13.05.2019 04:00;0,103;Tegelik;
13.05.2019 04:00;13.05.2019 05:00;0,903;Tegelik;
13.05.2019 05:00;13.05.2019 06:00;0,345;Tegelik;
13.05.2019 06:00;13.05.2019 07:00;0,104;Tegelik;
13.05.2019 07:00;13.05.2019 08:00;0,427;Tegelik;
13.05.2019 08:00;13.05.2019 09:00;0,479;Tegelik;
13.05.2019 09:00;13.05.2019 10:00;0,269;Tegelik;
13.05.2019 10:00;13.05.2019 11:00;0,328;Tegelik;
13.05.2019 11:00;13.05.2019 12:00;0,589;Tegelik;
13.05.2019 12:00;13.05.2019 13:00;0,194;Tegelik;
13.05.2019 13:00;13.05.2019 14:00;0,106;Tegelik;
13.05.2019 14:00;13.05.2019 15:00;0,211;Tegelik;
13.05.2019 15:00;13.05.2019 16:00;0,834;Tegelik;
13.05.2019 16:00;13.05.2019 17:00;0,973;Tegelik;
13.05.2019 17:00;13.05.2019 18:00;0,904;Tegelik;
13.05.2019 18:00;13.05.2019 19:00;1,432;Tegelik;
13.05.2019 19:00;13.05.2019 20:00;1,133;Tegelik;
13.05.2019 20:00;13.05.2019 21:00;0,763;Tegelik;
13.05.2019 21:00;13.05.2019 22:00;0,465;Tegelik;
13.05.2019 22:00;13.05.2019 23:00;1,498;Tegelik;
13.05.2019 23:00;14.05.2019 00:00;0,735;Tegelik;
14.05.2019 00:00;14.05.2019 01:00;0,101;Tegelik;
14.05.2019 01:00;14.05.2019 02:00;1,568;Tegelik;
14.05.2019 02:00;14.05.2019 03:00;1,662;Tegelik;
14.05.2019 03:00;14.05.2019 04:00;0,105;Tegelik;
14.05.2019 04:00;14.05.2019 05:00;0,304;Tegelik;
14.05.2019 05:00;14.05.2019 06:00;1,191;Tegelik;
14.05.2019 06:00;14.05.2019 07:00;0,101;Tegelik;
14.05.2019 07:00;14.05.2019 08:00;0,29;Tegelik;
14.05.2019 08:00;14.05.2019 09:00;0,455;Tegelik;
14.05.2019 09:00;14.05.2019 10:00;0,446;Tegelik;
14.05.2019 10:00;14.05.2019 11:00;1,43;Tegelik;
14.05.2019 11:00;14.05.2019 12:00;1,155;Tegelik;
14.05.2019 12:00;14.05.2019 13:00;0,143;Tegelik;
14.05.2019 13:00;14.05.2019 14:00;0,107;Tegelik;
14.05.2019 14:00;14.05.2019 15:00;1,661;Tegelik;
14.05.2019 15:00;14.05.2019 16:00;0,631;Tegelik;
14.05.2019 16:00;14.05.2019 17:00;0,309;Tegelik;
14.05.2019 17:00;14.05.2019 18:00;1,377;Tegelik;
14.05.2019 18:00;14.05.2019 19:00;0,586;Tegelik;
14.05.2019 19:00;14.05.2019 20:00;0,259;Tegelik;
14.05.2019 20:00;14.05.2019 21:00;1,167;Tegelik;
14.05.2019 21:00;14.05.2019 22:00;1,223;Tegelik;
14.05.2019 22:00;14.05.2019 23:00;1,723;Tegelik;
14.05.2019 23:00;15.05.2019 00:00;0,462;Tegelik;
15.05.2019 00:00;15.05.2019 01:00;0,443;Tegelik;
15.05.2019 01:00;15.05.2019 02:00;2,499;Tegelik;
15.05.2019 02:00;15.05.2019 03:00;2,096;Tegelik;
15.05.2019 03:00;15.05.2019 04:00;1,726;Tegelik;
15.05.2019 04:00;15.05.2019 05:00;1,236;Tegelik;
15.05.2019 05:00;15.05.2019 06:00;0,525;Tegelik;
15.05.2019 06:00;15.05.2019 07:00;0,203;Tegelik;
15.05.2019 07:00;15.05.2019 08:00;0,208;Tegelik;
15.05.2019 08:00;15.05.2019 09:00;0,321;Tegelik;
15.05.2019 09:00;15.05.2019 10:00;0,464;Tegelik;
15.05.2019 10:00;15.05.2019 11:00;0,377;Tegelik;
15.05.2019 11:00;15.05.2019 12:00;0,308;Tegelik;
15.05.2019 12:00;15.05.2019 13:00;1,341;Tegelik;
15.05.2019 13:00;15.05.2019 14:00;1,437;Tegelik;
15.05.2019 14:00;15.05.2019 15:00;0,739;Tegelik;
15.05.2019 15:00;15.05.2019 16:00;0,315;Tegelik;
15.05.2019 16:00;15.05.2019 17:00;1,457;Tegelik;
15.05.2019 17:00;15.05.2019 18:00;0,173;Tegelik;
15.05.2019 18:00;15.05.2019 19:00;0,391;Tegelik;
15.05.2019 19:00;15.05.2019 20:00;0,423;Tegelik;
15.05.2019 20:00;15.05.2019 21:00;0,551;Tegelik;
15.05.2019 21:00;15.05.2019 22:00;0,288;Tegelik;
15.05.2019 22:00;15.05.2019 23:00;0,279;Tegelik;
15.05.2019 23:00;16.05.2019 00:00;1,751;Tegelik;
16.05.2019 00:00;16.05.2019 01:00;0,512;Tegelik;
16.05.2019 01:00;16.05.2019 02:00;0,104;Tegelik;
16.05.2019 02:00;16.05.2019 03:00;0,161;Tegelik;
16.05.2019 03:00;16.05.2019 04:00;0,109;Tegelik;
16.05.2019 04:00;16.05.2019 05:00;0,789;Tegelik;
16.05.2019 05:00;16.05.2019 06:00;1,609;Tegelik;
16.05.2019 06:00;16.05.2019 07:00;0,092;Tegelik;
16.05.2019 07:00;16.05.2019 08:00;0,314;Tegelik;
16.05.2019 08:00;16.05.2019 09:00;0,388;Tegelik;
16.05.2019 09:00;16.05.2019 10:00;0,203;Tegelik;
16.05.2019 10:00;16.05.2019 11:00;0,232;Tegelik;
16.05.2019 11:00;16.05.2019 12:00;0,181;Tegelik;
16.05.2019 12:00;16.05.2019 13:00;0,286;Tegelik;
16.05.2019 13:00;16.05.2019 14:00;0,268;Tegelik;
16.05.2019 14:00;16.05.2019 15:00;1,3;Tegelik;
16.05.2019 15:00;16.05.2019 16:00;0,736;Tegelik;
16.05.2019 16:00;16.05.2019 17:00;0,907;Tegelik;
16.05.2019 17:00;16.05.2019 18:00;1,064;Tegelik;
16.05.2019 18:00;16.05.2019 19:00;0,293;Tegelik;
16.05.2019 19:00;16.05.2019 20:00;0,259;Tegelik;
16.05.2019 20:00;16.05.2019 21:00;0,221;Tegelik;
16.05.2019 21:00;16.05.2019 22:00;0,237;Tegelik;
16.05.2019 22:00;16.05.2019 23:00;0,309;Tegelik;
16.05.2019 23:00;17.05.2019 00:00;0,324;Tegelik;
17.05.2019 00:00;17.05.2019 01:00;0,524;Tegelik;
17.05.2019 01:00;17.05.2019 02:00;1,339;Tegelik;
17.05.2019 02:00;17.05.2019 03:00;0,081;Tegelik;
17.05.2019 03:00;17.05.2019 04:00;0,077;Tegelik;
17.05.2019 04:00;17.05.2019 05:00;0,076;Tegelik;
17.05.2019 05:00;17.05.2019 06:00;0,142;Tegelik;
17.05.2019 06:00;17.05.2019 07:00;0,268;Tegelik;
17.05.2019 07:00;17.05.2019 08:00;0,449;Tegelik;
17.05.2019 08:00;17.05.2019 09:00;0,242;Tegelik;
17.05.2019 09:00;17.05.2019 10:00;0,129;Tegelik;
17.05.2019 10:00;17.05.2019 11:00;0,128;Tegelik;
17.05.2019 11:00;17.05.2019 12:00;0,152;Tegelik;
17.05.2019 12:00;17.05.2019 13:00;0,317;Tegelik;
17.05.2019 13:00;17.05.2019 14:00;0,246;Tegelik;
17.05.2019 14:00;17.05.2019 15:00;0,155;Tegelik;
17.05.2019 15:00;17.05.2019 16:00;1,723;Tegelik;
17.05.2019 16:00;17.05.2019 17:00;0,853;Tegelik;
17.05.2019 17:00;17.05.2019 18:00;0,243;Tegelik;
17.05.2019 18:00;17.05.2019 19:00;0,136;Tegelik;
17.05.2019 19:00;17.05.2019 20:00;0,144;Tegelik;
17.05.2019 20:00;17.05.2019 21:00;0,253;Tegelik;
17.05.2019 21:00;17.05.2019 22:00;0,303;Tegelik;
17.05.2019 22:00;17.05.2019 23:00;0,476;Tegelik;
17.05.2019 23:00;18.05.2019 00:00;0,248;Tegelik;
18.05.2019 00:00;18.05.2019 01:00;0,142;Tegelik;
18.05.2019 01:00;18.05.2019 02:00;1,25;Tegelik;
18.05.2019 02:00;18.05.2019 03:00;0,086;Tegelik;
18.05.2019 03:00;18.05.2019 04:00;0,088;Tegelik;
18.05.2019 04:00;18.05.2019 05:00;0,09;Tegelik;
18.05.2019 05:00;18.05.2019 06:00;0,09;Tegelik;
18.05.2019 06:00;18.05.2019 07:00;0,082;Tegelik;
18.05.2019 07:00;18.05.2019 08:00;0,08;Tegelik;
18.05.2019 08:00;18.05.2019 09:00;0,086;Tegelik;
18.05.2019 09:00;18.05.2019 10:00;0,428;Tegelik;
18.05.2019 10:00;18.05.2019 11:00;0,159;Tegelik;
18.05.2019 11:00;18.05.2019 12:00;0,281;Tegelik;
18.05.2019 12:00;18.05.2019 13:00;0,7;Tegelik;
