
EIC;;38ZEE-00492834-I;;
02.06.2019 23:00;03.06.2019 00:00;0,456;Tegelik;
03.06.2019 00:00;03.06.2019 01:00;0,237;Tegelik;
03.06.2019 01:00;03.06.2019 02:00;0,148;Tegelik;
03.06.2019 02:00;03.06.2019 03:00;0,145;Tegelik;
03.06.2019 03:00;03.06.2019 04:00;0,196;Tegelik;
03.06.2019 04:00;03.06.2019 05:00;0,179;Tegelik;
03.06.2019 05:00;03.06.2019 06:00;0,142;Tegelik;
03.06.2019 06:00;03.06.2019 07:00;0,146;Tegelik;
03.06.2019 07:00;03.06.2019 08:00;0,18;Tegelik;
03.06.2019 08:00;03.06.2019 09:00;0,317;Tegelik;
03.06.2019 09:00;03.06.2019 10:00;0,308;Tegelik;
03.06.2019 10:00;03.06.2019 11:00;0,194;Tegelik;
03.06.2019 11:00;03.06.2019 12:00;0,398;Tegelik;
03.06.2019 12:00;03.06.2019 13:00;0,509;Tegelik;
03.06.2019 13:00;03.06.2019 14:00;0,13;Tegelik;
03.06.2019 14:00;03.06.2019 15:00;0,11;Tegelik;
03.06.2019 15:00;03.06.2019 16:00;0,142;Tegelik;
03.06.2019 16:00;03.06.2019 17:00;0,851;Tegelik;
03.06.2019 17:00;03.06.2019 18:00;0,326;Tegelik;
03.06.2019 18:00;03.06.2019 19:00;0,281;Tegelik;
03.06.2019 19:00;03.06.2019 20:00;0,208;Tegelik;
03.06.2019 20:00;03.06.2019 21:00;0,25;Tegelik;
03.06.2019 21:00;03.06.2019 22:00;0,303;Tegelik;
03.06.2019 22:00;03.06.2019 23:00;0,421;Tegelik;
03.06.2019 23:00;04.06.2019 00:00;0,179;Tegelik;
04.06.2019 00:00;04.06.2019 01:00;0,683;Tegelik;
04.06.2019 01:00;04.06.2019 02:00;0,173;Tegelik;
04.06.2019 02:00;04.06.2019 03:00;0,783;Tegelik;
04.06.2019 03:00;04.06.2019 04:00;0,603;Tegelik;
04.06.2019 04:00;04.06.2019 05:00;0,089;Tegelik;
04.06.2019 05:00;04.06.2019 06:00;0,086;Tegelik;
04.06.2019 06:00;04.06.2019 07:00;0,082;Tegelik;
04.06.2019 07:00;04.06.2019 08:00;0,355;Tegelik;
04.06.2019 08:00;04.06.2019 09:00;0,209;Tegelik;
04.06.2019 09:00;04.06.2019 10:00;0,446;Tegelik;
04.06.2019 10:00;04.06.2019 11:00;0,435;Tegelik;
04.06.2019 11:00;04.06.2019 12:00;0,407;Tegelik;
04.06.2019 12:00;04.06.2019 13:00;0,435;Tegelik;
04.06.2019 13:00;04.06.2019 14:00;0,17;Tegelik;
04.06.2019 14:00;04.06.2019 15:00;0,488;Tegelik;
04.06.2019 15:00;04.06.2019 16:00;2,149;Tegelik;
04.06.2019 16:00;04.06.2019 17:00;0,638;Tegelik;
04.06.2019 17:00;04.06.2019 18:00;0,274;Tegelik;
04.06.2019 18:00;04.06.2019 19:00;0,168;Tegelik;
04.06.2019 19:00;04.06.2019 20:00;0,22;Tegelik;
04.06.2019 20:00;04.06.2019 21:00;0,179;Tegelik;
04.06.2019 21:00;04.06.2019 22:00;0,238;Tegelik;
04.06.2019 22:00;04.06.2019 23:00;0,491;Tegelik;
04.06.2019 23:00;05.06.2019 00:00;0,39;Tegelik;
05.06.2019 00:00;05.06.2019 01:00;0,25;Tegelik;
05.06.2019 01:00;05.06.2019 02:00;0,708;Tegelik;
05.06.2019 02:00;05.06.2019 03:00;0,788;Tegelik;
05.06.2019 03:00;05.06.2019 04:00;0,615;Tegelik;
05.06.2019 04:00;05.06.2019 05:00;0,073;Tegelik;
05.06.2019 05:00;05.06.2019 06:00;0,072;Tegelik;
05.06.2019 06:00;05.06.2019 07:00;0,074;Tegelik;
05.06.2019 07:00;05.06.2019 08:00;0,373;Tegelik;
05.06.2019 08:00;05.06.2019 09:00;0,299;Tegelik;
05.06.2019 09:00;05.06.2019 10:00;0,399;Tegelik;
05.06.2019 10:00;05.06.2019 11:00;0,309;Tegelik;
05.06.2019 11:00;05.06.2019 12:00;0,133;Tegelik;
05.06.2019 12:00;05.06.2019 13:00;0,125;Tegelik;
05.06.2019 13:00;05.06.2019 14:00;0,125;Tegelik;
05.06.2019 14:00;05.06.2019 15:00;0,782;Tegelik;
05.06.2019 15:00;05.06.2019 16:00;1,994;Tegelik;
05.06.2019 16:00;05.06.2019 17:00;0,229;Tegelik;
05.06.2019 17:00;05.06.2019 18:00;0,135;Tegelik;
05.06.2019 18:00;05.06.2019 19:00;0,07;Tegelik;
05.06.2019 19:00;05.06.2019 20:00;0,069;Tegelik;
05.06.2019 20:00;05.06.2019 21:00;0,098;Tegelik;
05.06.2019 21:00;05.06.2019 22:00;0,26;Tegelik;
05.06.2019 22:00;05.06.2019 23:00;0,267;Tegelik;
05.06.2019 23:00;06.06.2019 00:00;0,25;Tegelik;
06.06.2019 00:00;06.06.2019 01:00;0,156;Tegelik;
06.06.2019 01:00;06.06.2019 02:00;0,08;Tegelik;
06.06.2019 02:00;06.06.2019 03:00;0,077;Tegelik;
06.06.2019 03:00;06.06.2019 04:00;0,082;Tegelik;
06.06.2019 04:00;06.06.2019 05:00;0,084;Tegelik;
06.06.2019 05:00;06.06.2019 06:00;0,081;Tegelik;
06.06.2019 06:00;06.06.2019 07:00;0,075;Tegelik;
06.06.2019 07:00;06.06.2019 08:00;0,195;Tegelik;
06.06.2019 08:00;06.06.2019 09:00;0,402;Tegelik;
06.06.2019 09:00;06.06.2019 10:00;0,359;Tegelik;
06.06.2019 10:00;06.06.2019 11:00;0,186;Tegelik;
06.06.2019 11:00;06.06.2019 12:00;0,183;Tegelik;
06.06.2019 12:00;06.06.2019 13:00;0,302;Tegelik;
06.06.2019 13:00;06.06.2019 14:00;0,551;Tegelik;
06.06.2019 14:00;06.06.2019 15:00;0,402;Tegelik;
06.06.2019 15:00;06.06.2019 16:00;1,467;Tegelik;
06.06.2019 16:00;06.06.2019 17:00;0,945;Tegelik;
06.06.2019 17:00;06.06.2019 18:00;0,371;Tegelik;
06.06.2019 18:00;06.06.2019 19:00;0,186;Tegelik;
06.06.2019 19:00;06.06.2019 20:00;0,265;Tegelik;
06.06.2019 20:00;06.06.2019 21:00;0,37;Tegelik;
06.06.2019 21:00;06.06.2019 22:00;0,247;Tegelik;
06.06.2019 22:00;06.06.2019 23:00;0,309;Tegelik;
06.06.2019 23:00;07.06.2019 00:00;0,345;Tegelik;
07.06.2019 00:00;07.06.2019 01:00;1,25;Tegelik;
07.06.2019 01:00;07.06.2019 02:00;0,088;Tegelik;
07.06.2019 02:00;07.06.2019 03:00;0,083;Tegelik;
07.06.2019 03:00;07.06.2019 04:00;0,087;Tegelik;
07.06.2019 04:00;07.06.2019 05:00;0,088;Tegelik;
07.06.2019 05:00;07.06.2019 06:00;0,08;Tegelik;
07.06.2019 06:00;07.06.2019 07:00;0,079;Tegelik;
07.06.2019 07:00;07.06.2019 08:00;0,71;Tegelik;
07.06.2019 08:00;07.06.2019 09:00;0,616;Tegelik;
07.06.2019 09:00;07.06.2019 10:00;0,506;Tegelik;
07.06.2019 10:00;07.06.2019 11:00;0,3;Tegelik;
07.06.2019 11:00;07.06.2019 12:00;0,154;Tegelik;
07.06.2019 12:00;07.06.2019 13:00;0,187;Tegelik;
07.06.2019 13:00;07.06.2019 14:00;0,207;Tegelik;
07.06.2019 14:00;07.06.2019 15:00;0,346;Tegelik;
07.06.2019 15:00;07.06.2019 16:00;0,403;Tegelik;
07.06.2019 16:00;07.06.2019 17:00;1,466;Tegelik;
07.06.2019 17:00;07.06.2019 18:00;0,162;Tegelik;
07.06.2019 18:00;07.06.2019 19:00;0,165;Tegelik;
07.06.2019 19:00;07.06.2019 20:00;0,311;Tegelik;
07.06.2019 20:00;07.06.2019 21:00;0,191;Tegelik;
07.06.2019 21:00;07.06.2019 22:00;0,227;Tegelik;
07.06.2019 22:00;07.06.2019 23:00;0,343;Tegelik;
07.06.2019 23:00;08.06.2019 00:00;0,388;Tegelik;
08.06.2019 00:00;08.06.2019 01:00;1,066;Tegelik;
08.06.2019 01:00;08.06.2019 02:00;0,367;Tegelik;
08.06.2019 02:00;08.06.2019 03:00;0,424;Tegelik;
08.06.2019 03:00;08.06.2019 04:00;0,159;Tegelik;
08.06.2019 04:00;08.06.2019 05:00;0,094;Tegelik;
08.06.2019 05:00;08.06.2019 06:00;0,094;Tegelik;
08.06.2019 06:00;08.06.2019 07:00;0,086;Tegelik;
08.06.2019 07:00;08.06.2019 08:00;0,088;Tegelik;
08.06.2019 08:00;08.06.2019 09:00;0,088;Tegelik;
08.06.2019 09:00;08.06.2019 10:00;0,318;Tegelik;
08.06.2019 10:00;08.06.2019 11:00;0,504;Tegelik;
08.06.2019 11:00;08.06.2019 12:00;0,467;Tegelik;
08.06.2019 12:00;08.06.2019 13:00;0,212;Tegelik;
08.06.2019 13:00;08.06.2019 14:00;0,265;Tegelik;
08.06.2019 14:00;08.06.2019 15:00;0,297;Tegelik;
08.06.2019 15:00;08.06.2019 16:00;1,221;Tegelik;
08.06.2019 16:00;08.06.2019 17:00;1,083;Tegelik;
08.06.2019 17:00;08.06.2019 18:00;0,488;Tegelik;
08.06.2019 18:00;08.06.2019 19:00;0,184;Tegelik;
08.06.2019 19:00;08.06.2019 20:00;0,62;Tegelik;
08.06.2019 20:00;08.06.2019 21:00;1,033;Tegelik;
08.06.2019 21:00;08.06.2019 22:00;0,387;Tegelik;
08.06.2019 22:00;08.06.2019 23:00;0,281;Tegelik;
08.06.2019 23:00;09.06.2019 00:00;0,443;Tegelik;
09.06.2019 00:00;09.06.2019 01:00;0,278;Tegelik;
09.06.2019 01:00;09.06.2019 02:00;0,687;Tegelik;
09.06.2019 02:00;09.06.2019 03:00;0,168;Tegelik;
09.06.2019 03:00;09.06.2019 04:00;0,133;Tegelik;
09.06.2019 04:00;09.06.2019 05:00;0,09;Tegelik;
09.06.2019 05:00;09.06.2019 06:00;0,084;Tegelik;
09.06.2019 06:00;09.06.2019 07:00;0,166;Tegelik;
09.06.2019 07:00;09.06.2019 08:00;0,277;Tegelik;
09.06.2019 08:00;09.06.2019 09:00;1,347;Tegelik;
09.06.2019 09:00;09.06.2019 10:00;1,372;Tegelik;
09.06.2019 10:00;09.06.2019 11:00;0,51;Tegelik;
09.06.2019 11:00;09.06.2019 12:00;0,357;Tegelik;
09.06.2019 12:00;09.06.2019 13:00;0,257;Tegelik;
09.06.2019 13:00;09.06.2019 14:00;0,286;Tegelik;
09.06.2019 14:00;09.06.2019 15:00;0,251;Tegelik;
09.06.2019 15:00;09.06.2019 16:00;0,245;Tegelik;
09.06.2019 16:00;09.06.2019 17:00;0,839;Tegelik;
09.06.2019 17:00;09.06.2019 18:00;0,278;Tegelik;
09.06.2019 18:00;09.06.2019 19:00;0,2;Tegelik;
09.06.2019 19:00;09.06.2019 20:00;0,151;Tegelik;
09.06.2019 20:00;09.06.2019 21:00;0,486;Tegelik;
09.06.2019 21:00;09.06.2019 22:00;1,025;Tegelik;
09.06.2019 22:00;09.06.2019 23:00;2,277;Tegelik;
09.06.2019 23:00;10.06.2019 00:00;0,45;Tegelik;
10.06.2019 00:00;10.06.2019 01:00;0,181;Tegelik;
10.06.2019 01:00;10.06.2019 02:00;0,092;Tegelik;
10.06.2019 02:00;10.06.2019 03:00;0,087;Tegelik;
10.06.2019 03:00;10.06.2019 04:00;0,081;Tegelik;
10.06.2019 04:00;10.06.2019 05:00;0,08;Tegelik;
10.06.2019 05:00;10.06.2019 06:00;0,081;Tegelik;
10.06.2019 06:00;10.06.2019 07:00;0,087;Tegelik;
10.06.2019 07:00;10.06.2019 08:00;0,101;Tegelik;
10.06.2019 08:00;10.06.2019 09:00;0,498;Tegelik;
10.06.2019 09:00;10.06.2019 10:00;0,354;Tegelik;
10.06.2019 10:00;10.06.2019 11:00;0,354;Tegelik;
10.06.2019 11:00;10.06.2019 12:00;0,306;Tegelik;
10.06.2019 12:00;10.06.2019 13:00;0,245;Tegelik;
10.06.2019 13:00;10.06.2019 14:00;0,278;Tegelik;
10.06.2019 14:00;10.06.2019 15:00;0,333;Tegelik;
10.06.2019 15:00;10.06.2019 16:00;0,184;Tegelik;
10.06.2019 16:00;10.06.2019 17:00;0,182;Tegelik;
10.06.2019 17:00;10.06.2019 18:00;0,273;Tegelik;
10.06.2019 18:00;10.06.2019 19:00;0,477;Tegelik;
10.06.2019 19:00;10.06.2019 20:00;0,29;Tegelik;
10.06.2019 20:00;10.06.2019 21:00;0,298;Tegelik;
10.06.2019 21:00;10.06.2019 22:00;0,287;Tegelik;
10.06.2019 22:00;10.06.2019 23:00;0,434;Tegelik;
10.06.2019 23:00;11.06.2019 00:00;0,376;Tegelik;
11.06.2019 00:00;11.06.2019 01:00;0,917;Tegelik;
11.06.2019 01:00;11.06.2019 02:00;2,253;Tegelik;
11.06.2019 02:00;11.06.2019 03:00;0,317;Tegelik;
11.06.2019 03:00;11.06.2019 04:00;0,088;Tegelik;
11.06.2019 04:00;11.06.2019 05:00;0,082;Tegelik;
11.06.2019 05:00;11.06.2019 06:00;0,078;Tegelik;
11.06.2019 06:00;11.06.2019 07:00;0,077;Tegelik;
11.06.2019 07:00;11.06.2019 08:00;0,186;Tegelik;
11.06.2019 08:00;11.06.2019 09:00;0,334;Tegelik;
11.06.2019 09:00;11.06.2019 10:00;0,24;Tegelik;
11.06.2019 10:00;11.06.2019 11:00;0,127;Tegelik;
11.06.2019 11:00;11.06.2019 12:00;1,015;Tegelik;
11.06.2019 12:00;11.06.2019 13:00;0,232;Tegelik;
11.06.2019 13:00;11.06.2019 14:00;0,5;Tegelik;
11.06.2019 14:00;11.06.2019 15:00;0,526;Tegelik;
11.06.2019 15:00;11.06.2019 16:00;0,675;Tegelik;
11.06.2019 16:00;11.06.2019 17:00;0,688;Tegelik;
11.06.2019 17:00;11.06.2019 18:00;0,68;Tegelik;
11.06.2019 18:00;11.06.2019 19:00;0,493;Tegelik;
11.06.2019 19:00;11.06.2019 20:00;0,526;Tegelik;
11.06.2019 20:00;11.06.2019 21:00;0,475;Tegelik;
11.06.2019 21:00;11.06.2019 22:00;0,251;Tegelik;
11.06.2019 22:00;11.06.2019 23:00;0,249;Tegelik;
11.06.2019 23:00;12.06.2019 00:00;0,264;Tegelik;
12.06.2019 00:00;12.06.2019 01:00;0,297;Tegelik;
12.06.2019 01:00;12.06.2019 02:00;0,413;Tegelik;
12.06.2019 02:00;12.06.2019 03:00;0,18;Tegelik;
12.06.2019 03:00;12.06.2019 04:00;0,16;Tegelik;
12.06.2019 04:00;12.06.2019 05:00;0,161;Tegelik;
12.06.2019 05:00;12.06.2019 06:00;0,253;Tegelik;
12.06.2019 06:00;12.06.2019 07:00;0,465;Tegelik;
12.06.2019 07:00;12.06.2019 08:00;0,574;Tegelik;
12.06.2019 08:00;12.06.2019 09:00;0,337;Tegelik;
12.06.2019 09:00;12.06.2019 10:00;0,268;Tegelik;
12.06.2019 10:00;12.06.2019 11:00;0,437;Tegelik;
12.06.2019 11:00;12.06.2019 12:00;0,343;Tegelik;
12.06.2019 12:00;12.06.2019 13:00;0,418;Tegelik;
12.06.2019 13:00;12.06.2019 14:00;0,288;Tegelik;
12.06.2019 14:00;12.06.2019 15:00;0,314;Tegelik;
12.06.2019 15:00;12.06.2019 16:00;0,367;Tegelik;
12.06.2019 16:00;12.06.2019 17:00;0,306;Tegelik;
12.06.2019 17:00;12.06.2019 18:00;0,311;Tegelik;
12.06.2019 18:00;12.06.2019 19:00;0,597;Tegelik;
12.06.2019 19:00;12.06.2019 20:00;0,887;Tegelik;
12.06.2019 20:00;12.06.2019 21:00;0,697;Tegelik;
12.06.2019 21:00;12.06.2019 22:00;0,688;Tegelik;
12.06.2019 22:00;12.06.2019 23:00;0,587;Tegelik;
12.06.2019 23:00;13.06.2019 00:00;0,418;Tegelik;
13.06.2019 00:00;13.06.2019 01:00;0,582;Tegelik;
13.06.2019 01:00;13.06.2019 02:00;2,685;Tegelik;
13.06.2019 02:00;13.06.2019 03:00;0,872;Tegelik;
13.06.2019 03:00;13.06.2019 04:00;0,092;Tegelik;
13.06.2019 04:00;13.06.2019 05:00;0,092;Tegelik;
13.06.2019 05:00;13.06.2019 06:00;0,091;Tegelik;
13.06.2019 06:00;13.06.2019 07:00;0,324;Tegelik;
13.06.2019 07:00;13.06.2019 08:00;0,127;Tegelik;
13.06.2019 08:00;13.06.2019 09:00;0,082;Tegelik;
13.06.2019 09:00;13.06.2019 10:00;0,082;Tegelik;
13.06.2019 10:00;13.06.2019 11:00;0,082;Tegelik;
13.06.2019 11:00;13.06.2019 12:00;0,088;Tegelik;
13.06.2019 12:00;13.06.2019 13:00;0,088;Tegelik;
13.06.2019 13:00;13.06.2019 14:00;0,083;Tegelik;
13.06.2019 14:00;13.06.2019 15:00;0,079;Tegelik;
13.06.2019 15:00;13.06.2019 16:00;0,207;Tegelik;
13.06.2019 16:00;13.06.2019 17:00;0,186;Tegelik;
13.06.2019 17:00;13.06.2019 18:00;0,355;Tegelik;
13.06.2019 18:00;13.06.2019 19:00;0,192;Tegelik;
13.06.2019 19:00;13.06.2019 20:00;0,188;Tegelik;
13.06.2019 20:00;13.06.2019 21:00;0,408;Tegelik;
13.06.2019 21:00;13.06.2019 22:00;0,396;Tegelik;
13.06.2019 22:00;13.06.2019 23:00;0,317;Tegelik;
13.06.2019 23:00;14.06.2019 00:00;0,213;Tegelik;
14.06.2019 00:00;14.06.2019 01:00;1,99;Tegelik;
14.06.2019 01:00;14.06.2019 02:00;1,368;Tegelik;
14.06.2019 02:00;14.06.2019 03:00;0,175;Tegelik;
14.06.2019 03:00;14.06.2019 04:00;0,089;Tegelik;
14.06.2019 04:00;14.06.2019 05:00;0,076;Tegelik;
14.06.2019 05:00;14.06.2019 06:00;0,075;Tegelik;
14.06.2019 06:00;14.06.2019 07:00;0,075;Tegelik;
14.06.2019 07:00;14.06.2019 08:00;0,076;Tegelik;
14.06.2019 08:00;14.06.2019 09:00;0,072;Tegelik;
14.06.2019 09:00;14.06.2019 10:00;0,415;Tegelik;
14.06.2019 10:00;14.06.2019 11:00;0,3;Tegelik;
14.06.2019 11:00;14.06.2019 12:00;0,148;Tegelik;
14.06.2019 12:00;14.06.2019 13:00;0,235;Tegelik;
14.06.2019 13:00;14.06.2019 14:00;0,43;Tegelik;
14.06.2019 14:00;14.06.2019 15:00;0,218;Tegelik;
14.06.2019 15:00;14.06.2019 16:00;0,181;Tegelik;
14.06.2019 16:00;14.06.2019 17:00;1,575;Tegelik;
14.06.2019 17:00;14.06.2019 18:00;0,305;Tegelik;
14.06.2019 18:00;14.06.2019 19:00;0,127;Tegelik;
14.06.2019 19:00;14.06.2019 20:00;0,638;Tegelik;
14.06.2019 20:00;14.06.2019 21:00;0,207;Tegelik;
14.06.2019 21:00;14.06.2019 22:00;0,213;Tegelik;
14.06.2019 22:00;14.06.2019 23:00;0,389;Tegelik;
14.06.2019 23:00;15.06.2019 00:00;0,414;Tegelik;
15.06.2019 00:00;15.06.2019 01:00;1,52;Tegelik;
15.06.2019 01:00;15.06.2019 02:00;0,991;Tegelik;
15.06.2019 02:00;15.06.2019 03:00;0,164;Tegelik;
15.06.2019 03:00;15.06.2019 04:00;0,089;Tegelik;
15.06.2019 04:00;15.06.2019 05:00;0,087;Tegelik;
15.06.2019 05:00;15.06.2019 06:00;0,085;Tegelik;
15.06.2019 06:00;15.06.2019 07:00;0,086;Tegelik;
15.06.2019 07:00;15.06.2019 08:00;0,091;Tegelik;
15.06.2019 08:00;15.06.2019 09:00;0,124;Tegelik;
15.06.2019 09:00;15.06.2019 10:00;0,552;Tegelik;
15.06.2019 10:00;15.06.2019 11:00;0,432;Tegelik;
15.06.2019 11:00;15.06.2019 12:00;0,408;Tegelik;
15.06.2019 12:00;15.06.2019 13:00;0,276;Tegelik;
15.06.2019 13:00;15.06.2019 14:00;0,245;Tegelik;
15.06.2019 14:00;15.06.2019 15:00;2,357;Tegelik;
15.06.2019 15:00;15.06.2019 16:00;1,163;Tegelik;
15.06.2019 16:00;15.06.2019 17:00;0,477;Tegelik;
15.06.2019 17:00;15.06.2019 18:00;1,592;Tegelik;
15.06.2019 18:00;15.06.2019 19:00;0,893;Tegelik;
15.06.2019 19:00;15.06.2019 20:00;0,264;Tegelik;
15.06.2019 20:00;15.06.2019 21:00;0,299;Tegelik;
15.06.2019 21:00;15.06.2019 22:00;0,535;Tegelik;
15.06.2019 22:00;15.06.2019 23:00;0,275;Tegelik;
15.06.2019 23:00;16.06.2019 00:00;0,424;Tegelik;
16.06.2019 00:00;16.06.2019 01:00;0,465;Tegelik;
16.06.2019 01:00;16.06.2019 02:00;0,459;Tegelik;
16.06.2019 02:00;16.06.2019 03:00;0,184;Tegelik;
16.06.2019 03:00;16.06.2019 04:00;0,125;Tegelik;
16.06.2019 04:00;16.06.2019 05:00;0,143;Tegelik;
16.06.2019 05:00;16.06.2019 06:00;0,088;Tegelik;
16.06.2019 06:00;16.06.2019 07:00;0,083;Tegelik;
16.06.2019 07:00;16.06.2019 08:00;0,092;Tegelik;
16.06.2019 08:00;16.06.2019 09:00;0,091;Tegelik;
16.06.2019 09:00;16.06.2019 10:00;0,939;Tegelik;
16.06.2019 10:00;16.06.2019 11:00;0,288;Tegelik;
16.06.2019 11:00;16.06.2019 12:00;0,544;Tegelik;
16.06.2019 12:00;16.06.2019 13:00;2,355;Tegelik;
16.06.2019 13:00;16.06.2019 14:00;0,981;Tegelik;
16.06.2019 14:00;16.06.2019 15:00;0,298;Tegelik;
16.06.2019 15:00;16.06.2019 16:00;0,526;Tegelik;
16.06.2019 16:00;16.06.2019 17:00;0,318;Tegelik;
16.06.2019 17:00;16.06.2019 18:00;0,598;Tegelik;
16.06.2019 18:00;16.06.2019 19:00;4,456;Tegelik;
16.06.2019 19:00;16.06.2019 20:00;6,292;Tegelik;
16.06.2019 20:00;16.06.2019 21:00;5,847;Tegelik;
16.06.2019 21:00;16.06.2019 22:00;2,322;Tegelik;
16.06.2019 22:00;16.06.2019 23:00;0,603;Tegelik;
16.06.2019 23:00;17.06.2019 00:00;1,096;Tegelik;
17.06.2019 00:00;17.06.2019 01:00;0,453;Tegelik;
17.06.2019 01:00;17.06.2019 02:00;0,195;Tegelik;
17.06.2019 02:00;17.06.2019 03:00;0,101;Tegelik;
17.06.2019 03:00;17.06.2019 04:00;0,097;Tegelik;
17.06.2019 04:00;17.06.2019 05:00;0,094;Tegelik;
17.06.2019 05:00;17.06.2019 06:00;0,093;Tegelik;
17.06.2019 06:00;17.06.2019 07:00;0,086;Tegelik;
17.06.2019 07:00;17.06.2019 08:00;0,16;Tegelik;
17.06.2019 08:00;17.06.2019 09:00;0,36;Tegelik;
17.06.2019 09:00;17.06.2019 10:00;0,864;Tegelik;
17.06.2019 10:00;17.06.2019 11:00;0,413;Tegelik;
17.06.2019 11:00;17.06.2019 12:00;0,244;Tegelik;
17.06.2019 12:00;17.06.2019 13:00;0,308;Tegelik;
17.06.2019 13:00;17.06.2019 14:00;0,272;Tegelik;
17.06.2019 14:00;17.06.2019 15:00;0,224;Tegelik;
17.06.2019 15:00;17.06.2019 16:00;0,286;Tegelik;
17.06.2019 16:00;17.06.2019 17:00;0,241;Tegelik;
17.06.2019 17:00;17.06.2019 18:00;0,419;Tegelik;
17.06.2019 18:00;17.06.2019 19:00;0,255;Tegelik;
17.06.2019 19:00;17.06.2019 20:00;0,2;Tegelik;
17.06.2019 20:00;17.06.2019 21:00;0,255;Tegelik;
17.06.2019 21:00;17.06.2019 22:00;0,25;Tegelik;
17.06.2019 22:00;17.06.2019 23:00;0,282;Tegelik;
17.06.2019 23:00;18.06.2019 00:00;0,341;Tegelik;
18.06.2019 00:00;18.06.2019 01:00;1,457;Tegelik;
18.06.2019 01:00;18.06.2019 02:00;0,146;Tegelik;
18.06.2019 02:00;18.06.2019 03:00;0,09;Tegelik;
18.06.2019 03:00;18.06.2019 04:00;0,087;Tegelik;
18.06.2019 04:00;18.06.2019 05:00;0,091;Tegelik;
18.06.2019 05:00;18.06.2019 06:00;0,091;Tegelik;
18.06.2019 06:00;18.06.2019 07:00;0,088;Tegelik;
18.06.2019 07:00;18.06.2019 08:00;0,182;Tegelik;
18.06.2019 08:00;18.06.2019 09:00;0,117;Tegelik;
18.06.2019 09:00;18.06.2019 10:00;0,277;Tegelik;
18.06.2019 10:00;18.06.2019 11:00;0,148;Tegelik;
18.06.2019 11:00;18.06.2019 12:00;0,766;Tegelik;
18.06.2019 12:00;18.06.2019 13:00;1,773;Tegelik;
