
EIC;;38ZEE-00492834-I;;
02.02.2019 23:00;03.02.2019 00:00;1,887;Tegelik;
03.02.2019 00:00;03.02.2019 01:00;1,96;Tegelik;
03.02.2019 01:00;03.02.2019 02:00;1,837;Tegelik;
03.02.2019 02:00;03.02.2019 03:00;2,329;Tegelik;
03.02.2019 03:00;03.02.2019 04:00;1,643;Tegelik;
03.02.2019 04:00;03.02.2019 05:00;1,506;Tegelik;
03.02.2019 05:00;03.02.2019 06:00;1,523;Tegelik;
03.02.2019 06:00;03.02.2019 07:00;1,492;Tegelik;
03.02.2019 07:00;03.02.2019 08:00;1,137;Tegelik;
03.02.2019 08:00;03.02.2019 09:00;2,468;Tegelik;
03.02.2019 09:00;03.02.2019 10:00;1,618;Tegelik;
03.02.2019 10:00;03.02.2019 11:00;1,814;Tegelik;
03.02.2019 11:00;03.02.2019 12:00;1,456;Tegelik;
03.02.2019 12:00;03.02.2019 13:00;1,601;Tegelik;
03.02.2019 13:00;03.02.2019 14:00;2,787;Tegelik;
03.02.2019 14:00;03.02.2019 15:00;2,042;Tegelik;
03.02.2019 15:00;03.02.2019 16:00;1,456;Tegelik;
03.02.2019 16:00;03.02.2019 17:00;1,534;Tegelik;
03.02.2019 17:00;03.02.2019 18:00;1,412;Tegelik;
03.02.2019 18:00;03.02.2019 19:00;8,967;Tegelik;
03.02.2019 19:00;03.02.2019 20:00;8,007;Tegelik;
03.02.2019 20:00;03.02.2019 21:00;7,81;Tegelik;
03.02.2019 21:00;03.02.2019 22:00;3,943;Tegelik;
03.02.2019 22:00;03.02.2019 23:00;2,189;Tegelik;
03.02.2019 23:00;04.02.2019 00:00;1,927;Tegelik;
04.02.2019 00:00;04.02.2019 01:00;3,347;Tegelik;
04.02.2019 01:00;04.02.2019 02:00;2,141;Tegelik;
04.02.2019 02:00;04.02.2019 03:00;1,42;Tegelik;
04.02.2019 03:00;04.02.2019 04:00;1,523;Tegelik;
04.02.2019 04:00;04.02.2019 05:00;1,864;Tegelik;
04.02.2019 05:00;04.02.2019 06:00;1,73;Tegelik;
04.02.2019 06:00;04.02.2019 07:00;1,667;Tegelik;
04.02.2019 07:00;04.02.2019 08:00;0,169;Tegelik;
04.02.2019 08:00;04.02.2019 09:00;0,86;Tegelik;
04.02.2019 09:00;04.02.2019 10:00;2,252;Tegelik;
04.02.2019 10:00;04.02.2019 11:00;1,908;Tegelik;
04.02.2019 11:00;04.02.2019 12:00;1,391;Tegelik;
04.02.2019 12:00;04.02.2019 13:00;1,172;Tegelik;
04.02.2019 13:00;04.02.2019 14:00;1,13;Tegelik;
04.02.2019 14:00;04.02.2019 15:00;2,502;Tegelik;
04.02.2019 15:00;04.02.2019 16:00;3,483;Tegelik;
04.02.2019 16:00;04.02.2019 17:00;3,861;Tegelik;
04.02.2019 17:00;04.02.2019 18:00;2,681;Tegelik;
04.02.2019 18:00;04.02.2019 19:00;2,386;Tegelik;
04.02.2019 19:00;04.02.2019 20:00;2,22;Tegelik;
04.02.2019 20:00;04.02.2019 21:00;1,977;Tegelik;
04.02.2019 21:00;04.02.2019 22:00;2,251;Tegelik;
04.02.2019 22:00;04.02.2019 23:00;2,097;Tegelik;
04.02.2019 23:00;05.02.2019 00:00;1,844;Tegelik;
05.02.2019 00:00;05.02.2019 01:00;1,79;Tegelik;
05.02.2019 01:00;05.02.2019 02:00;1,779;Tegelik;
05.02.2019 02:00;05.02.2019 03:00;1,957;Tegelik;
05.02.2019 03:00;05.02.2019 04:00;1,732;Tegelik;
05.02.2019 04:00;05.02.2019 05:00;2,445;Tegelik;
05.02.2019 05:00;05.02.2019 06:00;1,958;Tegelik;
05.02.2019 06:00;05.02.2019 07:00;1,731;Tegelik;
05.02.2019 07:00;05.02.2019 08:00;0,413;Tegelik;
05.02.2019 08:00;05.02.2019 09:00;0,193;Tegelik;
05.02.2019 09:00;05.02.2019 10:00;2,111;Tegelik;
05.02.2019 10:00;05.02.2019 11:00;1,855;Tegelik;
05.02.2019 11:00;05.02.2019 12:00;1,215;Tegelik;
05.02.2019 12:00;05.02.2019 13:00;0,644;Tegelik;
05.02.2019 13:00;05.02.2019 14:00;1,394;Tegelik;
05.02.2019 14:00;05.02.2019 15:00;2,735;Tegelik;
05.02.2019 15:00;05.02.2019 16:00;2,889;Tegelik;
05.02.2019 16:00;05.02.2019 17:00;2,882;Tegelik;
05.02.2019 17:00;05.02.2019 18:00;2,289;Tegelik;
05.02.2019 18:00;05.02.2019 19:00;1,94;Tegelik;
05.02.2019 19:00;05.02.2019 20:00;1,778;Tegelik;
05.02.2019 20:00;05.02.2019 21:00;1,73;Tegelik;
05.02.2019 21:00;05.02.2019 22:00;2,125;Tegelik;
05.02.2019 22:00;05.02.2019 23:00;1,898;Tegelik;
05.02.2019 23:00;06.02.2019 00:00;2,589;Tegelik;
06.02.2019 00:00;06.02.2019 01:00;2,289;Tegelik;
06.02.2019 01:00;06.02.2019 02:00;1,642;Tegelik;
06.02.2019 02:00;06.02.2019 03:00;2,112;Tegelik;
06.02.2019 03:00;06.02.2019 04:00;2,105;Tegelik;
06.02.2019 04:00;06.02.2019 05:00;1,966;Tegelik;
06.02.2019 05:00;06.02.2019 06:00;1,801;Tegelik;
06.02.2019 06:00;06.02.2019 07:00;1,686;Tegelik;
06.02.2019 07:00;06.02.2019 08:00;0,245;Tegelik;
06.02.2019 08:00;06.02.2019 09:00;0,258;Tegelik;
06.02.2019 09:00;06.02.2019 10:00;1,058;Tegelik;
06.02.2019 10:00;06.02.2019 11:00;1,587;Tegelik;
06.02.2019 11:00;06.02.2019 12:00;1,113;Tegelik;
06.02.2019 12:00;06.02.2019 13:00;1,164;Tegelik;
06.02.2019 13:00;06.02.2019 14:00;1,193;Tegelik;
06.02.2019 14:00;06.02.2019 15:00;2,5;Tegelik;
06.02.2019 15:00;06.02.2019 16:00;2,573;Tegelik;
06.02.2019 16:00;06.02.2019 17:00;3,072;Tegelik;
06.02.2019 17:00;06.02.2019 18:00;3,608;Tegelik;
06.02.2019 18:00;06.02.2019 19:00;2,555;Tegelik;
06.02.2019 19:00;06.02.2019 20:00;2,684;Tegelik;
06.02.2019 20:00;06.02.2019 21:00;3,022;Tegelik;
06.02.2019 21:00;06.02.2019 22:00;3,429;Tegelik;
06.02.2019 22:00;06.02.2019 23:00;3,249;Tegelik;
06.02.2019 23:00;07.02.2019 00:00;3,604;Tegelik;
07.02.2019 00:00;07.02.2019 01:00;3,677;Tegelik;
07.02.2019 01:00;07.02.2019 02:00;2,945;Tegelik;
07.02.2019 02:00;07.02.2019 03:00;2,762;Tegelik;
07.02.2019 03:00;07.02.2019 04:00;2,744;Tegelik;
07.02.2019 04:00;07.02.2019 05:00;2,499;Tegelik;
07.02.2019 05:00;07.02.2019 06:00;2,559;Tegelik;
07.02.2019 06:00;07.02.2019 07:00;2,518;Tegelik;
07.02.2019 07:00;07.02.2019 08:00;0,38;Tegelik;
07.02.2019 08:00;07.02.2019 09:00;0,28;Tegelik;
07.02.2019 09:00;07.02.2019 10:00;1,626;Tegelik;
07.02.2019 10:00;07.02.2019 11:00;2,148;Tegelik;
07.02.2019 11:00;07.02.2019 12:00;1,33;Tegelik;
07.02.2019 12:00;07.02.2019 13:00;1,414;Tegelik;
07.02.2019 13:00;07.02.2019 14:00;0,489;Tegelik;
07.02.2019 14:00;07.02.2019 15:00;2,539;Tegelik;
07.02.2019 15:00;07.02.2019 16:00;2,751;Tegelik;
07.02.2019 16:00;07.02.2019 17:00;2,23;Tegelik;
07.02.2019 17:00;07.02.2019 18:00;1,707;Tegelik;
07.02.2019 18:00;07.02.2019 19:00;1,574;Tegelik;
07.02.2019 19:00;07.02.2019 20:00;1,932;Tegelik;
07.02.2019 20:00;07.02.2019 21:00;2,096;Tegelik;
07.02.2019 21:00;07.02.2019 22:00;2,175;Tegelik;
07.02.2019 22:00;07.02.2019 23:00;1,908;Tegelik;
07.02.2019 23:00;08.02.2019 00:00;1,909;Tegelik;
08.02.2019 00:00;08.02.2019 01:00;2,629;Tegelik;
08.02.2019 01:00;08.02.2019 02:00;2,397;Tegelik;
08.02.2019 02:00;08.02.2019 03:00;2,219;Tegelik;
08.02.2019 03:00;08.02.2019 04:00;1,615;Tegelik;
08.02.2019 04:00;08.02.2019 05:00;1,639;Tegelik;
08.02.2019 05:00;08.02.2019 06:00;1,618;Tegelik;
08.02.2019 06:00;08.02.2019 07:00;1,627;Tegelik;
08.02.2019 07:00;08.02.2019 08:00;0,425;Tegelik;
08.02.2019 08:00;08.02.2019 09:00;0,501;Tegelik;
08.02.2019 09:00;08.02.2019 10:00;1,547;Tegelik;
08.02.2019 10:00;08.02.2019 11:00;1,765;Tegelik;
08.02.2019 11:00;08.02.2019 12:00;1,466;Tegelik;
08.02.2019 12:00;08.02.2019 13:00;1,243;Tegelik;
08.02.2019 13:00;08.02.2019 14:00;1,103;Tegelik;
08.02.2019 14:00;08.02.2019 15:00;2,277;Tegelik;
08.02.2019 15:00;08.02.2019 16:00;1,977;Tegelik;
08.02.2019 16:00;08.02.2019 17:00;1,796;Tegelik;
08.02.2019 17:00;08.02.2019 18:00;1,565;Tegelik;
08.02.2019 18:00;08.02.2019 19:00;1,723;Tegelik;
08.02.2019 19:00;08.02.2019 20:00;2,077;Tegelik;
08.02.2019 20:00;08.02.2019 21:00;2,007;Tegelik;
08.02.2019 21:00;08.02.2019 22:00;1,846;Tegelik;
08.02.2019 22:00;08.02.2019 23:00;1,674;Tegelik;
08.02.2019 23:00;09.02.2019 00:00;2,711;Tegelik;
09.02.2019 00:00;09.02.2019 01:00;2,027;Tegelik;
09.02.2019 01:00;09.02.2019 02:00;2,266;Tegelik;
09.02.2019 02:00;09.02.2019 03:00;1,489;Tegelik;
09.02.2019 03:00;09.02.2019 04:00;1,295;Tegelik;
09.02.2019 04:00;09.02.2019 05:00;1,232;Tegelik;
09.02.2019 05:00;09.02.2019 06:00;1,151;Tegelik;
09.02.2019 06:00;09.02.2019 07:00;1,152;Tegelik;
09.02.2019 07:00;09.02.2019 08:00;1,151;Tegelik;
09.02.2019 08:00;09.02.2019 09:00;1,435;Tegelik;
09.02.2019 09:00;09.02.2019 10:00;2,586;Tegelik;
09.02.2019 10:00;09.02.2019 11:00;2,399;Tegelik;
09.02.2019 11:00;09.02.2019 12:00;1,813;Tegelik;
09.02.2019 12:00;09.02.2019 13:00;1,36;Tegelik;
09.02.2019 13:00;09.02.2019 14:00;0,878;Tegelik;
09.02.2019 14:00;09.02.2019 15:00;1,064;Tegelik;
09.02.2019 15:00;09.02.2019 16:00;1,879;Tegelik;
09.02.2019 16:00;09.02.2019 17:00;1,291;Tegelik;
09.02.2019 17:00;09.02.2019 18:00;1,306;Tegelik;
09.02.2019 18:00;09.02.2019 19:00;1,432;Tegelik;
09.02.2019 19:00;09.02.2019 20:00;1,461;Tegelik;
09.02.2019 20:00;09.02.2019 21:00;1,419;Tegelik;
09.02.2019 21:00;09.02.2019 22:00;1,446;Tegelik;
09.02.2019 22:00;09.02.2019 23:00;1,506;Tegelik;
09.02.2019 23:00;10.02.2019 00:00;1,277;Tegelik;
10.02.2019 00:00;10.02.2019 01:00;1,182;Tegelik;
10.02.2019 01:00;10.02.2019 02:00;1,149;Tegelik;
10.02.2019 02:00;10.02.2019 03:00;1,15;Tegelik;
10.02.2019 03:00;10.02.2019 04:00;1,153;Tegelik;
10.02.2019 04:00;10.02.2019 05:00;1,301;Tegelik;
10.02.2019 05:00;10.02.2019 06:00;1,151;Tegelik;
10.02.2019 06:00;10.02.2019 07:00;1,151;Tegelik;
10.02.2019 07:00;10.02.2019 08:00;1,127;Tegelik;
10.02.2019 08:00;10.02.2019 09:00;1,286;Tegelik;
10.02.2019 09:00;10.02.2019 10:00;1,764;Tegelik;
10.02.2019 10:00;10.02.2019 11:00;1,482;Tegelik;
10.02.2019 11:00;10.02.2019 12:00;1,644;Tegelik;
10.02.2019 12:00;10.02.2019 13:00;2,098;Tegelik;
10.02.2019 13:00;10.02.2019 14:00;2,583;Tegelik;
10.02.2019 14:00;10.02.2019 15:00;2,428;Tegelik;
10.02.2019 15:00;10.02.2019 16:00;1,354;Tegelik;
10.02.2019 16:00;10.02.2019 17:00;2,145;Tegelik;
10.02.2019 17:00;10.02.2019 18:00;2,257;Tegelik;
10.02.2019 18:00;10.02.2019 19:00;8,604;Tegelik;
10.02.2019 19:00;10.02.2019 20:00;8,116;Tegelik;
10.02.2019 20:00;10.02.2019 21:00;7,148;Tegelik;
10.02.2019 21:00;10.02.2019 22:00;2,998;Tegelik;
10.02.2019 22:00;10.02.2019 23:00;1,772;Tegelik;
10.02.2019 23:00;11.02.2019 00:00;1,346;Tegelik;
11.02.2019 00:00;11.02.2019 01:00;1,528;Tegelik;
11.02.2019 01:00;11.02.2019 02:00;2,08;Tegelik;
11.02.2019 02:00;11.02.2019 03:00;1,888;Tegelik;
11.02.2019 03:00;11.02.2019 04:00;1,364;Tegelik;
11.02.2019 04:00;11.02.2019 05:00;1,287;Tegelik;
11.02.2019 05:00;11.02.2019 06:00;1,327;Tegelik;
11.02.2019 06:00;11.02.2019 07:00;1,467;Tegelik;
11.02.2019 07:00;11.02.2019 08:00;0,414;Tegelik;
11.02.2019 08:00;11.02.2019 09:00;0,429;Tegelik;
11.02.2019 09:00;11.02.2019 10:00;1,971;Tegelik;
11.02.2019 10:00;11.02.2019 11:00;1,241;Tegelik;
11.02.2019 11:00;11.02.2019 12:00;1,237;Tegelik;
11.02.2019 12:00;11.02.2019 13:00;0,94;Tegelik;
11.02.2019 13:00;11.02.2019 14:00;1,945;Tegelik;
11.02.2019 14:00;11.02.2019 15:00;2,641;Tegelik;
11.02.2019 15:00;11.02.2019 16:00;2,668;Tegelik;
11.02.2019 16:00;11.02.2019 17:00;2,542;Tegelik;
11.02.2019 17:00;11.02.2019 18:00;1,699;Tegelik;
11.02.2019 18:00;11.02.2019 19:00;1,756;Tegelik;
11.02.2019 19:00;11.02.2019 20:00;1,789;Tegelik;
11.02.2019 20:00;11.02.2019 21:00;1,786;Tegelik;
11.02.2019 21:00;11.02.2019 22:00;2,307;Tegelik;
11.02.2019 22:00;11.02.2019 23:00;2,014;Tegelik;
11.02.2019 23:00;12.02.2019 00:00;1,699;Tegelik;
12.02.2019 00:00;12.02.2019 01:00;2,228;Tegelik;
12.02.2019 01:00;12.02.2019 02:00;2,548;Tegelik;
12.02.2019 02:00;12.02.2019 03:00;3,358;Tegelik;
12.02.2019 03:00;12.02.2019 04:00;1,678;Tegelik;
12.02.2019 04:00;12.02.2019 05:00;1,288;Tegelik;
12.02.2019 05:00;12.02.2019 06:00;1,541;Tegelik;
12.02.2019 06:00;12.02.2019 07:00;1,72;Tegelik;
12.02.2019 07:00;12.02.2019 08:00;0,832;Tegelik;
12.02.2019 08:00;12.02.2019 09:00;0,348;Tegelik;
12.02.2019 09:00;12.02.2019 10:00;1,693;Tegelik;
12.02.2019 10:00;12.02.2019 11:00;1,143;Tegelik;
12.02.2019 11:00;12.02.2019 12:00;1,176;Tegelik;
12.02.2019 12:00;12.02.2019 13:00;1,165;Tegelik;
12.02.2019 13:00;12.02.2019 14:00;0,189;Tegelik;
12.02.2019 14:00;12.02.2019 15:00;2,711;Tegelik;
12.02.2019 15:00;12.02.2019 16:00;2,536;Tegelik;
12.02.2019 16:00;12.02.2019 17:00;1,831;Tegelik;
12.02.2019 17:00;12.02.2019 18:00;1,937;Tegelik;
12.02.2019 18:00;12.02.2019 19:00;2,049;Tegelik;
12.02.2019 19:00;12.02.2019 20:00;2,259;Tegelik;
12.02.2019 20:00;12.02.2019 21:00;2,238;Tegelik;
12.02.2019 21:00;12.02.2019 22:00;2,165;Tegelik;
12.02.2019 22:00;12.02.2019 23:00;2,387;Tegelik;
12.02.2019 23:00;13.02.2019 00:00;2,111;Tegelik;
13.02.2019 00:00;13.02.2019 01:00;3,112;Tegelik;
13.02.2019 01:00;13.02.2019 02:00;1,928;Tegelik;
13.02.2019 02:00;13.02.2019 03:00;1,958;Tegelik;
13.02.2019 03:00;13.02.2019 04:00;1,888;Tegelik;
13.02.2019 04:00;13.02.2019 05:00;2,338;Tegelik;
13.02.2019 05:00;13.02.2019 06:00;2,318;Tegelik;
13.02.2019 06:00;13.02.2019 07:00;2,556;Tegelik;
13.02.2019 07:00;13.02.2019 08:00;0,536;Tegelik;
13.02.2019 08:00;13.02.2019 09:00;0,47;Tegelik;
13.02.2019 09:00;13.02.2019 10:00;2,053;Tegelik;
13.02.2019 10:00;13.02.2019 11:00;1,889;Tegelik;
13.02.2019 11:00;13.02.2019 12:00;1,449;Tegelik;
13.02.2019 12:00;13.02.2019 13:00;1,536;Tegelik;
13.02.2019 13:00;13.02.2019 14:00;1,44;Tegelik;
13.02.2019 14:00;13.02.2019 15:00;2,986;Tegelik;
13.02.2019 15:00;13.02.2019 16:00;2,252;Tegelik;
13.02.2019 16:00;13.02.2019 17:00;2,078;Tegelik;
13.02.2019 17:00;13.02.2019 18:00;3,204;Tegelik;
13.02.2019 18:00;13.02.2019 19:00;2,339;Tegelik;
13.02.2019 19:00;13.02.2019 20:00;2,178;Tegelik;
13.02.2019 20:00;13.02.2019 21:00;2,076;Tegelik;
13.02.2019 21:00;13.02.2019 22:00;2,062;Tegelik;
13.02.2019 22:00;13.02.2019 23:00;1,905;Tegelik;
13.02.2019 23:00;14.02.2019 00:00;2,986;Tegelik;
14.02.2019 00:00;14.02.2019 01:00;2,377;Tegelik;
14.02.2019 01:00;14.02.2019 02:00;2,188;Tegelik;
14.02.2019 02:00;14.02.2019 03:00;2,367;Tegelik;
14.02.2019 03:00;14.02.2019 04:00;1,794;Tegelik;
14.02.2019 04:00;14.02.2019 05:00;1,304;Tegelik;
14.02.2019 05:00;14.02.2019 06:00;1,498;Tegelik;
14.02.2019 06:00;14.02.2019 07:00;1,685;Tegelik;
14.02.2019 07:00;14.02.2019 08:00;0,57;Tegelik;
14.02.2019 08:00;14.02.2019 09:00;0,356;Tegelik;
14.02.2019 09:00;14.02.2019 10:00;1,697;Tegelik;
14.02.2019 10:00;14.02.2019 11:00;1,186;Tegelik;
14.02.2019 11:00;14.02.2019 12:00;0,299;Tegelik;
14.02.2019 12:00;14.02.2019 13:00;0,335;Tegelik;
14.02.2019 13:00;14.02.2019 14:00;0,271;Tegelik;
14.02.2019 14:00;14.02.2019 15:00;2,021;Tegelik;
14.02.2019 15:00;14.02.2019 16:00;2,116;Tegelik;
14.02.2019 16:00;14.02.2019 17:00;1,734;Tegelik;
14.02.2019 17:00;14.02.2019 18:00;1,515;Tegelik;
14.02.2019 18:00;14.02.2019 19:00;1,631;Tegelik;
14.02.2019 19:00;14.02.2019 20:00;1,743;Tegelik;
14.02.2019 20:00;14.02.2019 21:00;1,498;Tegelik;
14.02.2019 21:00;14.02.2019 22:00;1,515;Tegelik;
14.02.2019 22:00;14.02.2019 23:00;1,569;Tegelik;
14.02.2019 23:00;15.02.2019 00:00;1,502;Tegelik;
15.02.2019 00:00;15.02.2019 01:00;1,231;Tegelik;
15.02.2019 01:00;15.02.2019 02:00;1,18;Tegelik;
15.02.2019 02:00;15.02.2019 03:00;1,165;Tegelik;
15.02.2019 03:00;15.02.2019 04:00;1,169;Tegelik;
15.02.2019 04:00;15.02.2019 05:00;1,171;Tegelik;
15.02.2019 05:00;15.02.2019 06:00;1,736;Tegelik;
15.02.2019 06:00;15.02.2019 07:00;1,916;Tegelik;
15.02.2019 07:00;15.02.2019 08:00;0,227;Tegelik;
15.02.2019 08:00;15.02.2019 09:00;0,336;Tegelik;
15.02.2019 09:00;15.02.2019 10:00;1,025;Tegelik;
15.02.2019 10:00;15.02.2019 11:00;1,238;Tegelik;
15.02.2019 11:00;15.02.2019 12:00;0,336;Tegelik;
15.02.2019 12:00;15.02.2019 13:00;2,169;Tegelik;
15.02.2019 13:00;15.02.2019 14:00;1,707;Tegelik;
15.02.2019 14:00;15.02.2019 15:00;2,011;Tegelik;
15.02.2019 15:00;15.02.2019 16:00;1,785;Tegelik;
15.02.2019 16:00;15.02.2019 17:00;1,84;Tegelik;
15.02.2019 17:00;15.02.2019 18:00;1,746;Tegelik;
15.02.2019 18:00;15.02.2019 19:00;1,625;Tegelik;
15.02.2019 19:00;15.02.2019 20:00;1,565;Tegelik;
15.02.2019 20:00;15.02.2019 21:00;1,593;Tegelik;
15.02.2019 21:00;15.02.2019 22:00;1,329;Tegelik;
15.02.2019 22:00;15.02.2019 23:00;1,356;Tegelik;
15.02.2019 23:00;16.02.2019 00:00;0,559;Tegelik;
16.02.2019 00:00;16.02.2019 01:00;3,474;Tegelik;
16.02.2019 01:00;16.02.2019 02:00;1,382;Tegelik;
16.02.2019 02:00;16.02.2019 03:00;1,158;Tegelik;
16.02.2019 03:00;16.02.2019 04:00;1,17;Tegelik;
16.02.2019 04:00;16.02.2019 05:00;1,17;Tegelik;
16.02.2019 05:00;16.02.2019 06:00;0,254;Tegelik;
16.02.2019 06:00;16.02.2019 07:00;1,528;Tegelik;
16.02.2019 07:00;16.02.2019 08:00;1,901;Tegelik;
16.02.2019 08:00;16.02.2019 09:00;1,88;Tegelik;
16.02.2019 09:00;16.02.2019 10:00;1,652;Tegelik;
16.02.2019 10:00;16.02.2019 11:00;1,251;Tegelik;
16.02.2019 11:00;16.02.2019 12:00;0,332;Tegelik;
16.02.2019 12:00;16.02.2019 13:00;0,883;Tegelik;
16.02.2019 13:00;16.02.2019 14:00;1,746;Tegelik;
16.02.2019 14:00;16.02.2019 15:00;1,698;Tegelik;
16.02.2019 15:00;16.02.2019 16:00;0,882;Tegelik;
16.02.2019 16:00;16.02.2019 17:00;0,844;Tegelik;
16.02.2019 17:00;16.02.2019 18:00;1,893;Tegelik;
16.02.2019 18:00;16.02.2019 19:00;1,793;Tegelik;
16.02.2019 19:00;16.02.2019 20:00;2,433;Tegelik;
16.02.2019 20:00;16.02.2019 21:00;1,517;Tegelik;
16.02.2019 21:00;16.02.2019 22:00;1,595;Tegelik;
16.02.2019 22:00;16.02.2019 23:00;1,927;Tegelik;
16.02.2019 23:00;17.02.2019 00:00;2,427;Tegelik;
17.02.2019 00:00;17.02.2019 01:00;2,081;Tegelik;
17.02.2019 01:00;17.02.2019 02:00;2,051;Tegelik;
17.02.2019 02:00;17.02.2019 03:00;1,171;Tegelik;
17.02.2019 03:00;17.02.2019 04:00;1,145;Tegelik;
17.02.2019 04:00;17.02.2019 05:00;1,147;Tegelik;
17.02.2019 05:00;17.02.2019 06:00;1,142;Tegelik;
17.02.2019 06:00;17.02.2019 07:00;1,138;Tegelik;
17.02.2019 07:00;17.02.2019 08:00;1,134;Tegelik;
17.02.2019 08:00;17.02.2019 09:00;1,134;Tegelik;
17.02.2019 09:00;17.02.2019 10:00;2;Tegelik;
17.02.2019 10:00;17.02.2019 11:00;1,352;Tegelik;
17.02.2019 11:00;17.02.2019 12:00;0,458;Tegelik;
17.02.2019 12:00;17.02.2019 13:00;0,472;Tegelik;
17.02.2019 13:00;17.02.2019 14:00;2,192;Tegelik;
17.02.2019 14:00;17.02.2019 15:00;1,43;Tegelik;
17.02.2019 15:00;17.02.2019 16:00;0,487;Tegelik;
17.02.2019 16:00;17.02.2019 17:00;2,32;Tegelik;
17.02.2019 17:00;17.02.2019 18:00;3,312;Tegelik;
17.02.2019 18:00;17.02.2019 19:00;8,052;Tegelik;
17.02.2019 19:00;17.02.2019 20:00;7,325;Tegelik;
17.02.2019 20:00;17.02.2019 21:00;6,682;Tegelik;
17.02.2019 21:00;17.02.2019 22:00;2,596;Tegelik;
17.02.2019 22:00;17.02.2019 23:00;2,174;Tegelik;
17.02.2019 23:00;18.02.2019 00:00;2,091;Tegelik;
18.02.2019 00:00;18.02.2019 01:00;1,639;Tegelik;
18.02.2019 01:00;18.02.2019 02:00;2,482;Tegelik;
18.02.2019 02:00;18.02.2019 03:00;2,405;Tegelik;
18.02.2019 03:00;18.02.2019 04:00;2,298;Tegelik;
18.02.2019 04:00;18.02.2019 05:00;2,34;Tegelik;
18.02.2019 05:00;18.02.2019 06:00;2,18;Tegelik;
18.02.2019 06:00;18.02.2019 07:00;2,17;Tegelik;
18.02.2019 07:00;18.02.2019 08:00;1,361;Tegelik;
18.02.2019 08:00;18.02.2019 09:00;1,587;Tegelik;
18.02.2019 09:00;18.02.2019 10:00;1,589;Tegelik;
18.02.2019 10:00;18.02.2019 11:00;0,503;Tegelik;
18.02.2019 11:00;18.02.2019 12:00;0,33;Tegelik;
18.02.2019 12:00;18.02.2019 13:00;0,588;Tegelik;
