
EIC;;38ZEE-00492834-I;;
02.06.2018 23:00;03.06.2018 00:00;0,807;Tegelik;
03.06.2018 00:00;03.06.2018 01:00;0,916;Tegelik;
03.06.2018 01:00;03.06.2018 02:00;0,305;Tegelik;
03.06.2018 02:00;03.06.2018 03:00;0,111;Tegelik;
03.06.2018 03:00;03.06.2018 04:00;0,086;Tegelik;
03.06.2018 04:00;03.06.2018 05:00;0,078;Tegelik;
03.06.2018 05:00;03.06.2018 06:00;0,077;Tegelik;
03.06.2018 06:00;03.06.2018 07:00;0,09;Tegelik;
03.06.2018 07:00;03.06.2018 08:00;0,293;Tegelik;
03.06.2018 08:00;03.06.2018 09:00;0,258;Tegelik;
03.06.2018 09:00;03.06.2018 10:00;0,275;Tegelik;
03.06.2018 10:00;03.06.2018 11:00;0,677;Tegelik;
03.06.2018 11:00;03.06.2018 12:00;0,177;Tegelik;
03.06.2018 12:00;03.06.2018 13:00;0,094;Tegelik;
03.06.2018 13:00;03.06.2018 14:00;0,147;Tegelik;
03.06.2018 14:00;03.06.2018 15:00;0,087;Tegelik;
03.06.2018 15:00;03.06.2018 16:00;0,152;Tegelik;
03.06.2018 16:00;03.06.2018 17:00;1,805;Tegelik;
03.06.2018 17:00;03.06.2018 18:00;1,084;Tegelik;
03.06.2018 18:00;03.06.2018 19:00;3,304;Tegelik;
03.06.2018 19:00;03.06.2018 20:00;4,762;Tegelik;
03.06.2018 20:00;03.06.2018 21:00;4,391;Tegelik;
03.06.2018 21:00;03.06.2018 22:00;1,638;Tegelik;
03.06.2018 22:00;03.06.2018 23:00;1,619;Tegelik;
03.06.2018 23:00;04.06.2018 00:00;2,645;Tegelik;
04.06.2018 00:00;04.06.2018 01:00;1,701;Tegelik;
04.06.2018 01:00;04.06.2018 02:00;1,185;Tegelik;
04.06.2018 02:00;04.06.2018 03:00;0,309;Tegelik;
04.06.2018 03:00;04.06.2018 04:00;0,091;Tegelik;
04.06.2018 04:00;04.06.2018 05:00;0,09;Tegelik;
04.06.2018 05:00;04.06.2018 06:00;0,588;Tegelik;
04.06.2018 06:00;04.06.2018 07:00;0,163;Tegelik;
04.06.2018 07:00;04.06.2018 08:00;0,565;Tegelik;
04.06.2018 08:00;04.06.2018 09:00;0,077;Tegelik;
04.06.2018 09:00;04.06.2018 10:00;0,076;Tegelik;
04.06.2018 10:00;04.06.2018 11:00;0,076;Tegelik;
04.06.2018 11:00;04.06.2018 12:00;0,075;Tegelik;
04.06.2018 12:00;04.06.2018 13:00;0,192;Tegelik;
04.06.2018 13:00;04.06.2018 14:00;0,195;Tegelik;
04.06.2018 14:00;04.06.2018 15:00;0,287;Tegelik;
04.06.2018 15:00;04.06.2018 16:00;0,909;Tegelik;
04.06.2018 16:00;04.06.2018 17:00;1,232;Tegelik;
04.06.2018 17:00;04.06.2018 18:00;0,552;Tegelik;
04.06.2018 18:00;04.06.2018 19:00;0,429;Tegelik;
04.06.2018 19:00;04.06.2018 20:00;0,579;Tegelik;
04.06.2018 20:00;04.06.2018 21:00;0,285;Tegelik;
04.06.2018 21:00;04.06.2018 22:00;0,355;Tegelik;
04.06.2018 22:00;04.06.2018 23:00;0,489;Tegelik;
04.06.2018 23:00;05.06.2018 00:00;0,666;Tegelik;
05.06.2018 00:00;05.06.2018 01:00;0,229;Tegelik;
05.06.2018 01:00;05.06.2018 02:00;0,115;Tegelik;
05.06.2018 02:00;05.06.2018 03:00;0,848;Tegelik;
05.06.2018 03:00;05.06.2018 04:00;0,452;Tegelik;
05.06.2018 04:00;05.06.2018 05:00;0,086;Tegelik;
05.06.2018 05:00;05.06.2018 06:00;0,636;Tegelik;
05.06.2018 06:00;05.06.2018 07:00;0,264;Tegelik;
05.06.2018 07:00;05.06.2018 08:00;0,59;Tegelik;
05.06.2018 08:00;05.06.2018 09:00;0,377;Tegelik;
05.06.2018 09:00;05.06.2018 10:00;0,38;Tegelik;
05.06.2018 10:00;05.06.2018 11:00;0,338;Tegelik;
05.06.2018 11:00;05.06.2018 12:00;0,36;Tegelik;
05.06.2018 12:00;05.06.2018 13:00;0,217;Tegelik;
05.06.2018 13:00;05.06.2018 14:00;0,168;Tegelik;
05.06.2018 14:00;05.06.2018 15:00;0,39;Tegelik;
05.06.2018 15:00;05.06.2018 16:00;0,292;Tegelik;
05.06.2018 16:00;05.06.2018 17:00;0,212;Tegelik;
05.06.2018 17:00;05.06.2018 18:00;0,269;Tegelik;
05.06.2018 18:00;05.06.2018 19:00;0,395;Tegelik;
05.06.2018 19:00;05.06.2018 20:00;0,442;Tegelik;
05.06.2018 20:00;05.06.2018 21:00;0,437;Tegelik;
05.06.2018 21:00;05.06.2018 22:00;0,656;Tegelik;
05.06.2018 22:00;05.06.2018 23:00;0,531;Tegelik;
05.06.2018 23:00;06.06.2018 00:00;0,567;Tegelik;
06.06.2018 00:00;06.06.2018 01:00;2,088;Tegelik;
06.06.2018 01:00;06.06.2018 02:00;0,684;Tegelik;
06.06.2018 02:00;06.06.2018 03:00;0,098;Tegelik;
06.06.2018 03:00;06.06.2018 04:00;0,082;Tegelik;
06.06.2018 04:00;06.06.2018 05:00;0,083;Tegelik;
06.06.2018 05:00;06.06.2018 06:00;0,084;Tegelik;
06.06.2018 06:00;06.06.2018 07:00;0,216;Tegelik;
06.06.2018 07:00;06.06.2018 08:00;0,34;Tegelik;
06.06.2018 08:00;06.06.2018 09:00;0,372;Tegelik;
06.06.2018 09:00;06.06.2018 10:00;0,223;Tegelik;
06.06.2018 10:00;06.06.2018 11:00;0,207;Tegelik;
06.06.2018 11:00;06.06.2018 12:00;0,252;Tegelik;
06.06.2018 12:00;06.06.2018 13:00;0,297;Tegelik;
06.06.2018 13:00;06.06.2018 14:00;0,219;Tegelik;
06.06.2018 14:00;06.06.2018 15:00;0,179;Tegelik;
06.06.2018 15:00;06.06.2018 16:00;0,167;Tegelik;
06.06.2018 16:00;06.06.2018 17:00;0,169;Tegelik;
06.06.2018 17:00;06.06.2018 18:00;0,285;Tegelik;
06.06.2018 18:00;06.06.2018 19:00;0,177;Tegelik;
06.06.2018 19:00;06.06.2018 20:00;0,195;Tegelik;
06.06.2018 20:00;06.06.2018 21:00;0,3;Tegelik;
06.06.2018 21:00;06.06.2018 22:00;0,4;Tegelik;
06.06.2018 22:00;06.06.2018 23:00;0,441;Tegelik;
06.06.2018 23:00;07.06.2018 00:00;0,521;Tegelik;
07.06.2018 00:00;07.06.2018 01:00;0,124;Tegelik;
07.06.2018 01:00;07.06.2018 02:00;0,19;Tegelik;
07.06.2018 02:00;07.06.2018 03:00;1,313;Tegelik;
07.06.2018 03:00;07.06.2018 04:00;0,098;Tegelik;
07.06.2018 04:00;07.06.2018 05:00;0,113;Tegelik;
07.06.2018 05:00;07.06.2018 06:00;0,113;Tegelik;
07.06.2018 06:00;07.06.2018 07:00;0,828;Tegelik;
07.06.2018 07:00;07.06.2018 08:00;2,119;Tegelik;
07.06.2018 08:00;07.06.2018 09:00;0,176;Tegelik;
07.06.2018 09:00;07.06.2018 10:00;0,322;Tegelik;
07.06.2018 10:00;07.06.2018 11:00;0,277;Tegelik;
07.06.2018 11:00;07.06.2018 12:00;0,078;Tegelik;
07.06.2018 12:00;07.06.2018 13:00;0,144;Tegelik;
07.06.2018 13:00;07.06.2018 14:00;0,227;Tegelik;
07.06.2018 14:00;07.06.2018 15:00;0,202;Tegelik;
07.06.2018 15:00;07.06.2018 16:00;1,377;Tegelik;
07.06.2018 16:00;07.06.2018 17:00;0,703;Tegelik;
07.06.2018 17:00;07.06.2018 18:00;1,416;Tegelik;
07.06.2018 18:00;07.06.2018 19:00;0,288;Tegelik;
07.06.2018 19:00;07.06.2018 20:00;0,296;Tegelik;
07.06.2018 20:00;07.06.2018 21:00;0,507;Tegelik;
07.06.2018 21:00;07.06.2018 22:00;0,478;Tegelik;
07.06.2018 22:00;07.06.2018 23:00;0,43;Tegelik;
07.06.2018 23:00;08.06.2018 00:00;0,446;Tegelik;
08.06.2018 00:00;08.06.2018 01:00;2,417;Tegelik;
08.06.2018 01:00;08.06.2018 02:00;1,343;Tegelik;
08.06.2018 02:00;08.06.2018 03:00;0,079;Tegelik;
08.06.2018 03:00;08.06.2018 04:00;0,075;Tegelik;
08.06.2018 04:00;08.06.2018 05:00;0,076;Tegelik;
08.06.2018 05:00;08.06.2018 06:00;0,077;Tegelik;
08.06.2018 06:00;08.06.2018 07:00;0,208;Tegelik;
08.06.2018 07:00;08.06.2018 08:00;0,388;Tegelik;
08.06.2018 08:00;08.06.2018 09:00;0,309;Tegelik;
08.06.2018 09:00;08.06.2018 10:00;0,127;Tegelik;
08.06.2018 10:00;08.06.2018 11:00;0,105;Tegelik;
08.06.2018 11:00;08.06.2018 12:00;0,214;Tegelik;
08.06.2018 12:00;08.06.2018 13:00;0,385;Tegelik;
08.06.2018 13:00;08.06.2018 14:00;0,203;Tegelik;
08.06.2018 14:00;08.06.2018 15:00;0,186;Tegelik;
08.06.2018 15:00;08.06.2018 16:00;0,18;Tegelik;
08.06.2018 16:00;08.06.2018 17:00;0,206;Tegelik;
08.06.2018 17:00;08.06.2018 18:00;0,34;Tegelik;
08.06.2018 18:00;08.06.2018 19:00;0,395;Tegelik;
08.06.2018 19:00;08.06.2018 20:00;0,112;Tegelik;
08.06.2018 20:00;08.06.2018 21:00;0,113;Tegelik;
08.06.2018 21:00;08.06.2018 22:00;0,091;Tegelik;
08.06.2018 22:00;08.06.2018 23:00;0,122;Tegelik;
08.06.2018 23:00;09.06.2018 00:00;0,233;Tegelik;
09.06.2018 00:00;09.06.2018 01:00;0,194;Tegelik;
09.06.2018 01:00;09.06.2018 02:00;0,182;Tegelik;
09.06.2018 02:00;09.06.2018 03:00;0,151;Tegelik;
09.06.2018 03:00;09.06.2018 04:00;0,603;Tegelik;
09.06.2018 04:00;09.06.2018 05:00;0,363;Tegelik;
09.06.2018 05:00;09.06.2018 06:00;0,122;Tegelik;
09.06.2018 06:00;09.06.2018 07:00;0,101;Tegelik;
09.06.2018 07:00;09.06.2018 08:00;0,08;Tegelik;
09.06.2018 08:00;09.06.2018 09:00;0,116;Tegelik;
09.06.2018 09:00;09.06.2018 10:00;0,369;Tegelik;
09.06.2018 10:00;09.06.2018 11:00;1,511;Tegelik;
09.06.2018 11:00;09.06.2018 12:00;2,119;Tegelik;
09.06.2018 12:00;09.06.2018 13:00;0,915;Tegelik;
09.06.2018 13:00;09.06.2018 14:00;0,323;Tegelik;
09.06.2018 14:00;09.06.2018 15:00;0,25;Tegelik;
09.06.2018 15:00;09.06.2018 16:00;0,233;Tegelik;
09.06.2018 16:00;09.06.2018 17:00;0,329;Tegelik;
09.06.2018 17:00;09.06.2018 18:00;0,236;Tegelik;
09.06.2018 18:00;09.06.2018 19:00;0,196;Tegelik;
09.06.2018 19:00;09.06.2018 20:00;0,862;Tegelik;
09.06.2018 20:00;09.06.2018 21:00;0,481;Tegelik;
09.06.2018 21:00;09.06.2018 22:00;0,555;Tegelik;
09.06.2018 22:00;09.06.2018 23:00;0,562;Tegelik;
09.06.2018 23:00;10.06.2018 00:00;0,609;Tegelik;
10.06.2018 00:00;10.06.2018 01:00;1,021;Tegelik;
10.06.2018 01:00;10.06.2018 02:00;2,188;Tegelik;
10.06.2018 02:00;10.06.2018 03:00;0,766;Tegelik;
10.06.2018 03:00;10.06.2018 04:00;0,149;Tegelik;
10.06.2018 04:00;10.06.2018 05:00;0,149;Tegelik;
10.06.2018 05:00;10.06.2018 06:00;0,147;Tegelik;
10.06.2018 06:00;10.06.2018 07:00;0,146;Tegelik;
10.06.2018 07:00;10.06.2018 08:00;0,146;Tegelik;
10.06.2018 08:00;10.06.2018 09:00;0,237;Tegelik;
10.06.2018 09:00;10.06.2018 10:00;0,813;Tegelik;
10.06.2018 10:00;10.06.2018 11:00;0,486;Tegelik;
10.06.2018 11:00;10.06.2018 12:00;0,482;Tegelik;
10.06.2018 12:00;10.06.2018 13:00;0,314;Tegelik;
10.06.2018 13:00;10.06.2018 14:00;0,512;Tegelik;
10.06.2018 14:00;10.06.2018 15:00;0,45;Tegelik;
10.06.2018 15:00;10.06.2018 16:00;0,565;Tegelik;
10.06.2018 16:00;10.06.2018 17:00;1,798;Tegelik;
10.06.2018 17:00;10.06.2018 18:00;1,686;Tegelik;
10.06.2018 18:00;10.06.2018 19:00;1,079;Tegelik;
10.06.2018 19:00;10.06.2018 20:00;0,367;Tegelik;
10.06.2018 20:00;10.06.2018 21:00;3,31;Tegelik;
10.06.2018 21:00;10.06.2018 22:00;5,143;Tegelik;
10.06.2018 22:00;10.06.2018 23:00;2,276;Tegelik;
10.06.2018 23:00;11.06.2018 00:00;1,081;Tegelik;
11.06.2018 00:00;11.06.2018 01:00;1,018;Tegelik;
11.06.2018 01:00;11.06.2018 02:00;0,138;Tegelik;
11.06.2018 02:00;11.06.2018 03:00;0,193;Tegelik;
11.06.2018 03:00;11.06.2018 04:00;1,358;Tegelik;
11.06.2018 04:00;11.06.2018 05:00;1,565;Tegelik;
11.06.2018 05:00;11.06.2018 06:00;1,355;Tegelik;
11.06.2018 06:00;11.06.2018 07:00;0,893;Tegelik;
11.06.2018 07:00;11.06.2018 08:00;0,415;Tegelik;
11.06.2018 08:00;11.06.2018 09:00;0,378;Tegelik;
11.06.2018 09:00;11.06.2018 10:00;0,286;Tegelik;
11.06.2018 10:00;11.06.2018 11:00;0,185;Tegelik;
11.06.2018 11:00;11.06.2018 12:00;0,225;Tegelik;
11.06.2018 12:00;11.06.2018 13:00;0,194;Tegelik;
11.06.2018 13:00;11.06.2018 14:00;0,213;Tegelik;
11.06.2018 14:00;11.06.2018 15:00;0,256;Tegelik;
11.06.2018 15:00;11.06.2018 16:00;0,202;Tegelik;
11.06.2018 16:00;11.06.2018 17:00;0,223;Tegelik;
11.06.2018 17:00;11.06.2018 18:00;0,262;Tegelik;
11.06.2018 18:00;11.06.2018 19:00;0,333;Tegelik;
11.06.2018 19:00;11.06.2018 20:00;0,332;Tegelik;
11.06.2018 20:00;11.06.2018 21:00;0,403;Tegelik;
11.06.2018 21:00;11.06.2018 22:00;0,293;Tegelik;
11.06.2018 22:00;11.06.2018 23:00;0,298;Tegelik;
11.06.2018 23:00;12.06.2018 00:00;0,517;Tegelik;
12.06.2018 00:00;12.06.2018 01:00;0,238;Tegelik;
12.06.2018 01:00;12.06.2018 02:00;0,124;Tegelik;
12.06.2018 02:00;12.06.2018 03:00;0,095;Tegelik;
12.06.2018 03:00;12.06.2018 04:00;0,09;Tegelik;
12.06.2018 04:00;12.06.2018 05:00;0,09;Tegelik;
12.06.2018 05:00;12.06.2018 06:00;0,091;Tegelik;
12.06.2018 06:00;12.06.2018 07:00;0,336;Tegelik;
12.06.2018 07:00;12.06.2018 08:00;0,606;Tegelik;
12.06.2018 08:00;12.06.2018 09:00;0,481;Tegelik;
12.06.2018 09:00;12.06.2018 10:00;0,295;Tegelik;
12.06.2018 10:00;12.06.2018 11:00;0,182;Tegelik;
12.06.2018 11:00;12.06.2018 12:00;0,167;Tegelik;
12.06.2018 12:00;12.06.2018 13:00;0,21;Tegelik;
12.06.2018 13:00;12.06.2018 14:00;0,317;Tegelik;
12.06.2018 14:00;12.06.2018 15:00;0,435;Tegelik;
12.06.2018 15:00;12.06.2018 16:00;0,331;Tegelik;
12.06.2018 16:00;12.06.2018 17:00;0,477;Tegelik;
12.06.2018 17:00;12.06.2018 18:00;0,365;Tegelik;
12.06.2018 18:00;12.06.2018 19:00;0,211;Tegelik;
12.06.2018 19:00;12.06.2018 20:00;0,236;Tegelik;
12.06.2018 20:00;12.06.2018 21:00;0,238;Tegelik;
12.06.2018 21:00;12.06.2018 22:00;0,301;Tegelik;
12.06.2018 22:00;12.06.2018 23:00;0,371;Tegelik;
12.06.2018 23:00;13.06.2018 00:00;0,555;Tegelik;
13.06.2018 00:00;13.06.2018 01:00;1,649;Tegelik;
13.06.2018 01:00;13.06.2018 02:00;2,854;Tegelik;
13.06.2018 02:00;13.06.2018 03:00;2,519;Tegelik;
13.06.2018 03:00;13.06.2018 04:00;2,134;Tegelik;
13.06.2018 04:00;13.06.2018 05:00;2,088;Tegelik;
13.06.2018 05:00;13.06.2018 06:00;1,854;Tegelik;
13.06.2018 06:00;13.06.2018 07:00;2,179;Tegelik;
13.06.2018 07:00;13.06.2018 08:00;1,027;Tegelik;
13.06.2018 08:00;13.06.2018 09:00;0,358;Tegelik;
13.06.2018 09:00;13.06.2018 10:00;0,201;Tegelik;
13.06.2018 10:00;13.06.2018 11:00;0,14;Tegelik;
13.06.2018 11:00;13.06.2018 12:00;0,153;Tegelik;
13.06.2018 12:00;13.06.2018 13:00;0,174;Tegelik;
13.06.2018 13:00;13.06.2018 14:00;0,309;Tegelik;
13.06.2018 14:00;13.06.2018 15:00;0,227;Tegelik;
13.06.2018 15:00;13.06.2018 16:00;0,301;Tegelik;
13.06.2018 16:00;13.06.2018 17:00;0,214;Tegelik;
13.06.2018 17:00;13.06.2018 18:00;0,244;Tegelik;
13.06.2018 18:00;13.06.2018 19:00;0,379;Tegelik;
13.06.2018 19:00;13.06.2018 20:00;0,495;Tegelik;
13.06.2018 20:00;13.06.2018 21:00;0,334;Tegelik;
13.06.2018 21:00;13.06.2018 22:00;0,3;Tegelik;
13.06.2018 22:00;13.06.2018 23:00;0,427;Tegelik;
13.06.2018 23:00;14.06.2018 00:00;0,533;Tegelik;
14.06.2018 00:00;14.06.2018 01:00;0,259;Tegelik;
14.06.2018 01:00;14.06.2018 02:00;0,19;Tegelik;
14.06.2018 02:00;14.06.2018 03:00;0,096;Tegelik;
14.06.2018 03:00;14.06.2018 04:00;0,092;Tegelik;
14.06.2018 04:00;14.06.2018 05:00;0,088;Tegelik;
14.06.2018 05:00;14.06.2018 06:00;0,199;Tegelik;
14.06.2018 06:00;14.06.2018 07:00;1,323;Tegelik;
14.06.2018 07:00;14.06.2018 08:00;0,258;Tegelik;
14.06.2018 08:00;14.06.2018 09:00;0,152;Tegelik;
14.06.2018 09:00;14.06.2018 10:00;0,254;Tegelik;
14.06.2018 10:00;14.06.2018 11:00;0,307;Tegelik;
14.06.2018 11:00;14.06.2018 12:00;0,19;Tegelik;
14.06.2018 12:00;14.06.2018 13:00;0,218;Tegelik;
14.06.2018 13:00;14.06.2018 14:00;0,217;Tegelik;
14.06.2018 14:00;14.06.2018 15:00;0,225;Tegelik;
14.06.2018 15:00;14.06.2018 16:00;0,22;Tegelik;
14.06.2018 16:00;14.06.2018 17:00;0,219;Tegelik;
14.06.2018 17:00;14.06.2018 18:00;0,459;Tegelik;
14.06.2018 18:00;14.06.2018 19:00;0,507;Tegelik;
14.06.2018 19:00;14.06.2018 20:00;0,571;Tegelik;
14.06.2018 20:00;14.06.2018 21:00;0,819;Tegelik;
14.06.2018 21:00;14.06.2018 22:00;0,37;Tegelik;
14.06.2018 22:00;14.06.2018 23:00;0,372;Tegelik;
14.06.2018 23:00;15.06.2018 00:00;0,506;Tegelik;
15.06.2018 00:00;15.06.2018 01:00;0,225;Tegelik;
15.06.2018 01:00;15.06.2018 02:00;0,211;Tegelik;
15.06.2018 02:00;15.06.2018 03:00;0,185;Tegelik;
15.06.2018 03:00;15.06.2018 04:00;0,085;Tegelik;
15.06.2018 04:00;15.06.2018 05:00;0,084;Tegelik;
15.06.2018 05:00;15.06.2018 06:00;0,083;Tegelik;
15.06.2018 06:00;15.06.2018 07:00;0,081;Tegelik;
15.06.2018 07:00;15.06.2018 08:00;0,514;Tegelik;
15.06.2018 08:00;15.06.2018 09:00;0,308;Tegelik;
15.06.2018 09:00;15.06.2018 10:00;0,219;Tegelik;
15.06.2018 10:00;15.06.2018 11:00;0,085;Tegelik;
15.06.2018 11:00;15.06.2018 12:00;0,114;Tegelik;
15.06.2018 12:00;15.06.2018 13:00;0,268;Tegelik;
15.06.2018 13:00;15.06.2018 14:00;0,263;Tegelik;
15.06.2018 14:00;15.06.2018 15:00;0,266;Tegelik;
15.06.2018 15:00;15.06.2018 16:00;0,579;Tegelik;
15.06.2018 16:00;15.06.2018 17:00;0,463;Tegelik;
15.06.2018 17:00;15.06.2018 18:00;0,378;Tegelik;
15.06.2018 18:00;15.06.2018 19:00;0,225;Tegelik;
15.06.2018 19:00;15.06.2018 20:00;0,225;Tegelik;
15.06.2018 20:00;15.06.2018 21:00;0,209;Tegelik;
15.06.2018 21:00;15.06.2018 22:00;0,515;Tegelik;
15.06.2018 22:00;15.06.2018 23:00;0,163;Tegelik;
15.06.2018 23:00;16.06.2018 00:00;0,174;Tegelik;
16.06.2018 00:00;16.06.2018 01:00;0,259;Tegelik;
16.06.2018 01:00;16.06.2018 02:00;0,202;Tegelik;
16.06.2018 02:00;16.06.2018 03:00;0,166;Tegelik;
16.06.2018 03:00;16.06.2018 04:00;0,14;Tegelik;
16.06.2018 04:00;16.06.2018 05:00;0,248;Tegelik;
16.06.2018 05:00;16.06.2018 06:00;0,282;Tegelik;
16.06.2018 06:00;16.06.2018 07:00;0,147;Tegelik;
16.06.2018 07:00;16.06.2018 08:00;0,383;Tegelik;
16.06.2018 08:00;16.06.2018 09:00;0,229;Tegelik;
16.06.2018 09:00;16.06.2018 10:00;0,445;Tegelik;
16.06.2018 10:00;16.06.2018 11:00;0,255;Tegelik;
16.06.2018 11:00;16.06.2018 12:00;0,743;Tegelik;
16.06.2018 12:00;16.06.2018 13:00;2,323;Tegelik;
16.06.2018 13:00;16.06.2018 14:00;2,026;Tegelik;
16.06.2018 14:00;16.06.2018 15:00;0,76;Tegelik;
16.06.2018 15:00;16.06.2018 16:00;0,268;Tegelik;
16.06.2018 16:00;16.06.2018 17:00;0,739;Tegelik;
16.06.2018 17:00;16.06.2018 18:00;0,575;Tegelik;
16.06.2018 18:00;16.06.2018 19:00;0,428;Tegelik;
16.06.2018 19:00;16.06.2018 20:00;0,479;Tegelik;
16.06.2018 20:00;16.06.2018 21:00;0,283;Tegelik;
16.06.2018 21:00;16.06.2018 22:00;0,2;Tegelik;
16.06.2018 22:00;16.06.2018 23:00;0,353;Tegelik;
16.06.2018 23:00;17.06.2018 00:00;1,19;Tegelik;
17.06.2018 00:00;17.06.2018 01:00;1,622;Tegelik;
17.06.2018 01:00;17.06.2018 02:00;0,193;Tegelik;
17.06.2018 02:00;17.06.2018 03:00;0,14;Tegelik;
17.06.2018 03:00;17.06.2018 04:00;0,091;Tegelik;
17.06.2018 04:00;17.06.2018 05:00;0,091;Tegelik;
17.06.2018 05:00;17.06.2018 06:00;0,091;Tegelik;
17.06.2018 06:00;17.06.2018 07:00;0,088;Tegelik;
17.06.2018 07:00;17.06.2018 08:00;0,085;Tegelik;
17.06.2018 08:00;17.06.2018 09:00;0,214;Tegelik;
17.06.2018 09:00;17.06.2018 10:00;0,298;Tegelik;
17.06.2018 10:00;17.06.2018 11:00;0,93;Tegelik;
17.06.2018 11:00;17.06.2018 12:00;0,45;Tegelik;
17.06.2018 12:00;17.06.2018 13:00;0,462;Tegelik;
17.06.2018 13:00;17.06.2018 14:00;0,429;Tegelik;
17.06.2018 14:00;17.06.2018 15:00;0,46;Tegelik;
17.06.2018 15:00;17.06.2018 16:00;0,362;Tegelik;
17.06.2018 16:00;17.06.2018 17:00;1,897;Tegelik;
17.06.2018 17:00;17.06.2018 18:00;3,036;Tegelik;
17.06.2018 18:00;17.06.2018 19:00;2,366;Tegelik;
17.06.2018 19:00;17.06.2018 20:00;1,78;Tegelik;
17.06.2018 20:00;17.06.2018 21:00;5,738;Tegelik;
17.06.2018 21:00;17.06.2018 22:00;3,489;Tegelik;
17.06.2018 22:00;17.06.2018 23:00;2,371;Tegelik;
17.06.2018 23:00;18.06.2018 00:00;0,493;Tegelik;
18.06.2018 00:00;18.06.2018 01:00;0,341;Tegelik;
18.06.2018 01:00;18.06.2018 02:00;0,302;Tegelik;
18.06.2018 02:00;18.06.2018 03:00;0,261;Tegelik;
18.06.2018 03:00;18.06.2018 04:00;0,174;Tegelik;
18.06.2018 04:00;18.06.2018 05:00;1,374;Tegelik;
18.06.2018 05:00;18.06.2018 06:00;1,465;Tegelik;
18.06.2018 06:00;18.06.2018 07:00;1,718;Tegelik;
18.06.2018 07:00;18.06.2018 08:00;0,893;Tegelik;
18.06.2018 08:00;18.06.2018 09:00;0,268;Tegelik;
18.06.2018 09:00;18.06.2018 10:00;0,172;Tegelik;
18.06.2018 10:00;18.06.2018 11:00;0,212;Tegelik;
18.06.2018 11:00;18.06.2018 12:00;0,325;Tegelik;
18.06.2018 12:00;18.06.2018 13:00;0,403;Tegelik;
