
EIC;;38ZEE-00492834-I;;
02.08.2018 23:00;03.08.2018 00:00;0,589;Tegelik;
03.08.2018 00:00;03.08.2018 01:00;1,323;Tegelik;
03.08.2018 01:00;03.08.2018 02:00;0,307;Tegelik;
03.08.2018 02:00;03.08.2018 03:00;0,232;Tegelik;
03.08.2018 03:00;03.08.2018 04:00;0,138;Tegelik;
03.08.2018 04:00;03.08.2018 05:00;0,135;Tegelik;
03.08.2018 05:00;03.08.2018 06:00;0,134;Tegelik;
03.08.2018 06:00;03.08.2018 07:00;0,175;Tegelik;
03.08.2018 07:00;03.08.2018 08:00;0,527;Tegelik;
03.08.2018 08:00;03.08.2018 09:00;0,47;Tegelik;
03.08.2018 09:00;03.08.2018 10:00;0,249;Tegelik;
03.08.2018 10:00;03.08.2018 11:00;0,233;Tegelik;
03.08.2018 11:00;03.08.2018 12:00;0,165;Tegelik;
03.08.2018 12:00;03.08.2018 13:00;0,345;Tegelik;
03.08.2018 13:00;03.08.2018 14:00;0,245;Tegelik;
03.08.2018 14:00;03.08.2018 15:00;0,175;Tegelik;
03.08.2018 15:00;03.08.2018 16:00;0,293;Tegelik;
03.08.2018 16:00;03.08.2018 17:00;0,31;Tegelik;
03.08.2018 17:00;03.08.2018 18:00;0,811;Tegelik;
03.08.2018 18:00;03.08.2018 19:00;0,288;Tegelik;
03.08.2018 19:00;03.08.2018 20:00;0,26;Tegelik;
03.08.2018 20:00;03.08.2018 21:00;0,178;Tegelik;
03.08.2018 21:00;03.08.2018 22:00;0,178;Tegelik;
03.08.2018 22:00;03.08.2018 23:00;0,298;Tegelik;
03.08.2018 23:00;04.08.2018 00:00;0,557;Tegelik;
04.08.2018 00:00;04.08.2018 01:00;0,875;Tegelik;
04.08.2018 01:00;04.08.2018 02:00;0,772;Tegelik;
04.08.2018 02:00;04.08.2018 03:00;0,145;Tegelik;
04.08.2018 03:00;04.08.2018 04:00;0,144;Tegelik;
04.08.2018 04:00;04.08.2018 05:00;0,15;Tegelik;
04.08.2018 05:00;04.08.2018 06:00;0,146;Tegelik;
04.08.2018 06:00;04.08.2018 07:00;0,136;Tegelik;
04.08.2018 07:00;04.08.2018 08:00;0,363;Tegelik;
04.08.2018 08:00;04.08.2018 09:00;0,37;Tegelik;
04.08.2018 09:00;04.08.2018 10:00;0,882;Tegelik;
04.08.2018 10:00;04.08.2018 11:00;0,496;Tegelik;
04.08.2018 11:00;04.08.2018 12:00;0,388;Tegelik;
04.08.2018 12:00;04.08.2018 13:00;1,833;Tegelik;
04.08.2018 13:00;04.08.2018 14:00;0,898;Tegelik;
04.08.2018 14:00;04.08.2018 15:00;0,415;Tegelik;
04.08.2018 15:00;04.08.2018 16:00;0,588;Tegelik;
04.08.2018 16:00;04.08.2018 17:00;0,356;Tegelik;
04.08.2018 17:00;04.08.2018 18:00;0,405;Tegelik;
04.08.2018 18:00;04.08.2018 19:00;0,538;Tegelik;
04.08.2018 19:00;04.08.2018 20:00;0,509;Tegelik;
04.08.2018 20:00;04.08.2018 21:00;1,007;Tegelik;
04.08.2018 21:00;04.08.2018 22:00;1,183;Tegelik;
04.08.2018 22:00;04.08.2018 23:00;0,901;Tegelik;
04.08.2018 23:00;05.08.2018 00:00;0,442;Tegelik;
05.08.2018 00:00;05.08.2018 01:00;0,256;Tegelik;
05.08.2018 01:00;05.08.2018 02:00;0,134;Tegelik;
05.08.2018 02:00;05.08.2018 03:00;0,109;Tegelik;
05.08.2018 03:00;05.08.2018 04:00;0,097;Tegelik;
05.08.2018 04:00;05.08.2018 05:00;0,083;Tegelik;
05.08.2018 05:00;05.08.2018 06:00;0,072;Tegelik;
05.08.2018 06:00;05.08.2018 07:00;0,072;Tegelik;
05.08.2018 07:00;05.08.2018 08:00;0,078;Tegelik;
05.08.2018 08:00;05.08.2018 09:00;0,328;Tegelik;
05.08.2018 09:00;05.08.2018 10:00;0,632;Tegelik;
05.08.2018 10:00;05.08.2018 11:00;0,434;Tegelik;
05.08.2018 11:00;05.08.2018 12:00;0,412;Tegelik;
05.08.2018 12:00;05.08.2018 13:00;0,411;Tegelik;
05.08.2018 13:00;05.08.2018 14:00;1,095;Tegelik;
05.08.2018 14:00;05.08.2018 15:00;1,333;Tegelik;
05.08.2018 15:00;05.08.2018 16:00;0,231;Tegelik;
05.08.2018 16:00;05.08.2018 17:00;0,085;Tegelik;
05.08.2018 17:00;05.08.2018 18:00;0,078;Tegelik;
05.08.2018 18:00;05.08.2018 19:00;0,082;Tegelik;
05.08.2018 19:00;05.08.2018 20:00;0,089;Tegelik;
05.08.2018 20:00;05.08.2018 21:00;0,08;Tegelik;
05.08.2018 21:00;05.08.2018 22:00;0,075;Tegelik;
05.08.2018 22:00;05.08.2018 23:00;0,076;Tegelik;
05.08.2018 23:00;06.08.2018 00:00;0,351;Tegelik;
06.08.2018 00:00;06.08.2018 01:00;0,304;Tegelik;
06.08.2018 01:00;06.08.2018 02:00;0,243;Tegelik;
06.08.2018 02:00;06.08.2018 03:00;0,231;Tegelik;
06.08.2018 03:00;06.08.2018 04:00;0,116;Tegelik;
06.08.2018 04:00;06.08.2018 05:00;0,1;Tegelik;
06.08.2018 05:00;06.08.2018 06:00;0,104;Tegelik;
06.08.2018 06:00;06.08.2018 07:00;0,104;Tegelik;
06.08.2018 07:00;06.08.2018 08:00;0,41;Tegelik;
06.08.2018 08:00;06.08.2018 09:00;0,105;Tegelik;
06.08.2018 09:00;06.08.2018 10:00;0,299;Tegelik;
06.08.2018 10:00;06.08.2018 11:00;0,402;Tegelik;
06.08.2018 11:00;06.08.2018 12:00;0,878;Tegelik;
06.08.2018 12:00;06.08.2018 13:00;0,46;Tegelik;
06.08.2018 13:00;06.08.2018 14:00;0,203;Tegelik;
06.08.2018 14:00;06.08.2018 15:00;0,3;Tegelik;
06.08.2018 15:00;06.08.2018 16:00;0,248;Tegelik;
06.08.2018 16:00;06.08.2018 17:00;0,325;Tegelik;
06.08.2018 17:00;06.08.2018 18:00;0,284;Tegelik;
06.08.2018 18:00;06.08.2018 19:00;0,492;Tegelik;
06.08.2018 19:00;06.08.2018 20:00;0,216;Tegelik;
06.08.2018 20:00;06.08.2018 21:00;0,29;Tegelik;
06.08.2018 21:00;06.08.2018 22:00;0,462;Tegelik;
06.08.2018 22:00;06.08.2018 23:00;0,415;Tegelik;
06.08.2018 23:00;07.08.2018 00:00;0,414;Tegelik;
07.08.2018 00:00;07.08.2018 01:00;2,085;Tegelik;
07.08.2018 01:00;07.08.2018 02:00;0,465;Tegelik;
07.08.2018 02:00;07.08.2018 03:00;1,09;Tegelik;
07.08.2018 03:00;07.08.2018 04:00;0,081;Tegelik;
07.08.2018 04:00;07.08.2018 05:00;0,08;Tegelik;
07.08.2018 05:00;07.08.2018 06:00;0,078;Tegelik;
07.08.2018 06:00;07.08.2018 07:00;0,185;Tegelik;
07.08.2018 07:00;07.08.2018 08:00;0,265;Tegelik;
07.08.2018 08:00;07.08.2018 09:00;0,172;Tegelik;
07.08.2018 09:00;07.08.2018 10:00;0,497;Tegelik;
07.08.2018 10:00;07.08.2018 11:00;0,263;Tegelik;
07.08.2018 11:00;07.08.2018 12:00;0,152;Tegelik;
07.08.2018 12:00;07.08.2018 13:00;0,351;Tegelik;
07.08.2018 13:00;07.08.2018 14:00;0,229;Tegelik;
07.08.2018 14:00;07.08.2018 15:00;0,301;Tegelik;
07.08.2018 15:00;07.08.2018 16:00;0,205;Tegelik;
07.08.2018 16:00;07.08.2018 17:00;0,249;Tegelik;
07.08.2018 17:00;07.08.2018 18:00;0,263;Tegelik;
07.08.2018 18:00;07.08.2018 19:00;0,179;Tegelik;
07.08.2018 19:00;07.08.2018 20:00;0,175;Tegelik;
07.08.2018 20:00;07.08.2018 21:00;0,281;Tegelik;
07.08.2018 21:00;07.08.2018 22:00;0,721;Tegelik;
07.08.2018 22:00;07.08.2018 23:00;0,559;Tegelik;
07.08.2018 23:00;08.08.2018 00:00;0,604;Tegelik;
08.08.2018 00:00;08.08.2018 01:00;0,458;Tegelik;
08.08.2018 01:00;08.08.2018 02:00;0,239;Tegelik;
08.08.2018 02:00;08.08.2018 03:00;0,149;Tegelik;
08.08.2018 03:00;08.08.2018 04:00;0,147;Tegelik;
08.08.2018 04:00;08.08.2018 05:00;0,145;Tegelik;
08.08.2018 05:00;08.08.2018 06:00;0,565;Tegelik;
08.08.2018 06:00;08.08.2018 07:00;0,363;Tegelik;
08.08.2018 07:00;08.08.2018 08:00;0,894;Tegelik;
08.08.2018 08:00;08.08.2018 09:00;0,494;Tegelik;
08.08.2018 09:00;08.08.2018 10:00;0,412;Tegelik;
08.08.2018 10:00;08.08.2018 11:00;0,178;Tegelik;
08.08.2018 11:00;08.08.2018 12:00;0,322;Tegelik;
08.08.2018 12:00;08.08.2018 13:00;0,256;Tegelik;
08.08.2018 13:00;08.08.2018 14:00;0,374;Tegelik;
08.08.2018 14:00;08.08.2018 15:00;0,197;Tegelik;
08.08.2018 15:00;08.08.2018 16:00;0,173;Tegelik;
08.08.2018 16:00;08.08.2018 17:00;0,194;Tegelik;
08.08.2018 17:00;08.08.2018 18:00;0,199;Tegelik;
08.08.2018 18:00;08.08.2018 19:00;0,22;Tegelik;
08.08.2018 19:00;08.08.2018 20:00;0,184;Tegelik;
08.08.2018 20:00;08.08.2018 21:00;1,125;Tegelik;
08.08.2018 21:00;08.08.2018 22:00;0,244;Tegelik;
08.08.2018 22:00;08.08.2018 23:00;0,273;Tegelik;
08.08.2018 23:00;09.08.2018 00:00;0,259;Tegelik;
09.08.2018 00:00;09.08.2018 01:00;1,909;Tegelik;
09.08.2018 01:00;09.08.2018 02:00;1,753;Tegelik;
09.08.2018 02:00;09.08.2018 03:00;0,227;Tegelik;
09.08.2018 03:00;09.08.2018 04:00;0,162;Tegelik;
09.08.2018 04:00;09.08.2018 05:00;0,151;Tegelik;
09.08.2018 05:00;09.08.2018 06:00;0,146;Tegelik;
09.08.2018 06:00;09.08.2018 07:00;0,146;Tegelik;
09.08.2018 07:00;09.08.2018 08:00;0,589;Tegelik;
09.08.2018 08:00;09.08.2018 09:00;0,301;Tegelik;
09.08.2018 09:00;09.08.2018 10:00;0,276;Tegelik;
09.08.2018 10:00;09.08.2018 11:00;0,273;Tegelik;
09.08.2018 11:00;09.08.2018 12:00;0,181;Tegelik;
09.08.2018 12:00;09.08.2018 13:00;0,688;Tegelik;
09.08.2018 13:00;09.08.2018 14:00;0,44;Tegelik;
09.08.2018 14:00;09.08.2018 15:00;0,248;Tegelik;
09.08.2018 15:00;09.08.2018 16:00;0,454;Tegelik;
09.08.2018 16:00;09.08.2018 17:00;0,329;Tegelik;
09.08.2018 17:00;09.08.2018 18:00;0,221;Tegelik;
09.08.2018 18:00;09.08.2018 19:00;0,279;Tegelik;
09.08.2018 19:00;09.08.2018 20:00;0,268;Tegelik;
09.08.2018 20:00;09.08.2018 21:00;0,258;Tegelik;
09.08.2018 21:00;09.08.2018 22:00;0,341;Tegelik;
09.08.2018 22:00;09.08.2018 23:00;0,946;Tegelik;
09.08.2018 23:00;10.08.2018 00:00;0,537;Tegelik;
10.08.2018 00:00;10.08.2018 01:00;1,653;Tegelik;
10.08.2018 01:00;10.08.2018 02:00;0,544;Tegelik;
10.08.2018 02:00;10.08.2018 03:00;0,33;Tegelik;
10.08.2018 03:00;10.08.2018 04:00;0,151;Tegelik;
10.08.2018 04:00;10.08.2018 05:00;0,145;Tegelik;
10.08.2018 05:00;10.08.2018 06:00;0,144;Tegelik;
10.08.2018 06:00;10.08.2018 07:00;0,141;Tegelik;
10.08.2018 07:00;10.08.2018 08:00;0,415;Tegelik;
10.08.2018 08:00;10.08.2018 09:00;0,428;Tegelik;
10.08.2018 09:00;10.08.2018 10:00;0,159;Tegelik;
10.08.2018 10:00;10.08.2018 11:00;0,249;Tegelik;
10.08.2018 11:00;10.08.2018 12:00;0,276;Tegelik;
10.08.2018 12:00;10.08.2018 13:00;0,334;Tegelik;
10.08.2018 13:00;10.08.2018 14:00;0,247;Tegelik;
10.08.2018 14:00;10.08.2018 15:00;0,224;Tegelik;
10.08.2018 15:00;10.08.2018 16:00;0,432;Tegelik;
10.08.2018 16:00;10.08.2018 17:00;0,478;Tegelik;
10.08.2018 17:00;10.08.2018 18:00;0,286;Tegelik;
10.08.2018 18:00;10.08.2018 19:00;0,396;Tegelik;
10.08.2018 19:00;10.08.2018 20:00;0,336;Tegelik;
10.08.2018 20:00;10.08.2018 21:00;0,339;Tegelik;
10.08.2018 21:00;10.08.2018 22:00;0,314;Tegelik;
10.08.2018 22:00;10.08.2018 23:00;0,34;Tegelik;
10.08.2018 23:00;11.08.2018 00:00;0,339;Tegelik;
11.08.2018 00:00;11.08.2018 01:00;1,603;Tegelik;
11.08.2018 01:00;11.08.2018 02:00;0,734;Tegelik;
11.08.2018 02:00;11.08.2018 03:00;0,283;Tegelik;
11.08.2018 03:00;11.08.2018 04:00;0,152;Tegelik;
11.08.2018 04:00;11.08.2018 05:00;0,15;Tegelik;
11.08.2018 05:00;11.08.2018 06:00;0,149;Tegelik;
11.08.2018 06:00;11.08.2018 07:00;0,149;Tegelik;
11.08.2018 07:00;11.08.2018 08:00;0,163;Tegelik;
11.08.2018 08:00;11.08.2018 09:00;0,765;Tegelik;
11.08.2018 09:00;11.08.2018 10:00;0,49;Tegelik;
11.08.2018 10:00;11.08.2018 11:00;0,425;Tegelik;
11.08.2018 11:00;11.08.2018 12:00;0,312;Tegelik;
11.08.2018 12:00;11.08.2018 13:00;1,92;Tegelik;
11.08.2018 13:00;11.08.2018 14:00;0,683;Tegelik;
11.08.2018 14:00;11.08.2018 15:00;0,298;Tegelik;
11.08.2018 15:00;11.08.2018 16:00;0,601;Tegelik;
11.08.2018 16:00;11.08.2018 17:00;0,203;Tegelik;
11.08.2018 17:00;11.08.2018 18:00;0,438;Tegelik;
11.08.2018 18:00;11.08.2018 19:00;0,461;Tegelik;
11.08.2018 19:00;11.08.2018 20:00;0,415;Tegelik;
11.08.2018 20:00;11.08.2018 21:00;0,513;Tegelik;
11.08.2018 21:00;11.08.2018 22:00;0,596;Tegelik;
11.08.2018 22:00;11.08.2018 23:00;1,196;Tegelik;
11.08.2018 23:00;12.08.2018 00:00;0,226;Tegelik;
12.08.2018 00:00;12.08.2018 01:00;0,18;Tegelik;
12.08.2018 01:00;12.08.2018 02:00;0,172;Tegelik;
12.08.2018 02:00;12.08.2018 03:00;0,157;Tegelik;
12.08.2018 03:00;12.08.2018 04:00;0,157;Tegelik;
12.08.2018 04:00;12.08.2018 05:00;0,156;Tegelik;
12.08.2018 05:00;12.08.2018 06:00;0,156;Tegelik;
12.08.2018 06:00;12.08.2018 07:00;0,156;Tegelik;
12.08.2018 07:00;12.08.2018 08:00;0,154;Tegelik;
12.08.2018 08:00;12.08.2018 09:00;0,237;Tegelik;
12.08.2018 09:00;12.08.2018 10:00;0,404;Tegelik;
12.08.2018 10:00;12.08.2018 11:00;0,48;Tegelik;
12.08.2018 11:00;12.08.2018 12:00;0,531;Tegelik;
12.08.2018 12:00;12.08.2018 13:00;0,551;Tegelik;
12.08.2018 13:00;12.08.2018 14:00;1,126;Tegelik;
12.08.2018 14:00;12.08.2018 15:00;0,7;Tegelik;
12.08.2018 15:00;12.08.2018 16:00;0,211;Tegelik;
12.08.2018 16:00;12.08.2018 17:00;0,216;Tegelik;
12.08.2018 17:00;12.08.2018 18:00;0,3;Tegelik;
12.08.2018 18:00;12.08.2018 19:00;2,05;Tegelik;
12.08.2018 19:00;12.08.2018 20:00;2,026;Tegelik;
12.08.2018 20:00;12.08.2018 21:00;0,637;Tegelik;
12.08.2018 21:00;12.08.2018 22:00;0,433;Tegelik;
12.08.2018 22:00;12.08.2018 23:00;0,396;Tegelik;
12.08.2018 23:00;13.08.2018 00:00;0,498;Tegelik;
13.08.2018 00:00;13.08.2018 01:00;0,343;Tegelik;
13.08.2018 01:00;13.08.2018 02:00;0,176;Tegelik;
13.08.2018 02:00;13.08.2018 03:00;0,14;Tegelik;
13.08.2018 03:00;13.08.2018 04:00;0,139;Tegelik;
13.08.2018 04:00;13.08.2018 05:00;0,132;Tegelik;
13.08.2018 05:00;13.08.2018 06:00;0,131;Tegelik;
13.08.2018 06:00;13.08.2018 07:00;0,278;Tegelik;
13.08.2018 07:00;13.08.2018 08:00;0,392;Tegelik;
13.08.2018 08:00;13.08.2018 09:00;0,138;Tegelik;
13.08.2018 09:00;13.08.2018 10:00;0,393;Tegelik;
13.08.2018 10:00;13.08.2018 11:00;0,205;Tegelik;
13.08.2018 11:00;13.08.2018 12:00;0,389;Tegelik;
13.08.2018 12:00;13.08.2018 13:00;0,447;Tegelik;
13.08.2018 13:00;13.08.2018 14:00;0,379;Tegelik;
13.08.2018 14:00;13.08.2018 15:00;0,309;Tegelik;
13.08.2018 15:00;13.08.2018 16:00;0,377;Tegelik;
13.08.2018 16:00;13.08.2018 17:00;0,77;Tegelik;
13.08.2018 17:00;13.08.2018 18:00;0,228;Tegelik;
13.08.2018 18:00;13.08.2018 19:00;0,297;Tegelik;
13.08.2018 19:00;13.08.2018 20:00;0,332;Tegelik;
13.08.2018 20:00;13.08.2018 21:00;0,463;Tegelik;
13.08.2018 21:00;13.08.2018 22:00;0,649;Tegelik;
13.08.2018 22:00;13.08.2018 23:00;0,541;Tegelik;
13.08.2018 23:00;14.08.2018 00:00;0,608;Tegelik;
14.08.2018 00:00;14.08.2018 01:00;2,909;Tegelik;
14.08.2018 01:00;14.08.2018 02:00;0,179;Tegelik;
14.08.2018 02:00;14.08.2018 03:00;0,183;Tegelik;
14.08.2018 03:00;14.08.2018 04:00;0,072;Tegelik;
14.08.2018 04:00;14.08.2018 05:00;0,128;Tegelik;
14.08.2018 05:00;14.08.2018 06:00;0,126;Tegelik;
14.08.2018 06:00;14.08.2018 07:00;0,213;Tegelik;
14.08.2018 07:00;14.08.2018 08:00;0,334;Tegelik;
14.08.2018 08:00;14.08.2018 09:00;0,145;Tegelik;
14.08.2018 09:00;14.08.2018 10:00;0,316;Tegelik;
14.08.2018 10:00;14.08.2018 11:00;0,273;Tegelik;
14.08.2018 11:00;14.08.2018 12:00;0,153;Tegelik;
14.08.2018 12:00;14.08.2018 13:00;0,403;Tegelik;
14.08.2018 13:00;14.08.2018 14:00;0,207;Tegelik;
14.08.2018 14:00;14.08.2018 15:00;0,311;Tegelik;
14.08.2018 15:00;14.08.2018 16:00;0,253;Tegelik;
14.08.2018 16:00;14.08.2018 17:00;0,294;Tegelik;
14.08.2018 17:00;14.08.2018 18:00;0,231;Tegelik;
14.08.2018 18:00;14.08.2018 19:00;0,189;Tegelik;
14.08.2018 19:00;14.08.2018 20:00;0,19;Tegelik;
14.08.2018 20:00;14.08.2018 21:00;0,526;Tegelik;
14.08.2018 21:00;14.08.2018 22:00;0,514;Tegelik;
14.08.2018 22:00;14.08.2018 23:00;0,457;Tegelik;
14.08.2018 23:00;15.08.2018 00:00;0,172;Tegelik;
15.08.2018 00:00;15.08.2018 01:00;1,763;Tegelik;
15.08.2018 01:00;15.08.2018 02:00;0,688;Tegelik;
15.08.2018 02:00;15.08.2018 03:00;0,15;Tegelik;
15.08.2018 03:00;15.08.2018 04:00;0,155;Tegelik;
15.08.2018 04:00;15.08.2018 05:00;0,084;Tegelik;
15.08.2018 05:00;15.08.2018 06:00;0,075;Tegelik;
15.08.2018 06:00;15.08.2018 07:00;0,162;Tegelik;
15.08.2018 07:00;15.08.2018 08:00;0,319;Tegelik;
15.08.2018 08:00;15.08.2018 09:00;0,252;Tegelik;
15.08.2018 09:00;15.08.2018 10:00;0,226;Tegelik;
15.08.2018 10:00;15.08.2018 11:00;0,175;Tegelik;
15.08.2018 11:00;15.08.2018 12:00;0,139;Tegelik;
15.08.2018 12:00;15.08.2018 13:00;0,38;Tegelik;
15.08.2018 13:00;15.08.2018 14:00;0,249;Tegelik;
15.08.2018 14:00;15.08.2018 15:00;0,329;Tegelik;
15.08.2018 15:00;15.08.2018 16:00;0,214;Tegelik;
15.08.2018 16:00;15.08.2018 17:00;0,22;Tegelik;
15.08.2018 17:00;15.08.2018 18:00;0,182;Tegelik;
15.08.2018 18:00;15.08.2018 19:00;0,181;Tegelik;
15.08.2018 19:00;15.08.2018 20:00;0,385;Tegelik;
15.08.2018 20:00;15.08.2018 21:00;0,476;Tegelik;
15.08.2018 21:00;15.08.2018 22:00;0,631;Tegelik;
15.08.2018 22:00;15.08.2018 23:00;0,577;Tegelik;
15.08.2018 23:00;16.08.2018 00:00;0,505;Tegelik;
16.08.2018 00:00;16.08.2018 01:00;1,538;Tegelik;
16.08.2018 01:00;16.08.2018 02:00;0,471;Tegelik;
16.08.2018 02:00;16.08.2018 03:00;0,317;Tegelik;
16.08.2018 03:00;16.08.2018 04:00;0,189;Tegelik;
16.08.2018 04:00;16.08.2018 05:00;0,282;Tegelik;
16.08.2018 05:00;16.08.2018 06:00;1,818;Tegelik;
16.08.2018 06:00;16.08.2018 07:00;0,134;Tegelik;
16.08.2018 07:00;16.08.2018 08:00;0,245;Tegelik;
16.08.2018 08:00;16.08.2018 09:00;0,13;Tegelik;
16.08.2018 09:00;16.08.2018 10:00;0,127;Tegelik;
16.08.2018 10:00;16.08.2018 11:00;0,235;Tegelik;
16.08.2018 11:00;16.08.2018 12:00;0,495;Tegelik;
16.08.2018 12:00;16.08.2018 13:00;0,281;Tegelik;
16.08.2018 13:00;16.08.2018 14:00;0,287;Tegelik;
16.08.2018 14:00;16.08.2018 15:00;0,221;Tegelik;
16.08.2018 15:00;16.08.2018 16:00;1,056;Tegelik;
16.08.2018 16:00;16.08.2018 17:00;1,357;Tegelik;
16.08.2018 17:00;16.08.2018 18:00;0,824;Tegelik;
16.08.2018 18:00;16.08.2018 19:00;0,259;Tegelik;
16.08.2018 19:00;16.08.2018 20:00;0,31;Tegelik;
16.08.2018 20:00;16.08.2018 21:00;0,41;Tegelik;
16.08.2018 21:00;16.08.2018 22:00;0,979;Tegelik;
16.08.2018 22:00;16.08.2018 23:00;0,671;Tegelik;
16.08.2018 23:00;17.08.2018 00:00;0,509;Tegelik;
17.08.2018 00:00;17.08.2018 01:00;0,408;Tegelik;
17.08.2018 01:00;17.08.2018 02:00;0,191;Tegelik;
17.08.2018 02:00;17.08.2018 03:00;1,163;Tegelik;
17.08.2018 03:00;17.08.2018 04:00;0,154;Tegelik;
17.08.2018 04:00;17.08.2018 05:00;0,317;Tegelik;
17.08.2018 05:00;17.08.2018 06:00;0,505;Tegelik;
17.08.2018 06:00;17.08.2018 07:00;0,237;Tegelik;
17.08.2018 07:00;17.08.2018 08:00;0,405;Tegelik;
17.08.2018 08:00;17.08.2018 09:00;0,178;Tegelik;
17.08.2018 09:00;17.08.2018 10:00;0,303;Tegelik;
17.08.2018 10:00;17.08.2018 11:00;0,337;Tegelik;
17.08.2018 11:00;17.08.2018 12:00;0,293;Tegelik;
17.08.2018 12:00;17.08.2018 13:00;0,211;Tegelik;
17.08.2018 13:00;17.08.2018 14:00;0,174;Tegelik;
17.08.2018 14:00;17.08.2018 15:00;0,19;Tegelik;
17.08.2018 15:00;17.08.2018 16:00;0,176;Tegelik;
17.08.2018 16:00;17.08.2018 17:00;0,175;Tegelik;
17.08.2018 17:00;17.08.2018 18:00;0,237;Tegelik;
17.08.2018 18:00;17.08.2018 19:00;0,161;Tegelik;
17.08.2018 19:00;17.08.2018 20:00;0,227;Tegelik;
17.08.2018 20:00;17.08.2018 21:00;0,439;Tegelik;
17.08.2018 21:00;17.08.2018 22:00;0,442;Tegelik;
17.08.2018 22:00;17.08.2018 23:00;0,611;Tegelik;
17.08.2018 23:00;18.08.2018 00:00;0,371;Tegelik;
18.08.2018 00:00;18.08.2018 01:00;0,171;Tegelik;
18.08.2018 01:00;18.08.2018 02:00;0,122;Tegelik;
18.08.2018 02:00;18.08.2018 03:00;0,124;Tegelik;
18.08.2018 03:00;18.08.2018 04:00;0,08;Tegelik;
18.08.2018 04:00;18.08.2018 05:00;0,109;Tegelik;
18.08.2018 05:00;18.08.2018 06:00;0,149;Tegelik;
18.08.2018 06:00;18.08.2018 07:00;0,576;Tegelik;
18.08.2018 07:00;18.08.2018 08:00;0,166;Tegelik;
18.08.2018 08:00;18.08.2018 09:00;0,116;Tegelik;
18.08.2018 09:00;18.08.2018 10:00;0,168;Tegelik;
18.08.2018 10:00;18.08.2018 11:00;0,073;Tegelik;
18.08.2018 11:00;18.08.2018 12:00;0,51;Tegelik;
18.08.2018 12:00;18.08.2018 13:00;1,819;Tegelik;
