"Timestamp","Operation [1:Off, 2:On]","Dry concrete [1:Off, 2:On]","Mode [1:Tank only, 2:Heat, 3:Cool, 8:Auto, 9:Auto(Heat), 10:Auto(Cool)]","Tank [1:Off, 2:On]","Zone1-Zone2 On-Off [1:On-Off, 2:Off-On, 3:On-On]","SHP control [1:Disable, 2:Enable]","SHP flow control (forbid ΔT) [1:Disable, 2:Enable]","Zone1: (water shift/water/room/pool) set temperature for heat mode [°C]","Zone1: (water shift/water/room) set temperature for cool mode [°C]","Zone2: (water shift/water/room/pool) set temperature for heat mode [°C]","Zone2: (water shift/water/room) set temperature for cool  mode [°C]","Tank water set temperature [°C]","Co-efficient frequency control [%]","Current Lv [Lv]","External SW [1:Close, 2:Open]","Heat-Cool SW [1:Heat, 2:Cool]","Powerful (Actual) [1:Off, 2:On]","Quiet (Actual) [1:Off, 2:On]","3-way valve [1:Room, 2:Tank]","Defrost (Actual) [1:Off, 2:On]","Room heater (Actual) [1:Off, 2:On]","Tank heater (Actual) [1:Off, 2:On]","Solar (Actual) [1:Off, 2:On]","Bivalent (Actual) [1:Off, 2:On]","Current error status [0:No error pop up screen in RC LCD, 1:Error pop up screen in RC LCD]","Backup heater 1 status (Actual) [1:Off, 2:On]","Backup heater 2 status (Actual) [1:Off, 2:On]","Backup heater 3 status (Actual) [1:Off, 2:On]","2 Zone pump 1 status (Actual) [1:Off, 2:On]","2 Zone pump 2 status (Actual) [1:Off, 2:On]","Sterilization status (Actual) [1:Off, 2:On]","Zone1: Actual (water outlet/room/pool) temperature [°C]","Zone2: Actual (water outlet/room/pool) temperature [°C]","Actual tank temperature [°C]","Actual outdoor temperature [°C]","Inlet water temperature [°C]","Outlet water temperature [°C]","Zone1: Water temperature [°C]","Zone2: Water temperature [°C]","Zone1: Water temperature (Target) [°C]","Zone2: Water temperature (Target) [°C]","Buffer tank: Water temperature [°C]","Solar: Water temperature [°C]","Pool: Water temperature [°C]","Outlet water temperature (Target) [°C]","Outlet 2 temperature [°C]","Discharge temperature [°C]","Room thermostat internal sensor temperature [°C]","Indoor piping temperature [°C]","Outdoor piping temperature [°C]","Defrost temperature [°C]","EVA outlet temperature [°C]","Bypass outlet temperature [°C]","IPM temperature [°C]","High pressure [kgf/cm2]","Low pressure [kgf/cm2]","Outdoor current [A]","Compressor frequency [Hz]","Pump flow rate [L/min]","Pump speed [r/min]","Pump duty [duty]","Fan motor speed 1 [r/min]","Fan motor speed 2 [r/min]","2 Zone mixing valve 1 opening [sec]","2 Zone mixing valve 2 opening [sec]","Heat mode energy consumption [kW]","Heat mode energy generation [kW]","Cool mode energy consumption [kW]","Cool mode energy generation [kW]","Tank mode energy consumption [kW]","Tank mode energy generation [kW]"
"18.Nov.2018 22:10:29","2","1","2","2","1","0","0","0","0","0","0","40","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","39.0","0","36","2","36.25","39.5","-78","-78","38","48","-78","-78","-78","38","40","54","27","36","-1","0","0","13","16","23.8","0.0","1.8","19","14.45","1550","80","470","510","0","0","1.0","3.4000000000000004","0.0","0.0","0.0","0.0"
"18.Nov.2018 22:15:29","2","1","2","2","1","0","0","0","0","0","0","40","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","40.0","0","36","2","36.25","40.0","-78","-78","38","48","-78","-78","-78","38","40","53","27","36","-1","0","0","13","16","24.200000000000003","0.0","1.8","19","14.45","1550","80","460","510","0","0","1.0","3.8000000000000003","0.0","0.0","0.0","0.0"
"18.Nov.2018 22:20:29","2","1","2","2","1","0","0","0","0","0","0","40","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","40.0","0","36","2","36.25","40.0","-78","-78","38","48","-78","-78","-78","38","40","55","27","36","-1","0","0","13","16","24.200000000000003","0.0","1.8","19","14.45","1550","80","470","510","0","0","1.0","3.8000000000000003","0.0","0.0","0.0","0.0"
"18.Nov.2018 22:25:29","2","1","2","2","1","0","0","0","0","0","0","40","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","40.0","0","36","2","36.25","40.0","-78","-78","38","48","-78","-78","-78","38","40","53","27","36","-1","0","0","13","16","24.200000000000003","0.0","1.8","20","14.45","1550","80","470","510","0","0","1.0","3.8000000000000003","0.0","0.0","0.0","0.0"
"18.Nov.2018 22:30:29","2","1","2","2","1","0","0","0","0","0","0","40","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","39.0","0","36","2","35.75","39.5","-78","-78","38","48","-78","-78","-78","38","40","53","27","36","-1","0","0","13","17","24.200000000000003","0.0","1.8","20","14.09","1550","80","470","510","0","0","1.0","3.6","0.0","0.0","0.0","0.0"
"18.Nov.2018 22:35:29","2","1","2","2","1","0","0","0","0","0","0","40","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","38.0","0","36","2","36.25","38.25","-78","-78","38","48","-78","-78","-78","38","37","51","26","35","-1","6","1","11","16","11.600000000000001","0.0","0.4","0","14.09","1500","80","570","610","0","0","0.0","0.0","0.0","0.0","0.0","0.0"
"18.Nov.2018 22:40:29","2","1","2","2","1","0","0","0","0","0","0","40","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","35.0","0","36","2","35.75","35.75","-78","-78","38","48","-78","-78","-78","38","35","34","27","35","1","5","9","12","10","7.6000000000000005","0.0","0.0","0","14.45","1500","80","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0"
"18.Nov.2018 22:45:29","2","1","2","2","1","0","0","0","0","0","0","40","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","35.0","0","35","3","35.75","35.75","-78","-78","38","47","-78","-78","-78","38","35","29","27","34","1","6","11","11","10","7.6000000000000005","0.0","0.0","0","14.45","1550","80","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0"
"18.Nov.2018 22:50:29","2","1","2","2","1","0","0","0","0","0","0","40","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","35.0","0","35","3","35.25","35.25","-78","-78","38","47","-78","-78","-78","38","35","26","26","33","1","7","11","11","9","7.6000000000000005","0.0","0.0","0","14.45","1550","80","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0"
"18.Nov.2018 22:55:29","2","1","2","2","1","0","0","0","0","0","0","40","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","35.0","0","35","3","35.25","35.25","-78","-78","38","47","-78","-78","-78","38","35","24","26","33","2","7","11","11","9","8.0","0.0","0.0","0","14.45","1550","80","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0"
