Grupp;"Ajatempel (UTC)";Hind
fi;1559336400;33,21
fi;1559340000;15,63
fi;1559343600;13,1
fi;1559347200;6,86
fi;1559350800;4,93
fi;1559354400;3,92
fi;1559358000;4,98
fi;1559361600;17,02
fi;1559365200;22,39
fi;1559368800;29,61
fi;1559372400;28,68
fi;1559376000;26,42
fi;1559379600;25,28
fi;1559383200;26,69
fi;1559386800;22,4
fi;1559390400;18,33
fi;1559394000;24,71
fi;1559397600;26,91
fi;1559401200;29,09
fi;1559404800;33,04
fi;1559408400;32,7
fi;1559412000;30,08
fi;1559415600;32,29
fi;1559419200;32,02
fi;1559422800;20,77
fi;1559426400;4,99
fi;1559430000;4,76
fi;1559433600;3,55
fi;1559437200;2,85
fi;1559440800;2,3
fi;1559444400;2,96
fi;1559448000;4,77
fi;1559451600;22,64
fi;1559455200;25,22
fi;1559458800;29,91
fi;1559462400;30,94
fi;1559466000;30,07
fi;1559469600;24,97
fi;1559473200;20
fi;1559476800;16,34
fi;1559480400;20,03
fi;1559484000;24,17
fi;1559487600;31,28
fi;1559491200;37,92
fi;1559494800;37,42
fi;1559498400;36,91
fi;1559502000;38,91
fi;1559505600;41,36
fi;1559509200;29,85
fi;1559512800;25,93
fi;1559516400;22,78
fi;1559520000;20,78
fi;1559523600;19,97
fi;1559527200;19,17
fi;1559530800;24,04
fi;1559534400;48,09
fi;1559538000;121,1
fi;1559541600;159,96
fi;1559545200;82,5
fi;1559548800;69,62
fi;1559552400;69,54
fi;1559556000;69,74
fi;1559559600;69,32
fi;1559563200;62,57
fi;1559566800;44,83
fi;1559570400;35,6
fi;1559574000;36,74
fi;1559577600;46,7
fi;1559581200;48
fi;1559584800;35,79
fi;1559588400;33,23
fi;1559592000;31,08
fi;1559595600;15,98
fi;1559599200;2,91
fi;1559602800;3
fi;1559606400;3,21
fi;1559610000;3,22
fi;1559613600;2,92
fi;1559617200;19,99
fi;1559620800;42,95
fi;1559624400;50,29
fi;1559628000;55,43
fi;1559631600;54,91
fi;1559635200;50
fi;1559638800;48,47
fi;1559642400;47,73
fi;1559646000;46
fi;1559649600;45,75
fi;1559653200;34,47
fi;1559656800;34,61
fi;1559660400;36
fi;1559664000;45,75
fi;1559667600;48,62
fi;1559671200;34,74
fi;1559674800;33,28
fi;1559678400;31,54
fi;1559682000;21,34
fi;1559685600;26,82
fi;1559689200;25,23
fi;1559692800;19,96
fi;1559696400;16,13
fi;1559700000;6,08
fi;1559703600;20,41
fi;1559707200;54,7
fi;1559710800;64,95
fi;1559714400;95
fi;1559718000;76,04
fi;1559721600;127,25
fi;1559725200;98,1
fi;1559728800;96,29
fi;1559732400;96,09
fi;1559736000;72,81
fi;1559739600;42,01
fi;1559743200;38,93
fi;1559746800;54,81
fi;1559750400;63,57
fi;1559754000;58,49
fi;1559757600;38,25
fi;1559761200;31,45
fi;1559764800;26,92
fi;1559768400;6,53
fi;1559772000;2,19
fi;1559775600;2,7
fi;1559779200;2,42
fi;1559782800;2,38
fi;1559786400;1,83
fi;1559790000;2,39
fi;1559793600;45,14
fi;1559797200;58,43
fi;1559800800;70,29
fi;1559804400;68,19
fi;1559808000;66,07
fi;1559811600;63,8
fi;1559815200;68,7
fi;1559818800;63,78
fi;1559822400;57,19
fi;1559826000;43,67
fi;1559829600;35,36
fi;1559833200;45,19
fi;1559836800;55,11
fi;1559840400;57,26
fi;1559844000;35,72
fi;1559847600;24,99
fi;1559851200;34,98
fi;1559854800;30,16
fi;1559858400;7,87
fi;1559862000;10,92
fi;1559865600;10,75
fi;1559869200;10,36
fi;1559872800;4,83
fi;1559876400;34,5
fi;1559880000;61,02
fi;1559883600;90,05
fi;1559887200;149,99
fi;1559890800;120,99
fi;1559894400;149,95
fi;1559898000;99,49
fi;1559901600;149,99
fi;1559905200;88,81
fi;1559908800;75,27
fi;1559912400;44,19
fi;1559916000;28,66
fi;1559919600;50,28
fi;1559923200;60,07
fi;1559926800;56,76
fi;1559930400;28,81
fi;1559934000;24,56
fi;1559937600;19,12
fi;1559941200;17,35
fi;1559944800;25,1
fi;1559948400;17,01
fi;1559952000;11,74
fi;1559955600;5,99
fi;1559959200;3,85
fi;1559962800;15,74
fi;1559966400;28,03
fi;1559970000;40,37
fi;1559973600;37,28
fi;1559977200;39,33
fi;1559980800;39,49
fi;1559984400;15,85
fi;1559988000;13,98
fi;1559991600;11,54
fi;1559995200;10,5
fi;1559998800;12,95
fi;1560002400;14,43
fi;1560006000;22,9
fi;1560009600;22,97
fi;1560013200;11,43
fi;1560016800;5,53
fi;1560020400;4,92
fi;1560024000;3,88
fi;1560027600;4,9
fi;1560031200;4,54
fi;1560034800;2,42
fi;1560038400;1,85
fi;1560042000;0,83
fi;1560045600;0,51
fi;1560049200;0,86
fi;1560052800;1,92
fi;1560056400;2,9
fi;1560060000;11
fi;1560063600;24,96
fi;1560067200;29,41
fi;1560070800;24,24
fi;1560074400;14,6
fi;1560078000;13,26
fi;1560081600;14,57
fi;1560085200;12,5
fi;1560088800;11,73
fi;1560092400;13,34
fi;1560096000;17,66
fi;1560099600;20,37
fi;1560103200;18,09
fi;1560106800;19,53
fi;1560110400;14,79
fi;1560114000;9,53
fi;1560117600;1,76
fi;1560121200;1,16
fi;1560124800;1,49
fi;1560128400;1,65
fi;1560132000;1,61
fi;1560135600;3,08
fi;1560139200;25,13
fi;1560142800;32,53
fi;1560146400;34,95
fi;1560150000;34,07
fi;1560153600;34,41
fi;1560157200;34,26
fi;1560160800;33,12
fi;1560164400;30,9
fi;1560168000;27,3
fi;1560171600;27,45
fi;1560175200;28,08
fi;1560178800;30,76
fi;1560182400;32,11
fi;1560186000;32,1
fi;1560189600;29,03
fi;1560193200;24,29
fi;1560196800;18,94
fi;1560200400;13,2
fi;1560204000;14,86
fi;1560207600;9,69
fi;1560211200;10,04
fi;1560214800;4,4
fi;1560218400;3,21
fi;1560222000;11,61
fi;1560225600;36,09
fi;1560229200;59,94
fi;1560232800;67,05
fi;1560236400;66,23
fi;1560240000;65,85
fi;1560243600;69,23
fi;1560247200;66,82
fi;1560250800;61,16
fi;1560254400;52,89
fi;1560258000;31,62
fi;1560261600;30,48
fi;1560265200;35,86
fi;1560268800;58,66
fi;1560272400;45,07
fi;1560276000;28,11
fi;1560279600;20,73
fi;1560283200;7,77
fi;1560286800;3,36
fi;1560290400;2,05
