Grupp;"Ajatempel (UTC)";Hind
fi;1530392400;45,45
fi;1530396000;46,08
fi;1530399600;44,49
fi;1530403200;43,12
fi;1530406800;42,36
fi;1530410400;42,06
fi;1530414000;42,33
fi;1530417600;44,16
fi;1530421200;45,02
fi;1530424800;45,42
fi;1530428400;45,57
fi;1530432000;45,97
fi;1530435600;46,03
fi;1530439200;46,02
fi;1530442800;45,82
fi;1530446400;45,61
fi;1530450000;46
fi;1530453600;45,92
fi;1530457200;46,25
fi;1530460800;46,79
fi;1530464400;48,37
fi;1530468000;48,91
fi;1530471600;47,04
fi;1530475200;48,04
fi;1530478800;46,53
fi;1530482400;47,7
fi;1530486000;46,21
fi;1530489600;45,91
fi;1530493200;45,39
fi;1530496800;44,28
fi;1530500400;46
fi;1530504000;49,49
fi;1530507600;50,96
fi;1530511200;54,02
fi;1530514800;52,14
fi;1530518400;50,82
fi;1530522000;50,79
fi;1530525600;51,35
fi;1530529200;50,9
fi;1530532800;50,94
fi;1530536400;50,68
fi;1530540000;50,46
fi;1530543600;51,99
fi;1530547200;55,24
fi;1530550800;58,44
fi;1530554400;53,24
fi;1530558000;52,96
fi;1530561600;51,32
fi;1530565200;48,94
fi;1530568800;48,53
fi;1530572400;46,9
fi;1530576000;45,18
fi;1530579600;44,77
fi;1530583200;44,56
fi;1530586800;46,79
fi;1530590400;50,21
fi;1530594000;56,43
fi;1530597600;60,4
fi;1530601200;57,89
fi;1530604800;58,34
fi;1530608400;56
fi;1530612000;59,1
fi;1530615600;55,95
fi;1530619200;55,73
fi;1530622800;53,86
fi;1530626400;51,78
fi;1530630000;52,99
fi;1530633600;54,94
fi;1530637200;55,39
fi;1530640800;52,54
fi;1530644400;51,74
fi;1530648000;52,22
fi;1530651600;50,28
fi;1530655200;47,99
fi;1530658800;46,24
fi;1530662400;45,8
fi;1530666000;46,02
fi;1530669600;45,44
fi;1530673200;47,79
fi;1530676800;51,16
fi;1530680400;57,44
fi;1530684000;60,68
