Grupp;"Ajatempel (UTC)";Hind
fi;1541023200;40,34
fi;1541026800;41,05
fi;1541030400;41,1
fi;1541034000;40,59
fi;1541037600;40,09
fi;1541041200;40,07
fi;1541044800;42,78
fi;1541048400;44,03
fi;1541052000;44,55
fi;1541055600;45,33
fi;1541059200;45,05
fi;1541062800;45,37
fi;1541066400;45,91
fi;1541070000;46,93
fi;1541073600;49,6
fi;1541077200;47,95
fi;1541080800;47,31
fi;1541084400;49,17
fi;1541088000;54,1
fi;1541091600;54,07
fi;1541095200;47,03
fi;1541098800;45,94
fi;1541102400;44,7
fi;1541106000;43,8
fi;1541109600;41,87
fi;1541113200;42,22
fi;1541116800;40,98
fi;1541120400;40,8
fi;1541124000;40,55
fi;1541127600;41,16
fi;1541131200;44,04
fi;1541134800;46,08
fi;1541138400;48,71
fi;1541142000;51,87
fi;1541145600;47,26
fi;1541149200;45,78
fi;1541152800;45,06
fi;1541156400;45,26
fi;1541160000;46,34
fi;1541163600;47,88
fi;1541167200;47,04
fi;1541170800;47,91
fi;1541174400;49,3
fi;1541178000;47,99
fi;1541181600;44,89
fi;1541185200;44,2
fi;1541188800;43,94
fi;1541192400;43,45
fi;1541196000;42,54
fi;1541199600;42,87
fi;1541203200;42,15
fi;1541206800;41,7
fi;1541210400;41,64
fi;1541214000;41,92
fi;1541217600;42,85
fi;1541221200;43,08
fi;1541224800;43,43
fi;1541228400;44,05
fi;1541232000;44,8
fi;1541235600;44,97
fi;1541239200;44,85
fi;1541242800;44,44
fi;1541246400;44,31
fi;1541250000;44,63
fi;1541253600;44,7
fi;1541257200;45,17
fi;1541260800;45,54
fi;1541264400;45,39
fi;1541268000;44,78
fi;1541271600;44,21
fi;1541275200;43,74
fi;1541278800;42,33
fi;1541282400;41,44
fi;1541286000;42,44
fi;1541289600;42,06
fi;1541293200;41,9
fi;1541296800;41,19
fi;1541300400;41,04
fi;1541304000;41,34
fi;1541307600;41,95
fi;1541311200;43,13
fi;1541314800;44,03
fi;1541318400;44,51
fi;1541322000;44,7
fi;1541325600;44,66
fi;1541329200;44,53
fi;1541332800;44,42
fi;1541336400;44,36
fi;1541340000;44,43
fi;1541343600;44,94
fi;1541347200;45,28
fi;1541350800;45,15
fi;1541354400;44,89
fi;1541358000;44,6
fi;1541361600;44,01
fi;1541365200;43,64
fi;1541368800;42,1
fi;1541372400;40,54
fi;1541376000;41,63
fi;1541379600;41,75
fi;1541383200;40,95
fi;1541386800;40,58
fi;1541390400;42,53
fi;1541394000;45,48
fi;1541397600;49,03
fi;1541401200;51,74
fi;1541404800;49,87
fi;1541408400;51,22
fi;1541412000;51,75
fi;1541415600;51,06
fi;1541419200;50,43
fi;1541422800;50,41
fi;1541426400;51,99
fi;1541430000;61,86
fi;1541433600;50,45
fi;1541437200;48,97
fi;1541440800;47,2
fi;1541444400;46,91
fi;1541448000;46,31
fi;1541451600;44,76
fi;1541455200;43
fi;1541458800;42,92
fi;1541462400;42,39
fi;1541466000;42,23
fi;1541469600;42,14
fi;1541473200;42,52
fi;1541476800;45,29
fi;1541480400;49,66
fi;1541484000;54,92
fi;1541487600;56,93
fi;1541491200;50,58
fi;1541494800;49,71
fi;1541498400;49,73
fi;1541502000;49,93
fi;1541505600;52
fi;1541509200;51,94
fi;1541512800;55,98
fi;1541516400;66,89
fi;1541520000;74,68
fi;1541523600;72,94
fi;1541527200;52,06
fi;1541530800;47,26
fi;1541534400;46,6
fi;1541538000;45,58
fi;1541541600;43,87
fi;1541545200;43,45
fi;1541548800;42,51
fi;1541552400;41,59
fi;1541556000;40,64
fi;1541559600;41,77
fi;1541563200;43,77
fi;1541566800;49,57
fi;1541570400;60,38
fi;1541574000;62,64
fi;1541577600;54,87
fi;1541581200;50,48
fi;1541584800;50,62
fi;1541588400;53,54
fi;1541592000;58,98
fi;1541595600;58,95
fi;1541599200;64,04
fi;1541602800;67,7
fi;1541606400;70,99
fi;1541610000;68,61
fi;1541613600;55,41
fi;1541617200;46,74
fi;1541620800;46,82
fi;1541624400;44,79
fi;1541628000;43,53
fi;1541631600;43,73
fi;1541635200;43,33
fi;1541638800;42,89
fi;1541642400;42,92
fi;1541646000;43,5
fi;1541649600;45,66
fi;1541653200;53,54
fi;1541656800;58,92
fi;1541660400;68,95
fi;1541664000;50,56
fi;1541667600;48,3
fi;1541671200;48,75
fi;1541674800;50,96
fi;1541678400;59,57
fi;1541682000;60,99
fi;1541685600;68,49
fi;1541689200;72,63
fi;1541692800;92,18
fi;1541696400;90,06
fi;1541700000;49,11
fi;1541703600;47,85
fi;1541707200;47,28
fi;1541710800;45,02
fi;1541714400;43,84
fi;1541718000;44,8
fi;1541721600;44,14
fi;1541725200;43,66
fi;1541728800;43,7
fi;1541732400;44,08
fi;1541736000;46,1
fi;1541739600;47,3
fi;1541743200;55,12
fi;1541746800;58,92
fi;1541750400;50,94
fi;1541754000;49,92
fi;1541757600;49,53
fi;1541761200;50,45
fi;1541764800;52,94
fi;1541768400;52,42
fi;1541772000;54,91
fi;1541775600;54,94
fi;1541779200;53,92
fi;1541782800;51,13
fi;1541786400;46,94
fi;1541790000;45,62
fi;1541793600;45,38
fi;1541797200;44,26
fi;1541800800;42,71
fi;1541804400;42,69
fi;1541808000;41,48
fi;1541811600;40,49
fi;1541815200;40,03
