Grupp;"Ajatempel (UTC)";Hind
fi;1564606800;40,45
fi;1564610400;39
fi;1564614000;37,98
fi;1564617600;37,44
fi;1564621200;37,26
fi;1564624800;37,37
fi;1564628400;38,39
fi;1564632000;55,19
fi;1564635600;66,81
fi;1564639200;65,56
fi;1564642800;66,16
fi;1564646400;69,85
fi;1564650000;69,61
fi;1564653600;67,95
fi;1564657200;67,98
fi;1564660800;66,23
fi;1564664400;64,78
fi;1564668000;63,69
fi;1564671600;60,31
fi;1564675200;63,41
fi;1564678800;63,38
fi;1564682400;49,97
fi;1564686000;41,19
fi;1564689600;40,09
fi;1564693200;39,61
fi;1564696800;39,04
fi;1564700400;38,89
fi;1564704000;38,2
fi;1564707600;37,93
fi;1564711200;38,1
fi;1564714800;39,88
fi;1564718400;59,49
fi;1564722000;63,46
fi;1564725600;65,83
fi;1564729200;65,46
fi;1564732800;64,74
fi;1564736400;65,32
fi;1564740000;66,9
fi;1564743600;65,66
fi;1564747200;63,76
fi;1564750800;63,08
fi;1564754400;64,02
fi;1564758000;66,86
fi;1564761600;66,26
fi;1564765200;66,69
fi;1564768800;47,82
fi;1564772400;41,58
fi;1564776000;40,76
fi;1564779600;39,98
fi;1564783200;38,96
fi;1564786800;38,16
fi;1564790400;38,05
fi;1564794000;37,74
fi;1564797600;37,66
fi;1564801200;37,87
fi;1564804800;38,11
fi;1564808400;38,41
fi;1564812000;38,97
fi;1564815600;39,73
fi;1564819200;39,87
fi;1564822800;39,61
fi;1564826400;39,42
fi;1564830000;39,14
fi;1564833600;38,95
fi;1564837200;38,91
fi;1564840800;38,89
fi;1564844400;38,96
fi;1564848000;39,75
fi;1564851600;41,08
fi;1564855200;41,02
fi;1564858800;40,59
fi;1564862400;40,84
fi;1564866000;39,47
fi;1564869600;38,93
fi;1564873200;38,04
fi;1564876800;37,45
fi;1564880400;37,18
fi;1564884000;37,06
fi;1564887600;36,48
fi;1564891200;37,4
fi;1564894800;38,09
fi;1564898400;38,69
fi;1564902000;39,63
fi;1564905600;40,03
