Jaam,Õhutemperatuur (°C),Suhteline õhuniiskus (%),Õhurõhk merepinnal (hPa),Õhurõhu muutus (hPa),Tuul suund (°),Tuul kiirus (m/s),Tuul max kiirus (m/s),Pilvisus (palli),Hetkeilm (sensor),Hetkeilm (vaatleja),Sademed (mm),Nähtavus (km),timestamp
Valga,16.4,26,1000.6,-2.1,252,4.9,9.6,,nähtusteta,,0.0,25.0,2019-05-01 19:00:00
Valga,15.1,30,999.8,-2.2,274,2.2,7.7,,nähtusteta,,0.0,35.0,2019-05-01 20:00:00
Valga,11.3,42,999.1,-2.1,186,0.4,2.6,,nähtusteta,,0.0,29.2,2019-05-01 21:00:00
Valga,8.4,56,998.2,-2.4,208,0.5,0.8,,nähtusteta,,0.0,33.4,2019-05-01 22:00:00
Valga,7.3,65,997.7,-2.1,273,2.1,3.7,,nähtusteta,,0.0,29.1,2019-05-01 23:00:00
Valga,6.1,69,996.8,-2.3,237,0.8,2.7,,nähtusteta,,0.0,24.6,2019-05-02 0:00:00
Valga,4.9,70,995.8,-2.4,233,1.1,1.6,,nähtusteta,,0.0,22.4,2019-05-02 1:00:00
Valga,3.9,75,994.8,-2.9,233,1.1,2.1,,nähtusteta,,0.0,18.0,2019-05-02 2:00:00
Valga,4.4,71,993.7,-3.1,189,0.6,1.5,,nähtusteta,,0.0,22.9,2019-05-02 3:00:00
Valga,5.4,65,992.3,-3.5,198,1.4,2.2,,nähtusteta,,0.0,35.0,2019-05-02 4:00:00
Valga,5.7,64,991.0,-3.8,195,1.5,3.3,,nähtusteta,,0.0,35.0,2019-05-02 5:00:00
Valga,6.5,63,990.2,-3.5,224,2.4,4.9,,mõõdukas vihm,,0.0,13.3,2019-05-02 6:00:00
Valga,5.1,91,989.2,-3.1,191,2.0,5.5,,nõrk vihm,,1.0,11.7,2019-05-02 7:00:00
Valga,5.3,96,988.3,-2.7,216,2.1,4.3,,nõrk vihm,,1.1,11.3,2019-05-02 8:00:00
Valga,6.0,98,987.6,-2.6,205,2.7,4.2,,nõrk hoogvihm,,0.2,1.9,2019-05-02 9:00:00
Valga,6.8,98,987.0,-2.2,230,2.9,5.8,,sademed,,0.1,3.3,2019-05-02 10:00:00
Valga,7.7,95,986.6,-1.7,232,3.4,6.0,,nähtusteta,,0.0,13.0,2019-05-02 11:00:00
Valga,8.8,89,986.1,-1.5,227,3.2,6.1,,nähtusteta,,0.0,24.3,2019-05-02 12:00:00
Valga,9.3,90,985.4,-1.6,221,4.0,8.6,,nõrk vihm,,0.2,20.2,2019-05-02 13:00:00
Valga,9.3,93,984.3,-2.3,185,4.0,6.8,,nõrk vihm,,0.4,9.0,2019-05-02 14:00:00
Valga,9.6,88,983.9,-2.2,234,5.9,12.0,,vihm,,0.3,22.3,2019-05-02 15:00:00
Valga,8.7,92,983.7,-1.7,232,5.6,13.6,,mõõdukas hoogvihm,,1.1,10.0,2019-05-02 16:00:00
Valga,8.4,92,983.3,-1.0,221,5.5,11.6,,mõõdukas vihm,,1.1,11.0,2019-05-02 17:00:00
Valga,8.7,89,982.9,-1.0,230,5.5,10.8,,nõrk vihm,,0.6,29.4,2019-05-02 18:00:00
Valga,7.8,86,983.2,-0.5,259,6.5,14.8,,mõõdukas hoogvihm,,0.3,35.0,2019-05-02 19:00:00
Valga,6.7,85,984.1,0.8,264,5.7,15.3,,nähtusteta,,0.0,35.0,2019-05-02 20:00:00
Valga,5.7,81,984.9,2.0,261,5.7,14.9,,nähtusteta,,0.0,35.0,2019-05-02 21:00:00
Valga,5.2,81,985.5,2.3,249,4.7,15.2,,nähtusteta,,0.0,35.0,2019-05-02 22:00:00
Valga,4.6,74,986.0,1.9,259,7.3,13.7,,nähtusteta,,0.0,35.0,2019-05-02 23:00:00
Valga,4.1,72,986.4,1.5,265,6.7,13.3,,nähtusteta,,0.0,35.0,2019-05-03 0:00:00
Valga,4.1,75,986.6,1.1,251,6.3,12.4,,nähtusteta,,0.0,35.0,2019-05-03 1:00:00
Valga,3.2,83,986.8,0.8,239,5.7,12.5,,nähtusteta,,0.0,35.0,2019-05-03 2:00:00
Valga,2.7,87,987.3,0.9,242,5.2,12.9,,nähtusteta,,0.0,35.0,2019-05-03 3:00:00
Valga,3.1,84,987.8,1.2,256,5.0,12.9,,vihm,,0.2,35.0,2019-05-03 4:00:00
Valga,3.1,81,988.2,1.4,254,5.6,12.9,,nähtusteta,,0.0,35.0,2019-05-03 5:00:00
Valga,2.8,82,988.9,1.6,250,5.2,11.2,,nähtusteta,,0.0,35.0,2019-05-03 6:00:00
Valga,0.3,97,990.3,2.5,293,2.6,9.7,,nõrk hooglumi,,1.0,1.7,2019-05-03 7:00:00
Valga,1.6,93,991.1,2.9,262,2.8,5.4,,lumi,,0.2,35.0,2019-05-03 8:00:00
Valga,1.7,89,992.0,3.1,257,6.3,12.7,,nõrk vihm,,0.0,11.0,2019-05-03 9:00:00
Valga,1.3,92,993.1,2.8,280,4.3,10.6,,nõrk hooglumi,,0.6,17.8,2019-05-03 10:00:00
Valga,2.3,91,993.8,2.7,276,6.4,11.5,,nõrk hoogvihm,,0.3,35.0,2019-05-03 11:00:00
Valga,1.7,88,995.1,3.1,288,5.4,13.8,,nõrk hoogvihm,,0.0,35.0,2019-05-03 12:00:00
Valga,4.5,58,996.1,3.0,293,6.5,12.8,,nähtusteta,,0.0,27.7,2019-05-03 13:00:00
Valga,4.8,56,997.3,3.5,262,5.9,13.1,,nähtusteta,,0.0,35.0,2019-05-03 14:00:00
Valga,4.6,56,998.1,3.0,286,7.7,11.7,,nähtusteta,,0.0,35.0,2019-05-03 15:00:00
Valga,4.4,62,999.0,2.9,252,4.8,11.4,,nõrk hooglumi,,0.0,35.0,2019-05-03 16:00:00
Valga,3.0,84,999.9,2.6,305,4.0,13.5,,nõrk hoogvihm,,0.0,35.0,2019-05-03 17:00:00
Valga,5.1,56,1000.2,2.1,295,4.7,9.2,,nähtusteta,,0.0,35.0,2019-05-03 18:00:00
Valga,4.3,62,1000.8,1.8,261,3.8,8.8,,nähtusteta,,0.0,35.0,2019-05-03 19:00:00
Valga,3.9,59,1001.6,1.7,276,3.9,8.1,,vihm,,0.0,35.0,2019-05-03 20:00:00
Valga,3.1,67,1002.1,1.9,261,1.9,7.3,,nähtusteta,,0.0,35.0,2019-05-03 21:00:00
Valga,2.5,68,1002.4,1.6,244,1.7,4.9,,nähtusteta,,0.0,35.0,2019-05-03 22:00:00
Valga,1.7,75,1002.7,1.1,237,2.3,4.4,,nähtusteta,,0.0,35.0,2019-05-03 23:00:00
Valga,1.0,89,1003.1,1.0,239,3.0,5.7,,nähtusteta,,0.0,35.0,2019-05-04 0:00:00
Valga,0.9,91,1003.7,1.3,242,2.3,5.8,,lumi,,0.0,35.0,2019-05-04 1:00:00
Valga,0.1,95,1003.8,1.1,217,2.2,4.8,,nõrk lumi,,0.0,19.2,2019-05-04 2:00:00
Valga,0.1,97,1004.1,1.0,201,2.6,4.2,,nähtusteta,,0.0,28.6,2019-05-04 3:00:00
Valga,-0.4,96,1004.2,0.5,193,2.1,4.2,,nähtusteta,,0.0,21.0,2019-05-04 4:00:00
Valga,-0.3,96,1004.4,0.6,161,1.1,2.5,,nähtusteta,,0.0,35.0,2019-05-04 5:00:00
Valga,-0.1,92,1004.3,0.2,150,1.5,2.9,,nähtusteta,,0.0,32.3,2019-05-04 6:00:00
Valga,0.3,90,1004.2,0.0,173,1.9,3.3,,nähtusteta,,0.0,35.0,2019-05-04 7:00:00
Valga,2.0,83,1004.1,-0.3,174,2.2,3.6,,nähtusteta,,0.0,35.0,2019-05-04 8:00:00
Valga,4.7,65,1004.0,-0.3,173,3.6,7.1,,nähtusteta,,0.0,35.0,2019-05-04 9:00:00
Valga,5.9,62,1004.0,-0.2,190,4.5,7.8,,nähtusteta,,0.0,35.0,2019-05-04 10:00:00
Valga,5.7,56,1004.0,-0.1,198,4.6,8.4,,nähtusteta,,0.0,35.0,2019-05-04 11:00:00
Valga,7.8,50,1003.5,-0.5,203,5.0,7.6,,nähtusteta,,0.0,35.0,2019-05-04 12:00:00
Valga,8.5,48,1003.3,-0.7,174,4.5,9.4,,nähtusteta,,0.0,28.5,2019-05-04 13:00:00
Valga,8.9,46,1003.2,-0.8,182,5.1,9.4,,nähtusteta,,0.0,35.0,2019-05-04 14:00:00
Valga,9.2,45,1003.2,-0.3,193,5.2,9.0,,nähtusteta,,0.0,35.0,2019-05-04 15:00:00
Valga,5.5,85,1004.6,1.3,216,5.1,12.7,,mõõdukas hoogvihm,,0.0,31.3,2019-05-04 16:00:00
Valga,6.1,83,1004.3,1.1,198,4.5,8.7,,vihm,,0.0,35.0,2019-05-04 17:00:00
Valga,6.1,84,1005.2,2.0,208,3.9,7.3,,nõrk hoogvihm,,0.0,22.8,2019-05-04 18:00:00
Valga,4.0,90,1005.4,0.8,199,1.2,13.5,,vihm,,1.1,35.0,2019-05-04 19:00:00
Valga,4.9,87,1006.0,1.7,230,1.4,3.7,,nähtusteta,,0.0,28.5,2019-05-04 20:00:00
Valga,4.0,92,1006.5,1.3,231,1.8,4.2,,vihm,,0.9,11.4,2019-05-04 21:00:00
Valga,2.7,95,1006.9,1.5,198,2.4,4.5,,vihm,,0.1,29.8,2019-05-04 22:00:00
Valga,1.8,97,1007.2,1.2,194,1.1,4.0,,nähtusteta,,0.0,13.7,2019-05-04 23:00:00
Valga,1.5,97,1007.4,0.9,168,1.4,2.7,,nähtusteta,,0.0,27.7,2019-05-05 0:00:00
Valga,1.1,96,1007.4,0.5,161,1.2,2.1,,nähtusteta,,0.0,33.6,2019-05-05 1:00:00
Valga,1.4,96,1007.6,0.4,209,1.4,2.1,,nähtusteta,,0.0,23.7,2019-05-05 2:00:00
Valga,1.3,95,1008.1,0.7,210,1.4,2.4,,nähtusteta,,0.0,28.3,2019-05-05 3:00:00
Valga,1.8,96,1008.5,1.1,211,1.1,1.8,,nähtusteta,,0.0,24.8,2019-05-05 4:00:00
Valga,2.0,93,1009.0,1.4,216,1.6,2.2,,nähtusteta,,0.0,35.0,2019-05-05 5:00:00
Valga,1.8,94,1009.1,1.0,311,0.8,1.7,,nähtusteta,,0.0,35.0,2019-05-05 6:00:00
Valga,2.5,92,1009.4,0.9,197,0.4,1.6,,nähtusteta,,0.0,35.0,2019-05-05 7:00:00
Valga,3.2,87,1009.7,0.7,174,1.2,1.8,,nähtusteta,,0.0,31.2,2019-05-05 8:00:00
Valga,3.8,89,1010.1,1.0,154,1.1,2.3,,nõrk hoogvihm,,0.0,32.6,2019-05-05 9:00:00
Valga,3.8,85,1010.5,1.1,179,1.9,3.1,,nõrk hoogvihm,,0.1,13.8,2019-05-05 10:00:00
Valga,4.0,90,1010.9,1.2,157,1.1,2.7,,nõrk vihm,,0.5,12.4,2019-05-05 11:00:00
Valga,3.3,87,1011.3,1.2,254,1.3,2.5,,mõõdukas vihm,,0.8,12.0,2019-05-05 12:00:00
Valga,3.1,91,1011.5,1.0,327,0.6,2.2,,mõõdukas vihm,,1.6,8.5,2019-05-05 13:00:00
Valga,3.1,91,1012.1,1.2,333,1.1,2.1,,nõrk vihm,,0.9,28.2,2019-05-05 14:00:00
Valga,3.5,90,1012.2,0.9,354,1.4,2.6,,nõrk vihm,,0.7,19.0,2019-05-05 15:00:00
Valga,3.9,89,1012.3,0.8,316,0.9,2.7,,vihm,,0.2,35.0,2019-05-05 16:00:00
Valga,4.9,86,1012.3,0.2,268,1.1,3.1,,nähtusteta,,0.0,35.0,2019-05-05 17:00:00
Valga,5.3,80,1012.4,0.2,297,1.7,3.3,,nähtusteta,,0.0,35.0,2019-05-05 18:00:00
Valga,6.0,79,1012.5,0.2,240,1.9,3.3,,nähtusteta,,0.0,29.9,2019-05-05 19:00:00
Valga,5.6,78,1012.6,0.3,231,1.7,3.1,,nähtusteta,,0.0,35.0,2019-05-05 20:00:00
Valga,4.5,85,1012.8,0.4,221,1.3,2.3,,nähtusteta,,0.0,25.2,2019-05-05 21:00:00
Valga,2.1,97,1013.3,0.8,240,1.0,1.9,,nähtusteta,,0.0,14.8,2019-05-05 22:00:00
Valga,0.7,99,1013.6,1.0,265,1.0,1.8,,nähtusteta,,0.0,18.2,2019-05-05 23:00:00
Valga,-0.2,99,1013.9,1.1,205,0.4,2.0,,udu,,0.0,0.29,2019-05-06 0:00:00
Valga,-0.9,99,1014.2,0.9,237,0.2,1.1,,udu,,0.0,4.7,2019-05-06 1:00:00
Valga,-1.6,99,1014.4,0.8,224,0.3,0.9,,uduvine,,0.0,5.5,2019-05-06 2:00:00
Valga,-1.7,99,1014.6,0.7,214,1.1,1.5,,uduvine,,0.0,3.3,2019-05-06 3:00:00
Valga,-2.2,99,1014.9,0.7,185,0.9,1.4,,uduvine,,0.0,2.4,2019-05-06 4:00:00
Valga,-2.5,99,1015.1,0.7,258,0.3,0.8,,udu,,0.0,0.22,2019-05-06 5:00:00
Valga,-2.8,100,1015.3,0.7,332,0.3,1.2,,udu,,0.0,0.86,2019-05-06 6:00:00
Valga,-1.2,96,1015.4,0.5,62,0.6,1.0,,udu,,0.0,18.7,2019-05-06 7:00:00
Valga,2.5,84,1015.3,0.2,178,0.3,1.5,,nähtusteta,,0.0,30.0,2019-05-06 8:00:00
Valga,4.9,74,1015.4,0.1,241,0.5,1.1,,nähtusteta,,0.0,35.0,2019-05-06 9:00:00
Valga,6.6,59,1015.4,0.0,193,0.7,1.9,,nähtusteta,,0.0,35.0,2019-05-06 10:00:00
Valga,8.4,54,1015.2,-0.1,89,1.8,3.9,,nähtusteta,,0.0,30.0,2019-05-06 11:00:00
Valga,8.5,49,1015.1,-0.3,149,2.1,4.0,,nähtusteta,,0.0,35.0,2019-05-06 12:00:00
Valga,10.3,48,1014.8,-0.6,100,1.7,4.8,,nähtusteta,,0.0,35.0,2019-05-06 13:00:00
Valga,10.7,41,1014.3,-0.9,33,1.5,4.2,,nähtusteta,,0.0,35.0,2019-05-06 14:00:00
Valga,11.3,42,1014.0,-1.1,30,2.0,5.4,,nähtusteta,,0.0,35.0,2019-05-06 15:00:00
Valga,11.5,39,1013.6,-1.2,61,3.6,6.7,,nähtusteta,,0.0,35.0,2019-05-06 16:00:00
Valga,11.8,40,1013.0,-1.3,103,2.2,5.1,,nähtusteta,,0.0,22.1,2019-05-06 17:00:00
Valga,12.4,39,1012.7,-1.3,67,1.9,6.0,,nähtusteta,,0.0,29.3,2019-05-06 18:00:00
Valga,11.5,38,1012.3,-1.3,55,3.2,5.0,,nähtusteta,,0.0,35.0,2019-05-06 19:00:00
Valga,10.1,43,1012.4,-0.6,90,3.5,5.8,,nähtusteta,,0.0,35.0,2019-05-06 20:00:00
Valga,9.1,43,1012.4,-0.3,90,1.9,4.9,,nähtusteta,,0.0,35.0,2019-05-06 21:00:00
Valga,7.5,51,1012.2,-0.1,66,1.2,4.0,,nähtusteta,,0.0,35.0,2019-05-06 22:00:00
Valga,4.9,69,1012.0,-0.4,354,0.7,1.5,,nähtusteta,,0.0,35.0,2019-05-06 23:00:00
Valga,4.2,75,1011.9,-0.5,63,0.8,1.1,,nähtusteta,,0.0,35.0,2019-05-07 0:00:00
Valga,3.6,82,1011.5,-0.7,355,0.3,0.8,,nähtusteta,,0.0,35.0,2019-05-07 1:00:00
Valga,3.5,87,1010.8,-1.2,310,0.5,1.0,,nähtusteta,,0.0,35.0,2019-05-07 2:00:00
Valga,3.5,90,1010.2,-1.7,298,0.9,1.2,,nähtusteta,,0.0,35.0,2019-05-07 3:00:00
Valga,3.6,90,1009.7,-1.8,269,0.8,1.2,,nähtusteta,,0.0,35.0,2019-05-07 4:00:00
Valga,3.8,87,1009.4,-1.4,291,1.0,1.3,,nähtusteta,,0.0,35.0,2019-05-07 5:00:00
Valga,4.5,82,1009.0,-1.2,111,2.1,3.6,,nähtusteta,,0.0,35.0,2019-05-07 6:00:00
Valga,5.2,73,1009.1,-0.6,235,1.8,4.6,,nähtusteta,,0.0,35.0,2019-05-07 7:00:00
Valga,5.5,79,1009.0,-0.4,221,1.0,3.1,,nõrk hoogvihm,,0.0,35.0,2019-05-07 8:00:00
Valga,7.3,71,1008.5,-0.5,83,0.4,1.3,,vihm,,0.0,35.0,2019-05-07 9:00:00
Valga,8.8,56,1008.2,-0.9,336,0.6,2.7,,nähtusteta,,0.0,35.0,2019-05-07 10:00:00
Valga,8.8,58,1008.5,-0.5,270,2.5,4.4,,nähtusteta,,0.0,35.0,2019-05-07 11:00:00
Valga,10.1,54,1008.5,0.0,219,3.1,5.7,,nähtusteta,,0.0,35.0,2019-05-07 12:00:00
Valga,9.8,54,1008.5,0.3,270,4.0,7.0,,nähtusteta,,0.0,35.0,2019-05-07 13:00:00
Valga,10.0,51,1008.9,0.4,280,4.3,8.4,,nähtusteta,,0.0,35.0,2019-05-07 14:00:00
Valga,11.8,41,1008.8,0.3,267,5.1,9.0,,nähtusteta,,0.0,35.0,2019-05-07 15:00:00
Valga,10.7,46,1009.2,0.7,291,5.9,10.1,,nähtusteta,,0.0,35.0,2019-05-07 16:00:00
Valga,11.1,40,1009.6,0.7,270,4.9,10.2,,nähtusteta,,0.0,35.0,2019-05-07 17:00:00
Valga,10.9,36,1009.9,1.1,291,5.4,9.8,,nähtusteta,,0.0,34.1,2019-05-07 18:00:00
Valga,10.2,38,1010.3,1.1,282,5.4,10.4,,nähtusteta,,0.0,35.0,2019-05-07 19:00:00
Valga,9.2,43,1010.7,1.1,301,3.6,9.5,,nähtusteta,,0.0,35.0,2019-05-07 20:00:00
Valga,7.4,57,1011.8,1.9,303,3.1,7.7,,nähtusteta,,0.0,35.0,2019-05-07 21:00:00
Valga,5.2,69,1012.6,2.3,292,1.7,5.3,,nähtusteta,,0.0,35.0,2019-05-07 22:00:00
Valga,2.4,83,1013.1,2.4,295,1.2,2.6,,nähtusteta,,0.0,35.0,2019-05-07 23:00:00
Valga,1.2,91,1013.3,1.5,288,0.7,1.6,,nähtusteta,,0.0,35.0,2019-05-08 0:00:00
Valga,0.2,94,1013.7,1.1,233,0.8,1.3,,nähtusteta,,0.0,21.9,2019-05-08 1:00:00
Valga,-0.7,95,1014.2,1.1,220,0.7,1.7,,nähtusteta,,0.0,31.6,2019-05-08 2:00:00
Valga,-0.5,92,1014.4,1.1,232,1.3,2.0,,nähtusteta,,0.0,33.3,2019-05-08 3:00:00
Valga,-0.3,90,1014.7,1.0,206,1.4,2.4,,nähtusteta,,0.0,33.5,2019-05-08 4:00:00
Valga,-0.4,89,1014.8,0.6,212,1.1,2.2,,nähtusteta,,0.0,35.0,2019-05-08 5:00:00
Valga,-0.3,89,1015.1,0.7,203,1.5,2.2,,nähtusteta,,0.0,30.1,2019-05-08 6:00:00
Valga,1.3,85,1015.4,0.7,203,2.5,3.5,,nähtusteta,,0.0,33.4,2019-05-08 7:00:00
Valga,4.3,82,1015.3,0.5,244,2.1,4.3,,nähtusteta,,0.0,35.0,2019-05-08 8:00:00
Valga,6.0,74,1015.4,0.3,248,2.6,5.3,,nähtusteta,,0.0,35.0,2019-05-08 9:00:00
Valga,8.0,62,1015.5,0.1,231,2.2,4.3,,nähtusteta,,0.0,35.0,2019-05-08 10:00:00
Valga,10.0,44,1015.8,0.5,250,2.5,5.7,,nähtusteta,,0.0,35.0,2019-05-08 11:00:00
Valga,10.4,39,1016.1,0.7,267,4.6,7.5,,nähtusteta,,0.0,35.0,2019-05-08 12:00:00
Valga,11.2,39,1016.3,0.8,258,3.9,8.2,,nähtusteta,,0.0,35.0,2019-05-08 13:00:00
Valga,11.5,37,1016.2,0.4,267,4.5,7.8,,nähtusteta,,0.0,35.0,2019-05-08 14:00:00
Valga,12.1,40,1016.2,0.1,260,3.0,6.4,,nähtusteta,,0.0,35.0,2019-05-08 15:00:00
Valga,13.0,36,1016.2,-0.1,275,2.4,7.0,,nähtusteta,,0.0,35.0,2019-05-08 16:00:00
Valga,13.0,33,1016.1,-0.1,238,3.3,7.6,,nähtusteta,,0.0,35.0,2019-05-08 17:00:00
Valga,12.8,34,1016.0,-0.2,204,1.4,5.5,,nähtusteta,,0.0,35.0,2019-05-08 18:00:00
Valga,12.2,32,1016.1,-0.1,292,2.5,5.3,,nähtusteta,,0.0,35.0,2019-05-08 19:00:00
Valga,13.1,28,1016.2,0.1,317,0.2,4.2,,nähtusteta,,0.0,35.0,2019-05-08 20:00:00
Valga,10.3,37,1016.5,0.5,315,1.0,2.1,,nähtusteta,,0.0,35.0,2019-05-08 21:00:00
Valga,5.6,60,1016.8,0.7,333,1.1,2.0,,nähtusteta,,0.0,35.0,2019-05-08 22:00:00
Valga,4.1,66,1017.1,0.9,20,0.8,2.7,,nähtusteta,,0.0,35.0,2019-05-08 23:00:00
Valga,3.1,71,1017.4,0.9,51,0.9,1.6,,nähtusteta,,0.0,35.0,2019-05-09 0:00:00
Valga,1.8,78,1017.8,1.0,65,1.7,2.4,,nähtusteta,,0.0,35.0,2019-05-09 1:00:00
Valga,0.7,85,1018.1,1.0,15,0.9,2.6,,nähtusteta,,0.0,35.0,2019-05-09 2:00:00
Valga,0.7,83,1018.1,0.7,39,2.0,2.8,,nähtusteta,,0.0,35.0,2019-05-09 3:00:00
Valga,0.6,84,1018.3,0.5,53,1.6,2.9,,nähtusteta,,0.0,35.0,2019-05-09 4:00:00
Valga,-0.3,87,1018.3,0.2,75,1.6,2.9,,nähtusteta,,0.0,35.0,2019-05-09 5:00:00
Valga,1.6,76,1018.5,0.4,55,1.6,2.9,,nähtusteta,,0.0,35.0,2019-05-09 6:00:00
Valga,4.3,66,1018.7,0.4,68,2.0,3.4,,nähtusteta,,0.0,35.0,2019-05-09 7:00:00
Valga,8.1,57,1018.2,-0.1,64,1.3,3.6,,nähtusteta,,0.0,35.0,2019-05-09 8:00:00
Valga,11.5,39,1017.8,-0.7,118,3.3,6.2,,nähtusteta,,0.0,35.0,2019-05-09 9:00:00
Valga,13.0,35,1017.4,-1.3,118,5.5,8.9,,nähtusteta,,0.0,35.0,2019-05-09 10:00:00
Valga,13.4,34,1016.7,-1.5,117,5.9,10.6,,nähtusteta,,0.0,35.0,2019-05-09 11:00:00
Valga,14.4,34,1016.1,-1.7,118,4.8,11.0,,nähtusteta,,0.0,30.1,2019-05-09 12:00:00
Valga,14.9,32,1015.5,-1.9,103,4.6,10.5,,nähtusteta,,0.0,28.3,2019-05-09 13:00:00
Valga,15.5,32,1014.7,-2.0,98,5.0,10.7,,nähtusteta,,0.0,35.0,2019-05-09 14:00:00
Valga,16.1,33,1014.1,-2.0,108,5.5,12.0,,nähtusteta,,0.0,35.0,2019-05-09 15:00:00
Valga,16.7,33,1013.2,-2.3,95,4.9,10.6,,nähtusteta,,0.0,35.0,2019-05-09 16:00:00
Valga,16.6,32,1012.5,-2.2,100,5.4,10.2,,nähtusteta,,0.0,35.0,2019-05-09 17:00:00
Valga,16.9,32,1011.8,-2.3,89,4.6,10.6,,nähtusteta,,0.0,35.0,2019-05-09 18:00:00
Valga,16.1,31,1011.4,-1.8,95,5.3,10.4,,nähtusteta,,0.0,35.0,2019-05-09 19:00:00
Valga,15.5,33,1011.0,-1.5,87,3.5,9.9,,nähtusteta,,0.0,35.0,2019-05-09 20:00:00
Valga,14.0,38,1011.0,-0.8,90,3.7,6.7,,nähtusteta,,0.0,35.0,2019-05-09 21:00:00
Valga,12.6,41,1011.0,-0.4,89,2.3,6.6,,nähtusteta,,0.0,35.0,2019-05-09 22:00:00
Valga,11.3,45,1010.8,-0.2,85,2.3,4.1,,nähtusteta,,0.0,35.0,2019-05-09 23:00:00
Valga,10.5,52,1010.7,-0.3,83,2.5,5.4,,nähtusteta,,0.0,35.0,2019-05-10 0:00:00
Valga,9.2,57,1010.7,-0.3,62,1.6,4.0,,nähtusteta,,0.0,35.0,2019-05-10 1:00:00
Valga,8.2,63,1010.5,-0.3,60,2.1,3.1,,nähtusteta,,0.0,35.0,2019-05-10 2:00:00
Valga,7.1,69,1010.1,-0.6,50,1.6,2.8,,nähtusteta,,0.0,35.0,2019-05-10 3:00:00
Valga,6.5,73,1009.6,-1.1,47,1.5,2.6,,nähtusteta,,0.0,35.0,2019-05-10 4:00:00
Valga,6.0,78,1009.3,-1.2,58,1.8,2.7,,nähtusteta,,0.0,35.0,2019-05-10 5:00:00
Valga,6.0,82,1009.0,-1.1,54,1.7,2.6,,nähtusteta,,0.0,35.0,2019-05-10 6:00:00
Valga,6.8,83,1008.8,-0.8,49,1.3,2.5,,nähtusteta,,0.0,35.0,2019-05-10 7:00:00
Valga,7.7,84,1008.5,-0.8,71,1.8,3.5,,nähtusteta,,0.0,35.0,2019-05-10 8:00:00
Valga,8.1,84,1008.2,-0.8,85,2.2,4.2,,vihm,,0.0,35.0,2019-05-10 9:00:00
Valga,8.9,83,1008.0,-0.8,90,1.8,3.6,,nähtusteta,,0.0,35.0,2019-05-10 10:00:00
Valga,8.2,96,1007.7,-0.8,68,1.5,4.1,,nõrk vihm,,1.7,4.2,2019-05-10 11:00:00
Valga,8.6,94,1008.0,-0.2,92,1.9,3.5,,nõrk vihm,,2.0,13.2,2019-05-10 12:00:00
Valga,9.2,95,1007.9,-0.1,157,1.0,2.3,,vihm,,0.1,4.8,2019-05-10 13:00:00
