Jaam,Õhutemperatuur (°C),Suhteline õhuniiskus (%),Õhurõhk merepinnal (hPa),Õhurõhu muutus (hPa),Tuul suund (°),Tuul kiirus (m/s),Tuul max kiirus (m/s),Pilvisus (palli),Hetkeilm (sensor),Hetkeilm (vaatleja),Sademed (mm),Nähtavus (km),timestamp
Valga,1.0,52,1026.9,-0.4,162,1.9,4.0,,nähtusteta,,0.0,35.0,2019-04-03 8:00:00
Valga,2.9,47,1026.8,-0.3,157,2.2,4.8,,nähtusteta,,0.0,29.3,2019-04-03 9:00:00
Valga,5.8,39,1026.7,-0.3,149,2.8,4.5,,nähtusteta,,0.0,35.0,2019-04-03 10:00:00
Valga,9.5,29,1026.4,-0.5,155,3.1,5.6,,nähtusteta,,0.0,35.0,2019-04-03 11:00:00
Valga,11.1,26,1025.9,-0.9,163,4.0,7.7,,nähtusteta,,0.0,35.0,2019-04-03 12:00:00
Valga,11.3,24,1025.2,-1.5,164,5.1,10.2,,nähtusteta,,0.0,35.0,2019-04-03 13:00:00
Valga,11.9,23,1024.7,-1.7,143,5.9,10.5,,nähtusteta,,0.0,25.9,2019-04-03 14:00:00
Valga,12.9,23,1024.0,-1.9,157,5.3,11.2,,nähtusteta,,0.0,35.0,2019-04-03 15:00:00
Valga,12.6,21,1023.4,-1.8,149,5.4,9.9,,nähtusteta,,0.0,35.0,2019-04-03 16:00:00
Valga,13.1,21,1022.9,-1.8,165,4.2,9.0,,nähtusteta,,0.0,35.0,2019-04-03 17:00:00
Valga,12.6,22,1022.4,-1.6,162,4.4,10.3,,nähtusteta,,0.0,35.0,2019-04-03 18:00:00
Valga,11.7,22,1022.1,-1.3,165,3.8,8.9,,nähtusteta,,0.0,35.0,2019-04-03 19:00:00
Valga,9.8,27,1022.0,-0.9,145,2.0,7.0,,nähtusteta,,0.0,29.6,2019-04-03 20:00:00
Valga,7.9,32,1022.1,-0.3,127,1.8,3.8,,põuavine,,0.0,4.7,2019-04-03 21:00:00
Valga,7.1,32,1022.1,0.0,133,1.9,3.5,,nähtusteta,,0.0,23.3,2019-04-03 22:00:00
Valga,3.9,42,1022.3,0.3,83,1.4,3.2,,nähtusteta,,0.0,35.0,2019-04-03 23:00:00
Valga,0.6,58,1022.4,0.3,58,1.6,2.3,,nähtusteta,,0.0,35.0,2019-04-04 0:00:00
Valga,-0.2,58,1022.7,0.6,62,1.1,1.7,,nähtusteta,,0.0,35.0,2019-04-04 1:00:00
Valga,-1.0,62,1022.7,0.4,54,0.9,1.8,,nähtusteta,,0.0,35.0,2019-04-04 2:00:00
Valga,-2.4,73,1022.6,0.2,33,0.9,1.4,,nähtusteta,,0.0,35.0,2019-04-04 3:00:00
Valga,-2.7,74,1022.4,-0.3,67,1.3,2.0,,nähtusteta,,0.0,35.0,2019-04-04 4:00:00
Valga,-2.4,68,1022.3,-0.4,87,0.8,2.1,,nähtusteta,,0.0,35.0,2019-04-04 5:00:00
Valga,-1.6,61,1022.2,-0.4,147,0.3,1.6,,nähtusteta,,0.0,32.6,2019-04-04 6:00:00
Valga,-1.7,62,1022.2,-0.2,119,0.2,1.3,,nähtusteta,,0.0,28.4,2019-04-04 7:00:00
Valga,1.3,57,1022.1,-0.2,152,0.8,1.8,,nähtusteta,,0.0,31.9,2019-04-04 8:00:00
Valga,3.9,47,1022.0,-0.2,157,2.6,5.1,,nähtusteta,,0.0,35.0,2019-04-04 9:00:00
Valga,6.7,40,1022.0,-0.2,150,3.1,5.2,,nähtusteta,,0.0,35.0,2019-04-04 10:00:00
Valga,9.8,34,1021.6,-0.5,149,3.6,6.7,,nähtusteta,,0.0,33.1,2019-04-04 11:00:00
Valga,11.4,28,1021.1,-0.9,169,4.1,8.8,,nähtusteta,,0.0,25.4,2019-04-04 12:00:00
Valga,11.8,28,1020.5,-1.5,182,5.5,10.4,,nähtusteta,,0.0,35.0,2019-04-04 13:00:00
Valga,12.7,28,1020.1,-1.5,150,5.7,11.3,,nähtusteta,,0.0,32.4,2019-04-04 14:00:00
Valga,13.0,26,1019.4,-1.7,178,4.4,9.6,,nähtusteta,,0.0,35.0,2019-04-04 15:00:00
Valga,13.1,26,1018.8,-1.7,167,4.2,10.4,,nähtusteta,,0.0,22.7,2019-04-04 16:00:00
Valga,13.4,26,1018.3,-1.8,155,4.1,8.6,,nähtusteta,,0.0,35.0,2019-04-04 17:00:00
Valga,12.8,24,1017.9,-1.5,141,4.8,8.6,,nähtusteta,,0.0,35.0,2019-04-04 18:00:00
Valga,12.1,27,1017.7,-1.1,149,4.5,7.4,,nähtusteta,,0.0,27.3,2019-04-04 19:00:00
Valga,10.2,29,1018.0,-0.3,148,2.2,7.0,,nähtusteta,,0.0,35.0,2019-04-04 20:00:00
Valga,7.8,35,1018.4,0.5,120,1.4,3.3,,põuavine,,0.0,24.7,2019-04-04 21:00:00
Valga,5.3,43,1018.8,1.1,129,1.3,2.2,,nähtusteta,,0.0,12.9,2019-04-04 22:00:00
Valga,2.4,55,1019.2,1.2,180,0.5,2.0,,nähtusteta,,0.0,23.2,2019-04-04 23:00:00
Valga,1.1,62,1019.4,1.0,72,0.7,1.5,,nähtusteta,,0.0,23.7,2019-04-05 0:00:00
Valga,-0.3,67,1019.8,1.0,58,0.4,1.1,,nähtusteta,,0.0,33.8,2019-04-05 1:00:00
Valga,-1.3,73,1019.9,0.7,95,0.5,1.6,,nähtusteta,,0.0,27.2,2019-04-05 2:00:00
Valga,-2.1,79,1020.2,0.8,30,0.7,2.1,,nähtusteta,,0.0,35.0,2019-04-05 3:00:00
Valga,-2.5,80,1020.3,0.5,60,1.6,2.2,,nähtusteta,,0.0,35.0,2019-04-05 4:00:00
Valga,-2.8,83,1020.4,0.5,62,1.2,2.2,,nähtusteta,,0.0,35.0,2019-04-05 5:00:00
Valga,-3.5,85,1020.6,0.4,56,1.3,1.8,,nähtusteta,,0.0,35.0,2019-04-05 6:00:00
Valga,-3.9,86,1020.9,0.6,65,1.6,2.2,,nähtusteta,,0.0,30.1,2019-04-05 7:00:00
Valga,-1.9,78,1021.0,0.6,69,1.4,2.0,,nähtusteta,,0.0,34.3,2019-04-05 8:00:00
Valga,1.6,65,1021.1,0.5,73,1.0,1.8,,nähtusteta,,0.0,34.1,2019-04-05 9:00:00
Valga,6.9,50,1021.3,0.4,129,0.7,1.7,,nähtusteta,,0.0,31.3,2019-04-05 10:00:00
Valga,10.8,35,1021.3,0.3,153,2.1,4.1,,nähtusteta,,0.0,35.0,2019-04-05 11:00:00
Valga,11.9,28,1021.1,0.0,153,3.1,7.0,,nähtusteta,,0.0,35.0,2019-04-05 12:00:00
Valga,12.1,25,1021.0,-0.3,133,4.2,8.1,,nähtusteta,,0.0,26.2,2019-04-05 13:00:00
Valga,12.9,23,1020.9,-0.4,132,2.9,7.0,,nähtusteta,,0.0,35.0,2019-04-05 14:00:00
Valga,13.1,19,1020.8,-0.3,156,3.6,8.1,,nähtusteta,,0.0,35.0,2019-04-05 15:00:00
Valga,13.6,19,1020.5,-0.5,128,3.5,7.6,,nähtusteta,,0.0,35.0,2019-04-05 16:00:00
Valga,13.8,20,1020.6,-0.3,146,3.0,7.4,,nähtusteta,,0.0,35.0,2019-04-05 17:00:00
Valga,13.0,20,1020.7,-0.1,118,2.6,7.3,,nähtusteta,,0.0,35.0,2019-04-05 18:00:00
Valga,12.3,22,1021.0,0.5,107,1.9,5.3,,nähtusteta,,0.0,11.7,2019-04-05 19:00:00
Valga,10.9,24,1021.4,0.8,107,1.5,3.2,,nähtusteta,,0.0,14.0,2019-04-05 20:00:00
Valga,6.4,37,1022.1,1.4,57,1.1,2.1,,nähtusteta,,0.0,32.9,2019-04-05 21:00:00
Valga,4.4,43,1022.7,1.7,58,1.5,3.7,,nähtusteta,,0.0,27.2,2019-04-05 22:00:00
Valga,3.4,43,1023.1,1.7,49,1.7,2.7,,nähtusteta,,0.0,35.0,2019-04-05 23:00:00
Valga,2.8,47,1023.6,1.5,48,1.3,3.3,,nähtusteta,,0.0,35.0,2019-04-06 0:00:00
Valga,1.3,54,1024.1,1.4,41,1.3,2.6,,nähtusteta,,0.0,35.0,2019-04-06 1:00:00
Valga,0.7,57,1024.4,1.3,46,1.3,2.3,,nähtusteta,,0.0,35.0,2019-04-06 2:00:00
Valga,-0.8,65,1024.5,0.9,42,1.5,2.0,,nähtusteta,,0.0,35.0,2019-04-06 3:00:00
Valga,-1.4,68,1024.8,0.7,47,1.2,2.2,,nähtusteta,,0.0,35.0,2019-04-06 4:00:00
Valga,-2.2,74,1025.0,0.6,44,1.3,2.0,,nähtusteta,,0.0,35.0,2019-04-06 5:00:00
Valga,-2.8,76,1025.0,0.5,72,1.3,1.8,,nähtusteta,,0.0,35.0,2019-04-06 6:00:00
Valga,-2.7,76,1025.0,0.2,62,1.2,1.9,,nähtusteta,,0.0,34.7,2019-04-06 7:00:00
Valga,0.4,63,1025.0,0.0,50,1.6,2.4,,nähtusteta,,0.0,34.6,2019-04-06 8:00:00
Valga,3.3,54,1025.0,0.0,64,2.4,3.5,,nähtusteta,,0.0,22.2,2019-04-06 9:00:00
Valga,7.9,42,1024.9,-0.1,73,1.7,3.1,,nähtusteta,,0.0,35.0,2019-04-06 10:00:00
Valga,11.6,23,1024.8,-0.2,124,4.4,6.4,,nähtusteta,,0.0,35.0,2019-04-06 11:00:00
Valga,12.5,21,1024.2,-0.8,139,4.6,8.7,,nähtusteta,,0.0,35.0,2019-04-06 12:00:00
Valga,13.4,21,1023.5,-1.4,153,4.5,10.3,,nähtusteta,,0.0,35.0,2019-04-06 13:00:00
Valga,13.6,21,1022.8,-2.0,113,4.7,10.0,,nähtusteta,,0.0,35.0,2019-04-06 14:00:00
Valga,13.8,20,1022.0,-2.2,147,4.5,9.6,,nähtusteta,,0.0,35.0,2019-04-06 15:00:00
Valga,14.3,24,1021.2,-2.3,114,4.5,9.3,,nähtusteta,,0.0,31.3,2019-04-06 16:00:00
Valga,14.0,21,1020.5,-2.3,128,4.8,8.9,,nähtusteta,,0.0,28.0,2019-04-06 17:00:00
Valga,13.8,25,1019.9,-2.1,152,4.4,8.1,,nähtusteta,,0.0,35.0,2019-04-06 18:00:00
Valga,13.2,26,1019.6,-1.6,124,3.5,7.2,,nähtusteta,,0.0,35.0,2019-04-06 19:00:00
Valga,11.5,27,1019.5,-1.0,104,1.7,5.2,,nähtusteta,,0.0,35.0,2019-04-06 20:00:00
Valga,8.7,33,1019.6,-0.3,91,1.5,2.7,,nähtusteta,,0.0,35.0,2019-04-06 21:00:00
Valga,6.6,41,1019.6,0.0,88,1.6,2.9,,nähtusteta,,0.0,35.0,2019-04-06 22:00:00
Valga,7.4,40,1019.3,-0.2,122,2.8,4.8,,nähtusteta,,0.0,32.8,2019-04-06 23:00:00
Valga,7.7,42,1019.0,-0.6,135,3.9,7.2,,nähtusteta,,0.0,28.2,2019-04-07 0:00:00
Valga,6.7,47,1018.7,-0.9,145,2.8,8.3,,nähtusteta,,0.0,27.7,2019-04-07 1:00:00
Valga,5.5,51,1018.3,-1.0,157,2.3,4.7,,nähtusteta,,0.0,34.8,2019-04-07 2:00:00
Valga,5.0,55,1017.7,-1.3,150,2.1,4.0,,nähtusteta,,0.0,31.7,2019-04-07 3:00:00
Valga,4.3,57,1017.4,-1.3,148,2.0,4.4,,nähtusteta,,0.0,33.7,2019-04-07 4:00:00
Valga,3.1,61,1016.9,-1.4,108,1.3,3.8,,nähtusteta,,0.0,32.9,2019-04-07 5:00:00
Valga,1.2,70,1016.5,-1.2,74,1.7,3.1,,nähtusteta,,0.0,31.7,2019-04-07 6:00:00
Valga,0.6,74,1016.2,-1.2,67,2.0,2.5,,nähtusteta,,0.0,22.8,2019-04-07 7:00:00
Valga,2.4,69,1015.8,-1.1,76,1.7,2.8,,nähtusteta,,0.0,32.3,2019-04-07 8:00:00
Valga,5.1,61,1015.2,-1.3,146,2.3,5.5,,nähtusteta,,0.0,21.3,2019-04-07 9:00:00
Valga,6.7,55,1014.7,-1.5,130,2.8,5.8,,nähtusteta,,0.0,21.3,2019-04-07 10:00:00
Valga,8.8,48,1014.1,-1.7,133,2.9,5.5,,nähtusteta,,0.0,26.2,2019-04-07 11:00:00
Valga,11.3,39,1013.5,-1.7,128,3.5,6.2,,nähtusteta,,0.0,22.7,2019-04-07 12:00:00
Valga,12.5,34,1012.8,-1.9,149,5.1,9.1,,nähtusteta,,0.0,35.0,2019-04-07 13:00:00
Valga,12.3,35,1012.2,-1.9,157,4.6,9.9,,nähtusteta,,0.0,27.9,2019-04-07 14:00:00
Valga,12.7,34,1011.6,-1.9,150,5.3,8.9,,nähtusteta,,0.0,24.9,2019-04-07 15:00:00
Valga,12.5,37,1011.1,-1.7,153,4.3,8.3,,nähtusteta,,0.0,24.0,2019-04-07 16:00:00
Valga,13.0,38,1010.4,-1.8,146,4.6,7.4,,nähtusteta,,0.0,18.7,2019-04-07 17:00:00
Valga,12.8,40,1010.1,-1.5,163,3.4,7.3,,nähtusteta,,0.0,21.5,2019-04-07 18:00:00
Valga,12.3,41,1010.0,-1.1,150,3.2,7.1,,nähtusteta,,0.0,12.3,2019-04-07 19:00:00
Valga,11.4,44,1009.7,-0.7,131,1.9,4.9,,nähtusteta,,0.0,18.1,2019-04-07 20:00:00
Valga,11.1,45,1009.4,-0.7,141,2.3,4.7,,nähtusteta,,0.0,26.0,2019-04-07 21:00:00
Valga,10.5,47,1009.0,-1.0,156,3.1,5.7,,nähtusteta,,0.0,27.4,2019-04-07 22:00:00
Valga,9.5,50,1008.6,-1.1,158,2.2,5.8,,nähtusteta,,0.0,23.8,2019-04-07 23:00:00
Valga,8.7,55,1008.5,-0.9,168,1.7,4.3,,nähtusteta,,0.0,25.8,2019-04-08 0:00:00
Valga,7.0,62,1008.3,-0.7,173,0.8,2.7,,nähtusteta,,0.0,28.2,2019-04-08 1:00:00
Valga,5.2,70,1008.0,-0.6,169,1.2,2.3,,nähtusteta,,0.0,20.8,2019-04-08 2:00:00
Valga,4.3,75,1008.0,-0.5,196,1.3,2.2,,nähtusteta,,0.0,24.2,2019-04-08 3:00:00
Valga,2.6,82,1007.9,-0.4,218,1.0,2.2,,nähtusteta,,0.0,21.9,2019-04-08 4:00:00
Valga,3.7,80,1007.8,-0.2,255,1.4,2.4,,nähtusteta,,0.0,25.7,2019-04-08 5:00:00
Valga,3.6,80,1008.2,0.2,255,1.9,3.6,,nähtusteta,,0.0,16.0,2019-04-08 6:00:00
Valga,2.5,84,1008.8,0.9,287,3.1,5.6,,nähtusteta,,0.0,19.9,2019-04-08 7:00:00
Valga,2.0,86,1009.2,1.4,287,2.9,5.2,,nähtusteta,,0.0,29.5,2019-04-08 8:00:00
Valga,2.8,83,1009.2,1.0,281,2.2,5.1,,nähtusteta,,0.0,32.1,2019-04-08 9:00:00
Valga,3.3,77,1008.9,0.1,276,2.0,4.6,,nähtusteta,,0.0,35.0,2019-04-08 10:00:00
Valga,4.3,74,1008.8,-0.4,240,1.9,4.0,,nähtusteta,,0.0,35.0,2019-04-08 11:00:00
Valga,4.7,68,1008.6,-0.6,220,2.8,4.6,,nähtusteta,,0.0,35.0,2019-04-08 12:00:00
Valga,5.3,64,1008.4,-0.5,214,3.5,6.9,,nähtusteta,,0.0,35.0,2019-04-08 13:00:00
Valga,5.9,59,1008.3,-0.5,243,2.8,6.3,,nähtusteta,,0.0,35.0,2019-04-08 14:00:00
Valga,6.1,51,1008.2,-0.4,238,4.2,8.4,,nähtusteta,,0.0,35.0,2019-04-08 15:00:00
Valga,6.1,54,1007.9,-0.5,233,4.1,8.9,,nähtusteta,,0.0,35.0,2019-04-08 16:00:00
Valga,4.6,74,1007.9,-0.4,279,5.7,9.6,,nähtusteta,,0.0,31.8,2019-04-08 17:00:00
Valga,3.8,77,1008.0,-0.2,246,4.3,9.9,,nähtusteta,,0.0,35.0,2019-04-08 18:00:00
Valga,3.6,74,1007.8,-0.1,256,4.8,10.3,,nähtusteta,,0.0,35.0,2019-04-08 19:00:00
Valga,3.1,77,1007.8,-0.1,248,4.7,9.6,,nähtusteta,,0.0,35.0,2019-04-08 20:00:00
Valga,2.6,79,1007.9,-0.1,254,4.3,10.6,,nähtusteta,,0.0,35.0,2019-04-08 21:00:00
Valga,2.1,83,1008.0,0.2,247,4.2,8.4,,sademed,,0.0,35.0,2019-04-08 22:00:00
Valga,1.6,89,1007.8,0.0,246,3.4,8.2,,vihm,,0.0,35.0,2019-04-08 23:00:00
Valga,1.6,88,1007.7,-0.2,242,2.8,8.3,,vihm,,0.0,35.0,2019-04-09 0:00:00
Valga,1.4,89,1007.5,-0.5,242,3.3,7.7,,sademed,,0.0,25.8,2019-04-09 1:00:00
Valga,1.1,92,1007.3,-0.5,239,3.3,8.3,,nõrk hooglumi,,0.0,35.0,2019-04-09 2:00:00
Valga,1.1,92,1007.4,-0.3,243,3.9,6.8,,nähtusteta,,0.0,22.4,2019-04-09 3:00:00
Valga,1.3,90,1007.4,-0.1,246,3.4,7.2,,sademed,,0.0,30.2,2019-04-09 4:00:00
Valga,1.0,90,1007.4,0.1,237,3.5,7.2,,vihm,,0.0,26.0,2019-04-09 5:00:00
Valga,1.0,91,1007.2,-0.2,248,3.3,7.5,,nõrk lumi,,0.0,8.4,2019-04-09 6:00:00
Valga,1.0,92,1007.3,-0.1,232,3.6,6.3,,nõrk hoogvihm,,0.0,33.0,2019-04-09 7:00:00
Valga,1.1,92,1007.4,0.0,229,3.3,6.3,,nõrk hoogvihm,,0.0,25.9,2019-04-09 8:00:00
Valga,1.0,95,1007.3,0.1,230,3.7,6.9,,nõrk hooglumi,,0.0,8.4,2019-04-09 9:00:00
Valga,1.8,91,1007.2,-0.1,230,4.2,7.7,,nõrk vihm,,0.1,23.6,2019-04-09 10:00:00
Valga,1.8,90,1007.3,-0.1,227,4.5,7.9,,nõrk vihm,,0.0,26.2,2019-04-09 11:00:00
Valga,2.1,86,1007.6,0.3,229,4.4,8.7,,nõrk hoogvihm,,0.0,35.0,2019-04-09 12:00:00
Valga,2.3,86,1007.8,0.6,221,4.7,8.9,,vihm,,0.0,35.0,2019-04-09 13:00:00
Valga,2.8,86,1007.9,0.6,225,4.5,10.6,,nõrk hoogvihm,,0.0,35.0,2019-04-09 14:00:00
Valga,2.0,88,1008.1,0.5,233,4.0,10.0,,nõrk hoogvihm,,0.1,5.6,2019-04-09 15:00:00
Valga,2.7,86,1008.1,0.3,222,4.4,10.1,,vihm,,0.2,35.0,2019-04-09 16:00:00
Valga,1.5,89,1008.3,0.4,253,5.2,9.0,,mõõdukas hoogvihm,,0.2,8.7,2019-04-09 17:00:00
Valga,2.1,84,1008.5,0.4,245,4.6,9.5,,nõrk hoogvihm,,0.2,35.0,2019-04-09 18:00:00
Valga,1.5,88,1008.9,0.8,241,3.0,8.0,,nõrk hoogvihm,,0.0,35.0,2019-04-09 19:00:00
Valga,1.3,88,1009.0,0.7,232,3.5,7.9,,nõrk vihm koos lumega,,0.1,26.6,2019-04-09 20:00:00
Valga,0.9,94,1009.3,0.8,226,2.9,5.9,,nõrk lumi,,0.0,9.1,2019-04-09 21:00:00
Valga,0.7,94,1009.3,0.4,225,3.1,5.3,,nõrk lumi,,0.1,7.8,2019-04-09 22:00:00
Valga,0.5,96,1009.4,0.4,228,3.5,6.3,,nõrk lumi,,0.2,8.3,2019-04-09 23:00:00
Valga,0.7,95,1009.6,0.3,233,3.1,6.0,,nõrk vihm koos lumega,,0.1,33.6,2019-04-10 0:00:00
Valga,0.4,97,1009.7,0.4,227,3.1,6.4,,nõrk lumi,,0.1,2.2,2019-04-10 1:00:00
Valga,0.5,95,1010.0,0.6,249,2.7,5.8,,nõrk vihm koos lumega,,0.3,34.0,2019-04-10 2:00:00
Valga,0.7,96,1010.2,0.6,246,2.6,5.1,,nõrk vihm koos lumega,,0.0,27.4,2019-04-10 3:00:00
Valga,0.9,95,1010.3,0.6,254,2.8,5.3,,sademed,,0.0,23.1,2019-04-10 4:00:00
Valga,1.1,95,1010.6,0.6,260,2.8,5.8,,nähtusteta,,0.0,20.7,2019-04-10 5:00:00
Valga,1.0,95,1010.9,0.7,265,2.6,5.4,,nähtusteta,,0.0,21.6,2019-04-10 6:00:00
Valga,1.1,95,1011.4,1.1,280,3.2,6.4,,nähtusteta,,0.0,19.9,2019-04-10 7:00:00
Valga,1.1,95,1012.0,1.4,282,3.7,5.9,,lumi,,0.0,21.2,2019-04-10 8:00:00
Valga,1.7,93,1012.4,1.5,307,2.8,6.4,,nähtusteta,,0.0,27.6,2019-04-10 9:00:00
Valga,1.8,91,1013.1,1.7,310,3.1,6.4,,nõrk hoogvihm,,0.0,35.0,2019-04-10 10:00:00
Valga,2.0,87,1013.8,1.8,343,3.0,5.6,,nähtusteta,,0.0,35.0,2019-04-10 11:00:00
