Grupp;"Ajatempel (UTC)";Hind
fi;1533070800;52,93
fi;1533074400;50,33
fi;1533078000;49,64
fi;1533081600;49,07
fi;1533085200;48,64
fi;1533088800;47,94
fi;1533092400;49,92
fi;1533096000;53,3
fi;1533099600;63,8
fi;1533103200;74,29
fi;1533106800;79,18
fi;1533110400;80,03
fi;1533114000;80,05
fi;1533117600;80,01
fi;1533121200;79,91
fi;1533124800;77,9
fi;1533128400;77,87
fi;1533132000;76,58
fi;1533135600;70,94
fi;1533139200;67,03
fi;1533142800;67,6
fi;1533146400;59,49
fi;1533150000;55,98
fi;1533153600;54,81
fi;1533157200;53,77
fi;1533160800;51,46
fi;1533164400;50,04
fi;1533168000;49,58
fi;1533171600;49,26
fi;1533175200;48,57
fi;1533178800;50,08
fi;1533182400;53,47
fi;1533186000;62,21
fi;1533189600;67,07
fi;1533193200;68,79
fi;1533196800;68,38
fi;1533200400;68,19
fi;1533204000;68,1
fi;1533207600;67,72
fi;1533211200;65,23
fi;1533214800;65,05
fi;1533218400;64,29
fi;1533222000;64,96
fi;1533225600;63,29
fi;1533229200;58,3
fi;1533232800;55,65
fi;1533236400;56,5
fi;1533240000;55,14
fi;1533243600;53,93
fi;1533247200;52,37
fi;1533250800;51,14
fi;1533254400;50,29
fi;1533258000;49,54
fi;1533261600;49,66
fi;1533265200;50,29
fi;1533268800;56,3
fi;1533272400;68,09
fi;1533276000;77,23
fi;1533279600;77,22
fi;1533283200;76,58
fi;1533286800;73,49
fi;1533290400;76,24
fi;1533294000;73,01
fi;1533297600;70,43
fi;1533301200;69,89
fi;1533304800;67,55
fi;1533308400;68,07
fi;1533312000;67,53
fi;1533315600;59,57
fi;1533319200;54,18
fi;1533322800;54,3
fi;1533326400;54,12
fi;1533330000;53,88
fi;1533333600;53,72
fi;1533337200;51,51
fi;1533340800;49,94
fi;1533344400;49,5
fi;1533348000;48,75
fi;1533351600;48,73
fi;1533355200;49,96
fi;1533358800;51,63
fi;1533362400;53,27
fi;1533366000;53,89
fi;1533369600;53,79
fi;1533373200;52,95
fi;1533376800;52,37
fi;1533380400;51,47
fi;1533384000;51,24
fi;1533387600;51,08
fi;1533391200;51,1
fi;1533394800;51,58
fi;1533398400;52,76
fi;1533402000;53,39
fi;1533405600;52,93
fi;1533409200;52,85
fi;1533412800;52,09
fi;1533416400;49,6
fi;1533420000;50,61
fi;1533423600;49,88
fi;1533427200;49,41
fi;1533430800;47,86
fi;1533434400;46,07
fi;1533438000;45,07
fi;1533441600;45,68
fi;1533445200;47,44
fi;1533448800;49,44
fi;1533452400;49,78
fi;1533456000;49,69
fi;1533459600;49,72
fi;1533463200;49,46
fi;1533466800;49,36
fi;1533470400;49,19
fi;1533474000;48,05
fi;1533477600;48,19
fi;1533481200;49,89
fi;1533484800;51,33
fi;1533488400;52,39
fi;1533492000;52,91
fi;1533495600;53,42
fi;1533499200;52,97
fi;1533502800;51,51
fi;1533506400;50,05
fi;1533510000;47,99
fi;1533513600;47,02
fi;1533517200;46,02
fi;1533520800;45,08
fi;1533524400;47,1
fi;1533528000;52,91
fi;1533531600;58,42
fi;1533535200;63,01
fi;1533538800;63,03
fi;1533542400;64,22
fi;1533546000;64,45
fi;1533549600;62,36
fi;1533553200;59,72
fi;1533556800;60,42
fi;1533560400;58,4
fi;1533564000;58,17
fi;1533567600;57,13
fi;1533571200;57,24
fi;1533574800;56,83
fi;1533578400;53,67
fi;1533582000;55,04
fi;1533585600;54,94
fi;1533589200;54,43
fi;1533592800;53,29
fi;1533596400;52,06
fi;1533600000;51,01
fi;1533603600;49,75
fi;1533607200;49,53
fi;1533610800;51,51
fi;1533614400;54,91
fi;1533618000;59,69
fi;1533621600;64,65
fi;1533625200;65,95
fi;1533628800;69
fi;1533632400;67,94
fi;1533636000;66,92
fi;1533639600;67,4
fi;1533643200;65,03
fi;1533646800;64,19
fi;1533650400;59,6
fi;1533654000;58,45
fi;1533657600;58,1
fi;1533661200;57,11
fi;1533664800;56,07
fi;1533668400;57,24
fi;1533672000;55,43
fi;1533675600;51,97
fi;1533679200;49,35
fi;1533682800;47,55
fi;1533686400;46,61
fi;1533690000;43,9
fi;1533693600;43,9
fi;1533697200;47,8
fi;1533700800;51,15
fi;1533704400;62,26
fi;1533708000;66,46
fi;1533711600;70,04
fi;1533715200;68,33
fi;1533718800;67,32
fi;1533722400;67,29
fi;1533726000;66,67
fi;1533729600;63,71
fi;1533733200;60,55
fi;1533736800;59,93
fi;1533740400;58,18
fi;1533744000;55,03
fi;1533747600;52,86
fi;1533751200;52,36
fi;1533754800;52,46
fi;1533758400;52,24
fi;1533762000;50,07
fi;1533765600;49,36
fi;1533769200;46,33
fi;1533772800;45,04
fi;1533776400;43,99
fi;1533780000;44
fi;1533783600;46,61
fi;1533787200;51,21
fi;1533790800;52,17
fi;1533794400;52,67
fi;1533798000;53,81
fi;1533801600;53,62
fi;1533805200;53,91
fi;1533808800;54
fi;1533812400;54,28
fi;1533816000;54,6
fi;1533819600;54,37
fi;1533823200;53,57
fi;1533826800;53,83
fi;1533830400;54,46
fi;1533834000;56
fi;1533837600;52,24
fi;1533841200;51,41
fi;1533844800;49,54
fi;1533848400;47,29
fi;1533852000;44,84
fi;1533855600;42,22
fi;1533859200;41,1
fi;1533862800;40,68
fi;1533866400;38,81
fi;1533870000;39,93
fi;1533873600;49,44
fi;1533877200;67,21
fi;1533880800;72,99
fi;1533884400;67,06
fi;1533888000;66,59
fi;1533891600;66,12
fi;1533895200;64,71
fi;1533898800;62,76
fi;1533902400;61,3
fi;1533906000;64,69
fi;1533909600;62,24
fi;1533913200;58,68
fi;1533916800;54,04
fi;1533920400;51,1
fi;1533924000;50,39
fi;1533927600;50,34
fi;1533931200;49,76
fi;1533934800;48,25
fi;1533938400;48,24
fi;1533942000;45,8
fi;1533945600;44,02
fi;1533949200;41,39
fi;1533952800;40,64
fi;1533956400;41,01
fi;1533960000;41,52
fi;1533963600;44,22
fi;1533967200;47,97
fi;1533970800;48,48
fi;1533974400;48,46
fi;1533978000;48,56
fi;1533981600;48,76
fi;1533985200;48,43
fi;1533988800;47,97
fi;1533992400;47,08
fi;1533996000;48,07
fi;1533999600;48,74
fi;1534003200;49,6
fi;1534006800;50,78
fi;1534010400;50,98
fi;1534014000;51,17
fi;1534017600;50,2
fi;1534021200;49,38
fi;1534024800;47,06
fi;1534028400;44,5
fi;1534032000;42,8
fi;1534035600;42,05
fi;1534039200;40,99
fi;1534042800;40,93
fi;1534046400;41,47
fi;1534050000;40,97
fi;1534053600;42,11
fi;1534057200;43,89
fi;1534060800;44,54
fi;1534064400;45,02
fi;1534068000;45,02
fi;1534071600;44,43
fi;1534075200;44,41
fi;1534078800;45,09
fi;1534082400;45,87
fi;1534086000;47,45
fi;1534089600;49,58
fi;1534093200;50,67
fi;1534096800;51,8
fi;1534100400;52,6
fi;1534104000;50,43
fi;1534107600;49,45
fi;1534111200;49,06
fi;1534114800;47,08
fi;1534118400;44,97
fi;1534122000;44,18
fi;1534125600;44,06
fi;1534129200;47,26
fi;1534132800;53,69
fi;1534136400;60,79
fi;1534140000;63,04
fi;1534143600;63,76
fi;1534147200;64,49
fi;1534150800;64,93
fi;1534154400;63,44
fi;1534158000;64,81
fi;1534161600;64,32
fi;1534165200;60,84
fi;1534168800;59,56
fi;1534172400;60,14
fi;1534176000;59,91
fi;1534179600;62,09
fi;1534183200;59,26
fi;1534186800;59,99
fi;1534190400;55,34
fi;1534194000;49,94
fi;1534197600;49,41
fi;1534201200;47,88
fi;1534204800;46,88
fi;1534208400;45,7
fi;1534212000;45,77
fi;1534215600;48,22
fi;1534219200;53,47
fi;1534222800;61,71
fi;1534226400;64,07
fi;1534230000;66,07
fi;1534233600;65,98
fi;1534237200;66,79
fi;1534240800;67,44
fi;1534244400;66,05
fi;1534248000;62,9
fi;1534251600;61,93
fi;1534255200;60,02
fi;1534258800;58,52
fi;1534262400;59,89
fi;1534266000;63,53
fi;1534269600;61,92
fi;1534273200;61,97
fi;1534276800;57,05
fi;1534280400;50,99
fi;1534284000;49,41
fi;1534287600;48,39
fi;1534291200;47,85
fi;1534294800;46,55
fi;1534298400;45,52
fi;1534302000;47,19
fi;1534305600;51,07
fi;1534309200;55,25
fi;1534312800;59,68
fi;1534316400;59,27
fi;1534320000;59,62
fi;1534323600;61,3
fi;1534327200;60,62
fi;1534330800;58,43
fi;1534334400;58
fi;1534338000;56,97
fi;1534341600;53,96
fi;1534345200;54,63
fi;1534348800;57,98
fi;1534352400;56,73
fi;1534356000;55,41
fi;1534359600;55,07
fi;1534363200;53,21
fi;1534366800;50,57
fi;1534370400;49,41
fi;1534374000;47,97
fi;1534377600;47,39
fi;1534381200;46,82
fi;1534384800;46,51
fi;1534388400;48,5
fi;1534392000;52,86
fi;1534395600;61,57
fi;1534399200;62,84
fi;1534402800;63,1
fi;1534406400;64,44
fi;1534410000;62,38
fi;1534413600;61,46
fi;1534417200;57,6
fi;1534420800;52,86
fi;1534424400;52,08
fi;1534428000;52,01
fi;1534431600;53,03
fi;1534435200;52,91
fi;1534438800;52,34
fi;1534442400;50,86
fi;1534446000;50,71
fi;1534449600;50,23
fi;1534453200;48,11
fi;1534456800;46,89
fi;1534460400;45,39
fi;1534464000;44,89
fi;1534467600;44,72
fi;1534471200;44,98
fi;1534474800;46,57
fi;1534478400;49,89
fi;1534482000;52,43
fi;1534485600;53,57
fi;1534489200;53,63
fi;1534492800;53,86
fi;1534496400;54,15
fi;1534500000;54,71
fi;1534503600;55,04
fi;1534507200;53,67
fi;1534510800;53,01
fi;1534514400;52,81
fi;1534518000;51,96
fi;1534521600;52,28
fi;1534525200;52,89
fi;1534528800;50,25
fi;1534532400;50,37
fi;1534536000;49,74
fi;1534539600;48,67
fi;1534543200;49,09
fi;1534546800;48,44
fi;1534550400;47,73
fi;1534554000;46,41
fi;1534557600;46,16
fi;1534561200;45,92
fi;1534564800;47,64
fi;1534568400;48,66
fi;1534572000;49,99
fi;1534575600;50,36
fi;1534579200;50,15
fi;1534582800;49,48
fi;1534586400;47,42
fi;1534590000;46,06
fi;1534593600;45,57
fi;1534597200;46,03
fi;1534600800;46,85
fi;1534604400;48
fi;1534608000;48,16
fi;1534611600;48,11
fi;1534615200;47,67
fi;1534618800;48,04
fi;1534622400;46,41
fi;1534626000;43,64
fi;1534629600;44,18
fi;1534633200;42,89
fi;1534636800;42,66
fi;1534640400;42,69
fi;1534644000;42,48
fi;1534647600;42,9
fi;1534651200;44,21
fi;1534654800;45
fi;1534658400;46,06
fi;1534662000;47,02
fi;1534665600;46,02
fi;1534669200;45,89
fi;1534672800;44,7
fi;1534676400;44,24
fi;1534680000;42,65
fi;1534683600;42,58
fi;1534687200;44,32
fi;1534690800;47,09
fi;1534694400;49,61
fi;1534698000;49,99
fi;1534701600;50,07
fi;1534705200;50,17
fi;1534708800;49,5
fi;1534712400;48,02
fi;1534716000;46,59
fi;1534719600;46,06
fi;1534723200;44,15
fi;1534726800;43,8
fi;1534730400;43,6
fi;1534734000;46,76
fi;1534737600;50,76
fi;1534741200;54,25
fi;1534744800;59,95
fi;1534748400;59,96
fi;1534752000;59,94
fi;1534755600;58,87
fi;1534759200;57,09
fi;1534762800;54,99
fi;1534766400;52,86
fi;1534770000;52,79
fi;1534773600;52,76
fi;1534777200;53,83
fi;1534780800;54,65
fi;1534784400;54,56
fi;1534788000;54,05
fi;1534791600;53,02
fi;1534795200;50,58
fi;1534798800;48,19
fi;1534802400;48,92
fi;1534806000;48,24
fi;1534809600;48,08
fi;1534813200;48,03
fi;1534816800;47,95
fi;1534820400;48,91
fi;1534824000;52,85
fi;1534827600;60,15
fi;1534831200;67,94
fi;1534834800;67,34
fi;1534838400;65,22
fi;1534842000;64,97
fi;1534845600;65,89
fi;1534849200;64,99
fi;1534852800;62,27
fi;1534856400;62,97
fi;1534860000;61,34
fi;1534863600;61,55
fi;1534867200;63,98
fi;1534870800;64,67
fi;1534874400;61,96
fi;1534878000;59,06
fi;1534881600;55,52
fi;1534885200;50,71
fi;1534888800;51,05
fi;1534892400;49,6
fi;1534896000;49,27
fi;1534899600;48,47
fi;1534903200;48,67
fi;1534906800;49,1
fi;1534910400;58,49
fi;1534914000;68,32
fi;1534917600;72,2
fi;1534921200;72,14
fi;1534924800;68,99
fi;1534928400;67,89
fi;1534932000;60,93
fi;1534935600;57,39
fi;1534939200;57,1
fi;1534942800;59,89
fi;1534946400;56,88
fi;1534950000;57,64
fi;1534953600;58,86
fi;1534957200;58,61
fi;1534960800;54,35
fi;1534964400;53,83
fi;1534968000;49,82
fi;1534971600;48,06
fi;1534975200;48,38
fi;1534978800;47,43
fi;1534982400;47,3
fi;1534986000;47,77
fi;1534989600;47,37
fi;1534993200;49,31
fi;1534996800;54,09
fi;1535000400;62,44
fi;1535004000;66,42
fi;1535007600;67,85
fi;1535011200;68,45
fi;1535014800;64,96
fi;1535018400;60,05
fi;1535022000;56,12
fi;1535025600;57,41
fi;1535029200;62,43
fi;1535032800;66,68
fi;1535036400;69,91
fi;1535040000;71,11
fi;1535043600;72,2
fi;1535047200;71,24
fi;1535050800;67,85
fi;1535054400;59,86
fi;1535058000;50,31
fi;1535061600;50,42
fi;1535065200;50,21
fi;1535068800;49,73
fi;1535072400;49,06
fi;1535076000;48,97
fi;1535079600;49,62
fi;1535083200;53,18
fi;1535086800;60,33
fi;1535090400;64,98
fi;1535094000;62,96
fi;1535097600;57,89
fi;1535101200;54,87
fi;1535104800;52,51
fi;1535108400;51,8
fi;1535112000;50,63
fi;1535115600;49,45
fi;1535119200;49,35
fi;1535122800;50,15
fi;1535126400;52,53
fi;1535130000;53,53
fi;1535133600;52,85
fi;1535137200;52,87
fi;1535140800;50,27
fi;1535144400;49,5
fi;1535148000;50,21
fi;1535151600;49,55
fi;1535155200;49,1
fi;1535158800;49,28
fi;1535162400;49,23
fi;1535166000;49,38
fi;1535169600;49,64
fi;1535173200;51,09
fi;1535176800;54,62
fi;1535180400;55,2
fi;1535184000;54,16
fi;1535187600;51,76
fi;1535191200;50,34
fi;1535194800;49,79
fi;1535198400;49,61
fi;1535202000;49,62
fi;1535205600;50,3
fi;1535209200;52,2
fi;1535212800;55,37
fi;1535216400;57,05
fi;1535220000;55,93
fi;1535223600;55,65
fi;1535227200;53,12
fi;1535230800;49,88
fi;1535234400;50,02
fi;1535238000;49,49
fi;1535241600;48,89
fi;1535245200;48,56
fi;1535248800;48,45
fi;1535252400;48,24
fi;1535256000;48,39
fi;1535259600;49,25
fi;1535263200;50,26
fi;1535266800;52,39
fi;1535270400;54,43
fi;1535274000;54,77
fi;1535277600;53,38
fi;1535281200;52,69
fi;1535284800;52,1
fi;1535288400;50,29
fi;1535292000;50,46
fi;1535295600;52,02
fi;1535299200;58,36
fi;1535302800;58,82
fi;1535306400;59,91
fi;1535310000;59,14
fi;1535313600;53,61
fi;1535317200;50,15
fi;1535320800;50
fi;1535324400;48,67
fi;1535328000;47,22
fi;1535331600;45,07
fi;1535335200;45,08
fi;1535338800;48,82
fi;1535342400;51,83
fi;1535346000;54,95
fi;1535349600;61,16
fi;1535353200;60,58
fi;1535356800;60,3
fi;1535360400;60,93
fi;1535364000;61,37
fi;1535367600;59,32
fi;1535371200;57,04
fi;1535374800;55,46
fi;1535378400;54,05
fi;1535382000;54,1
fi;1535385600;57,58
fi;1535389200;62,18
fi;1535392800;60,96
fi;1535396400;59,43
fi;1535400000;52,89
fi;1535403600;50,14
fi;1535407200;52,75
fi;1535410800;52,04
fi;1535414400;52,51
fi;1535418000;52,47
fi;1535421600;52,33
fi;1535425200;53,55
fi;1535428800;62,7
fi;1535432400;69,73
fi;1535436000;72,18
fi;1535439600;72,24
fi;1535443200;70,53
fi;1535446800;69,95
fi;1535450400;66,2
fi;1535454000;68,65
fi;1535457600;67,1
fi;1535461200;68,16
fi;1535464800;68,74
fi;1535468400;71,95
fi;1535472000;73,17
fi;1535475600;79,52
fi;1535479200;73,59
fi;1535482800;72,76
fi;1535486400;64,96
fi;1535490000;57,4
fi;1535493600;56,16
fi;1535497200;54,11
fi;1535500800;53,05
fi;1535504400;52,4
fi;1535508000;52,51
fi;1535511600;54,44
fi;1535515200;65,08
fi;1535518800;71,58
fi;1535522400;73,66
fi;1535526000;73,06
fi;1535529600;71,1
fi;1535533200;71,03
fi;1535536800;67,91
fi;1535540400;64,99
fi;1535544000;64,94
fi;1535547600;68,81
fi;1535551200;70,07
fi;1535554800;71,02
fi;1535558400;71,02
fi;1535562000;71,03
fi;1535565600;66,6
fi;1535569200;61,62
fi;1535572800;53,93
fi;1535576400;52,25
fi;1535580000;51,78
fi;1535583600;50,3
fi;1535587200;49,84
fi;1535590800;49,61
fi;1535594400;50
fi;1535598000;52,56
fi;1535601600;56,47
fi;1535605200;66,14
fi;1535608800;70,89
fi;1535612400;72,35
fi;1535616000;74,08
fi;1535619600;76,12
fi;1535623200;76,29
fi;1535626800;76,82
fi;1535630400;74,16
fi;1535634000;70,36
fi;1535637600;66,22
fi;1535641200;63,2
fi;1535644800;65,49
fi;1535648400;68,31
fi;1535652000;69,77
fi;1535655600;63,7
fi;1535659200;56,16
fi;1535662800;53,92
fi;1535666400;53,87
fi;1535670000;52,8
fi;1535673600;52,66
fi;1535677200;53,04
fi;1535680800;53,43
fi;1535684400;55,41
fi;1535688000;58,94
fi;1535691600;68,05
fi;1535695200;71,56
fi;1535698800;71,79
fi;1535702400;71,19
fi;1535706000;71,06
fi;1535709600;69,09
fi;1535713200;67,25
fi;1535716800;66,77
fi;1535720400;65,6
fi;1535724000;66,7
fi;1535727600;68,39
fi;1535731200;67,99
fi;1535734800;68,02
fi;1535738400;68,54
fi;1535742000;66,37
fi;1535745600;60,72
lv;1533070800;52,93
lv;1533074400;50,33
lv;1533078000;49,64
lv;1533081600;49,07
lv;1533085200;48,64
lv;1533088800;47,94
lv;1533092400;49,92
lv;1533096000;53,3
lv;1533099600;63,8
lv;1533103200;74,29
lv;1533106800;79,18
lv;1533110400;80,03
lv;1533114000;80,05
lv;1533117600;80,01
lv;1533121200;79,91
lv;1533124800;77,9
lv;1533128400;77,87
lv;1533132000;76,58
lv;1533135600;70,94
lv;1533139200;67,03
lv;1533142800;67,6
lv;1533146400;64
lv;1533150000;63,59
lv;1533153600;61,43
lv;1533157200;53,77
lv;1533160800;51,46
lv;1533164400;50,04
lv;1533168000;49,58
lv;1533171600;49,26
lv;1533175200;48,57
lv;1533178800;50,08
lv;1533182400;53,47
lv;1533186000;62,21
lv;1533189600;68,97
lv;1533193200;74,35
lv;1533196800;76,18
lv;1533200400;79,69
lv;1533204000;82,3
lv;1533207600;82,3
lv;1533211200;74,34
lv;1533214800;74,35
lv;1533218400;66,01
lv;1533222000;66,42
lv;1533225600;67,98
lv;1533229200;69,41
lv;1533232800;67,72
lv;1533236400;65,49
lv;1533240000;63,62
lv;1533243600;53,93
