Grupp;"Ajatempel (UTC)";Hind
fi;1551391200;41,44
fi;1551394800;41,46
fi;1551398400;40,85
fi;1551402000;40,69
fi;1551405600;41,02
fi;1551409200;41,92
fi;1551412800;45,92
fi;1551416400;55,19
fi;1551420000;56,58
fi;1551423600;62,6
fi;1551427200;53,82
fi;1551430800;53,88
fi;1551434400;53,88
fi;1551438000;51,29
fi;1551441600;49,08
fi;1551445200;49,04
fi;1551448800;47,11
fi;1551452400;50,64
fi;1551456000;61,69
fi;1551459600;64,87
fi;1551463200;47,5
fi;1551466800;45,52
fi;1551470400;45,04
fi;1551474000;44,19
fi;1551477600;43,35
fi;1551481200;43,13
fi;1551484800;42,24
fi;1551488400;41,09
fi;1551492000;39,49
fi;1551495600;39,59
fi;1551499200;39,97
fi;1551502800;40,48
fi;1551506400;41,16
fi;1551510000;41,64
fi;1551513600;41,93
fi;1551517200;42,36
fi;1551520800;41,98
fi;1551524400;41,84
fi;1551528000;40,21
fi;1551531600;39,26
fi;1551535200;39,18
fi;1551538800;40,97
fi;1551542400;43,78
fi;1551546000;44,77
fi;1551549600;43,22
fi;1551553200;40,47
fi;1551556800;40,06
fi;1551560400;39,77
fi;1551564000;37,77
fi;1551567600;38,89
fi;1551571200;37,48
fi;1551574800;37,29
fi;1551578400;37,74
fi;1551582000;38,57
fi;1551585600;38,86
fi;1551589200;37,33
fi;1551592800;39,12
fi;1551596400;40,21
fi;1551600000;41,03
fi;1551603600;41,42
fi;1551607200;40,99
fi;1551610800;40,65
fi;1551614400;40,23
fi;1551618000;39,87
fi;1551621600;39,68
fi;1551625200;40,29
fi;1551628800;41,79
fi;1551632400;42,92
fi;1551636000;43,12
fi;1551639600;42,68
fi;1551643200;41,62
fi;1551646800;40,94
fi;1551650400;40,32
fi;1551654000;39,78
fi;1551657600;39,3
fi;1551661200;39,32
fi;1551664800;39,51
fi;1551668400;40,7
fi;1551672000;45,16
fi;1551675600;47,84
fi;1551679200;54,09
fi;1551682800;55,03
fi;1551686400;55,04
fi;1551690000;54,59
fi;1551693600;53,01
fi;1551697200;53
fi;1551700800;52,41
fi;1551704400;51,41
fi;1551708000;50,02
fi;1551711600;49,92
fi;1551715200;54,61
fi;1551718800;53,06
fi;1551722400;43,02
fi;1551726000;41,61
fi;1551729600;40,75
fi;1551733200;39,46
fi;1551736800;37,06
fi;1551740400;37,81
fi;1551744000;36,08
fi;1551747600;36
fi;1551751200;36,06
fi;1551754800;38,16
fi;1551758400;40,55
fi;1551762000;42,28
fi;1551765600;47
fi;1551769200;48,62
fi;1551772800;48,17
fi;1551776400;47,82
fi;1551780000;47,85
fi;1551783600;47,83
fi;1551787200;48,15
fi;1551790800;47,49
fi;1551794400;47,05
fi;1551798000;47,1
fi;1551801600;51,24
fi;1551805200;55,01
fi;1551808800;52,57
fi;1551812400;47,74
fi;1551816000;46,41
fi;1551819600;44,75
fi;1551823200;42,79
fi;1551826800;43,07
fi;1551830400;42,75
fi;1551834000;42,51
fi;1551837600;42,58
fi;1551841200;43,44
fi;1551844800;45,22
fi;1551848400;48,1
fi;1551852000;52,09
fi;1551855600;53,02
fi;1551859200;50,02
fi;1551862800;48,52
fi;1551866400;46,84
fi;1551870000;46,32
fi;1551873600;46,07
fi;1551877200;45,63
fi;1551880800;45,04
fi;1551884400;47,08
fi;1551888000;53,06
fi;1551891600;53,01
fi;1551895200;44,98
fi;1551898800;43,99
fi;1551902400;43,03
fi;1551906000;40,58
fi;1551909600;39,39
fi;1551913200;39,54
fi;1551916800;37,55
fi;1551920400;37,41
fi;1551924000;38,05
fi;1551927600;40,86
fi;1551931200;43,11
fi;1551934800;44,79
fi;1551938400;47,02
fi;1551942000;48,83
fi;1551945600;49,06
fi;1551949200;47,9
fi;1551952800;47,61
fi;1551956400;47,2
fi;1551960000;47,8
fi;1551963600;45,92
fi;1551967200;45,22
fi;1551970800;45,97
fi;1551974400;49,09
fi;1551978000;49,05
fi;1551981600;45,01
fi;1551985200;41,68
fi;1551988800;40,65
fi;1551992400;39,61
fi;1551996000;35,93
fi;1551999600;33,54
fi;1552003200;32,06
fi;1552006800;31,07
fi;1552010400;32,03
fi;1552014000;33,97
fi;1552017600;38,03
fi;1552021200;40,78
fi;1552024800;42,3
fi;1552028400;42,06
fi;1552032000;41,78
fi;1552035600;41,45
fi;1552039200;40,82
fi;1552042800;40,54
fi;1552046400;39,97
fi;1552050000;39,32
fi;1552053600;38,54
fi;1552057200;39,29
fi;1552060800;42,13
fi;1552064400;44,07
fi;1552068000;43,9
fi;1552071600;41,58
fi;1552075200;40,57
fi;1552078800;39,24
fi;1552082400;30,61
fi;1552086000;38,05
fi;1552089600;36,3
fi;1552093200;35,84
fi;1552096800;36,21
fi;1552100400;37,36
fi;1552104000;38,31
fi;1552107600;37,66
fi;1552111200;38,9
fi;1552114800;39,11
fi;1552118400;39,9
fi;1552122000;39,82
fi;1552125600;39,63
fi;1552129200;38,93
fi;1552132800;38,11
fi;1552136400;38
fi;1552140000;37,84
fi;1552143600;38,45
fi;1552147200;39,59
fi;1552150800;40,79
fi;1552154400;39,61
fi;1552158000;38,27
fi;1552161600;37,25
fi;1552165200;36,4
fi;1552168800;35,23
fi;1552172400;35,71
fi;1552176000;33,92
fi;1552179600;33,14
fi;1552183200;34,08
fi;1552186800;35,72
fi;1552190400;37,24
fi;1552194000;37
fi;1552197600;38,96
fi;1552201200;38,35
fi;1552204800;39,09
fi;1552208400;39,9
fi;1552212000;40,17
fi;1552215600;38,76
fi;1552219200;39,75
fi;1552222800;39,91
fi;1552226400;39,27
fi;1552230000;41,34
fi;1552233600;43,51
fi;1552237200;44,36
fi;1552240800;44,08
fi;1552244400;42,89
fi;1552248000;41,57
fi;1552251600;41,24
fi;1552255200;38,11
fi;1552258800;40,78
fi;1552262400;39,35
fi;1552266000;39,52
fi;1552269600;40,32
fi;1552273200;42,16
fi;1552276800;43,96
fi;1552280400;45,63
fi;1552284000;47,96
fi;1552287600;49,11
fi;1552291200;48,09
fi;1552294800;47,05
fi;1552298400;46,3
fi;1552302000;45,7
fi;1552305600;45,43
fi;1552309200;45,05
fi;1552312800;44,87
fi;1552316400;45
fi;1552320000;46,56
fi;1552323600;49,08
fi;1552327200;48,94
