Grupp;"Ajatempel (UTC)";Hind
fi;1546293600;25,7
fi;1546297200;28,32
fi;1546300800;10,07
fi;1546304400;10,03
fi;1546308000;4,56
fi;1546311600;4,83
fi;1546315200;8,09
fi;1546318800;25,54
fi;1546322400;39,16
fi;1546326000;37,66
fi;1546329600;21,52
fi;1546333200;28,25
fi;1546336800;19,29
fi;1546340400;19,32
fi;1546344000;16,21
fi;1546347600;21,47
fi;1546351200;32,69
fi;1546354800;29,34
fi;1546358400;30,19
fi;1546362000;30,09
fi;1546365600;29,58
fi;1546369200;36,91
fi;1546372800;33,14
fi;1546376400;21,61
fi;1546380000;4,04
fi;1546383600;9,7
fi;1546387200;6,32
fi;1546390800;4,35
fi;1546394400;8,81
fi;1546398000;22,67
fi;1546401600;43,28
fi;1546405200;44,64
fi;1546408800;49,64
fi;1546412400;49,96
fi;1546416000;50,74
fi;1546419600;49,99
fi;1546423200;50,25
fi;1546426800;49,94
fi;1546430400;49,97
fi;1546434000;50,93
fi;1546437600;52,38
fi;1546441200;54,67
fi;1546444800;55,58
fi;1546448400;55,39
fi;1546452000;54,9
fi;1546455600;53,86
fi;1546459200;52,71
fi;1546462800;52,09
fi;1546466400;50,76
fi;1546470000;49,8
fi;1546473600;48,89
fi;1546477200;48,31
fi;1546480800;48,4
fi;1546484400;48,79
fi;1546488000;49,61
fi;1546491600;51,55
fi;1546495200;57,09
fi;1546498800;58,86
fi;1546502400;59,14
fi;1546506000;58,19
fi;1546509600;61,47
fi;1546513200;62
fi;1546516800;63,12
fi;1546520400;63,67
fi;1546524000;66,13
fi;1546527600;68,41
fi;1546531200;69,55
fi;1546534800;65,67
fi;1546538400;61,51
fi;1546542000;56,04
fi;1546545600;54,44
fi;1546549200;52,09
fi;1546552800;49,98
fi;1546556400;49,87
fi;1546560000;47,97
fi;1546563600;47,07
fi;1546567200;47,05
fi;1546570800;47,43
fi;1546574400;48,58
fi;1546578000;51,2
fi;1546581600;57,77
fi;1546585200;60,04
fi;1546588800;59,94
fi;1546592400;59,92
fi;1546596000;57,99
fi;1546599600;58,43
fi;1546603200;57,98
fi;1546606800;58,37
fi;1546610400;60,67
fi;1546614000;59,95
fi;1546617600;59,92
fi;1546621200;57,58
fi;1546624800;59,1
fi;1546628400;54,22
fi;1546632000;50,45
fi;1546635600;49,79
fi;1546639200;49,02
fi;1546642800;48,42
fi;1546646400;47,52
fi;1546650000;47,19
fi;1546653600;47
fi;1546657200;47,01
fi;1546660800;47,33
fi;1546664400;47,59
fi;1546668000;48,22
fi;1546671600;49,99
fi;1546675200;51,47
fi;1546678800;52,53
fi;1546682400;53,49
fi;1546686000;53,64
fi;1546689600;52,93
fi;1546693200;52,45
fi;1546696800;57,13
fi;1546700400;62,87
fi;1546704000;61,07
fi;1546707600;60,51
fi;1546711200;58,88
fi;1546714800;52,75
fi;1546718400;51,9
fi;1546722000;51,13
fi;1546725600;50,21
fi;1546729200;50,29
fi;1546732800;49,03
fi;1546736400;48,81
fi;1546740000;48,66
fi;1546743600;47,82
fi;1546747200;48,72
fi;1546750800;49,38
fi;1546754400;49,65
fi;1546758000;50,44
fi;1546761600;51,68
fi;1546765200;52,35
fi;1546768800;52,77
fi;1546772400;52,86
fi;1546776000;52,44
fi;1546779600;51,52
fi;1546783200;51,57
fi;1546786800;53,28
fi;1546790400;55,25
fi;1546794000;54,25
fi;1546797600;52,9
fi;1546801200;51,95
fi;1546804800;51,57
fi;1546808400;50,71
fi;1546812000;49,94
fi;1546815600;48,62
fi;1546819200;47,98
fi;1546822800;47,84
fi;1546826400;46,96
fi;1546830000;48,09
fi;1546833600;49,87
fi;1546837200;52,74
fi;1546840800;56,79
fi;1546844400;57,94
fi;1546848000;56,9
fi;1546851600;56,28
fi;1546855200;55,56
fi;1546858800;55,14
fi;1546862400;54,16
fi;1546866000;53,73
fi;1546869600;53,25
fi;1546873200;53,26
fi;1546876800;53
fi;1546880400;51,59
fi;1546884000;51,54
fi;1546887600;50,6
fi;1546891200;50,03
fi;1546894800;49,11
fi;1546898400;46,75
fi;1546902000;46,94
fi;1546905600;46,34
fi;1546909200;46,24
fi;1546912800;46,28
fi;1546916400;46,7
fi;1546920000;47,86
fi;1546923600;50,08
fi;1546927200;55,65
fi;1546930800;55,4
fi;1546934400;55,64
fi;1546938000;55,65
fi;1546941600;55,65
fi;1546945200;53,64
fi;1546948800;55,65
fi;1546952400;57,62
fi;1546956000;55,93
fi;1546959600;55,58
fi;1546963200;55,58
fi;1546966800;57,1
fi;1546970400;54,01
fi;1546974000;50,9
fi;1546977600;49,7
fi;1546981200;49,03
fi;1546984800;46,45
fi;1546988400;45,75
fi;1546992000;44,41
fi;1546995600;43,87
fi;1546999200;43,93
fi;1547002800;45,55
fi;1547006400;49,61
fi;1547010000;59,06
fi;1547013600;65,04
fi;1547017200;64,93
fi;1547020800;62,33
fi;1547024400;62,57
fi;1547028000;65,82
fi;1547031600;66,6
fi;1547035200;67,08
fi;1547038800;66,44
fi;1547042400;69,52
fi;1547046000;70,47
fi;1547049600;70,43
fi;1547053200;67,09
fi;1547056800;58,77
fi;1547060400;52,98
fi;1547064000;51,68
fi;1547067600;50,96
fi;1547071200;49,96
fi;1547074800;50,51
fi;1547078400;49,98
fi;1547082000;49,55
fi;1547085600;49,98
fi;1547089200;49,94
fi;1547092800;51,9
fi;1547096400;59,32
fi;1547100000;70,86
fi;1547103600;79,23
fi;1547107200;79,17
fi;1547110800;78,55
fi;1547114400;77,44
fi;1547118000;69,66
fi;1547121600;63,61
fi;1547125200;59,94
fi;1547128800;59,01
fi;1547132400;59,57
fi;1547136000;59,21
fi;1547139600;56,38
fi;1547143200;54,28
fi;1547146800;52,78
fi;1547150400;52,01
fi;1547154000;49,99
